Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2017
"Município de residência";"Todos_os_casos"
"150307 GARRAFAO DO NORTE";4
"150309 GOIANESIA DO PARA";19
"150310 GURUPA";4
"150320 IGARAPE-ACU";1
"150330 IGARAPE-MIRI";6
"150340 INHANGAPI";7
"150345 IPIXUNA DO PARA";54
"150350 IRITUIA";3
"150360 ITAITUBA";3
"150370 ITUPIRANGA";336
"150375 JACAREACANGA";1
"150380 JACUNDA";398
"150390 JURUTI";16
"150400 LIMOEIRO DO AJURU";41
"150405 MAE DO RIO";7
"150410 MAGALHAES BARATA";4
"150420 MARABA";304
"150430 MARACANA";5
"150440 MARAPANIM";1
"150442 MARITUBA";679
"150470 MOJU";12
"150475 MOJUI DOS CAMPOS";5
"150480 MONTE ALEGRE";3
"150490 MUANA";3
"150497 NOVA IPIXUNA";43
"150506 NOVO REPARTIMENTO";185
"150510 OBIDOS";1
"150520 OEIRAS DO PARA";2
"150530 ORIXIMINA";12
"150540 OUREM";3
"150543 OURILANDIA DO NORTE";41
"150548 PACAJA";71
"150549 PALESTINA DO PARA";9
"150550 PARAGOMINAS";247
"150553 PARAUAPEBAS";1829
"150555 PAU D'ARCO";11
"150563 PICARRA";3
"150600 PRAINHA";1
"150610 PRIMAVERA";4
"150611 QUATIPURU";2
"150613 REDENCAO";324
"150616 RIO MARIA";74
"150618 RONDON DO PARA";162
"150619 RUROPOLIS";1
"150620 SALINOPOLIS";14
"150630 SALVATERRA";12
"150635 SANTA BARBARA DO PARA";3
"150640 SANTA CRUZ DO ARARI";1
"150650 SANTA IZABEL DO PARA";11
"150658 SANTA MARIA DAS BARREIRAS";13
"150670 SANTANA DO ARAGUAIA";31
"150680 SANTAREM";127
"150690 SANTAREM NOVO";12
"150700 SANTO ANTONIO DO TAUA";2
"150710 SAO CAETANO DE ODIVELAS";35
"150715 SAO DOMINGOS DO ARAGUAIA";120
"150720 SAO DOMINGOS DO CAPIM";80
"150730 SAO FELIX DO XINGU";20
"150740 SAO FRANCISCO DO PARA";3
"150745 SAO GERALDO DO ARAGUAIA";127
"150746 SAO JOAO DA PONTA";1
"150747 SAO JOAO DE PIRABAS";81
"150750 SAO JOAO DO ARAGUAIA";29
"150760 SAO MIGUEL DO GUAMA";2
"150770 SAO SEBASTIAO DA BOA VISTA";2
"150775 SAPUCAIA";182
"150790 SOURE";255
"150795 TAILANDIA";288
"150796 TERRA ALTA";2
"150800 TOME-ACU";5
"150803 TRACUATEUA";1
"150805 TRAIRAO";1
"150808 TUCUMA";51
"150810 TUCURUI";216
"150812 ULIANOPOLIS";20
"150820 VIGIA";76
"150830 VISEU";2
"150835 VITORIA DO XINGU";1
"150840 XINGUARA";1593
"160005 SERRA DO NAVIO";117
"160015 PEDRA BRANCA DO AMAPARI";11
"160020 CALCOENE";4
"160023 FERREIRA GOMES";8
"160027 LARANJAL DO JARI";53
"160030 MACAPA";294
"160040 MAZAGAO";22
"160050 OIAPOQUE";35
"160053 PORTO GRANDE";14
"160060 SANTANA";88
"160070 TARTARUGALZINHO";3
"160080 VITORIA DO JARI";1
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";147
"170035 ALIANCA DO TOCANTINS";1
"170040 ALMAS";1
"170070 ALVORADA";1
"170100 ANANAS";74
"170105 ANGICO";6
"170110 APARECIDA DO RIO NEGRO";38
"170130 ARAGOMINAS";7
"170190 ARAGUACEMA";2
"170200 ARAGUACU";2
"170210 ARAGUAINA";1185
"170215 ARAGUANA";34
"170220 ARAGUATINS";313
"170230 ARAPOEMA";2
"170255 AUGUSTINOPOLIS";93
"170270 AURORA DO TOCANTINS";2
"170290 AXIXA DO TOCANTINS";98
"170300 BABACULANDIA";42
"170305 BANDEIRANTES DO TOCANTINS";8
"170307 BARRA DO OURO";1
"170310 BARROLANDIA";3
"170320 BERNARDO SAYAO";2
"170330 BOM JESUS DO TOCANTINS";6
"170360 BRASILANDIA DO TOCANTINS";1
"170370 BREJINHO DE NAZARE";3
"170380 BURITI DO TOCANTINS";84
"170386 CARIRI DO TOCANTINS";1
"170388 CARMOLANDIA";10
"170389 CARRASCO BONITO";21
"170550 COLINAS DO TOCANTINS";583
"170555 COMBINADO";2
"170560 CONCEICAO DO TOCANTINS";1
"170600 COUTO MAGALHAES";6
"170610 CRISTALANDIA";3
"170625 CRIXAS DO TOCANTINS";2
"170650 DARCINOPOLIS";57
"170700 DIANOPOLIS";2
"170710 DIVINOPOLIS DO TOCANTINS";3
"170720 DOIS IRMAOS DO TOCANTINS";3
"170730 DUERE";2
"170740 ESPERANTINA";27
"170755 FATIMA";1
"170765 FIGUEIROPOLIS";2
"170770 FILADELFIA";4
"170820 FORMOSO DO ARAGUAIA";2
"170825 FORTALEZA DO TABOCAO";10
"170830 GOIANORTE";1
"170900 GOIATINS";2
"170930 GUARAI";404
"170950 GURUPI";40
"171050 ITACAJA";4
"171070 ITAGUATINS";8
"171090 ITAPIRATINS";2
"171110 ITAPORA DO TOCANTINS";6
"171180 JUARINA";1
"171190 LAGOA DA CONFUSAO";2
"171200 LAJEADO";5
"171215 LAVANDEIRA";1
"171245 LUZINOPOLIS";2
"171250 MARIANOPOLIS DO TOCANTINS";5
"171280 MAURILANDIA DO TOCANTINS";2
"171320 MIRACEMA DO TOCANTINS";34
"171330 MIRANORTE";43
"171370 MONTE SANTO DO TOCANTINS";1
"171395 MURICILANDIA";1
"171420 NATIVIDADE";8
"171430 NAZARE";39
"171488 NOVA OLINDA";110
"171500 NOVA ROSALANDIA";1
"171510 NOVO ACORDO";2
"171515 NOVO ALEGRE";1
"171570 PALMEIRANTE";3
"171610 PARAISO DO TOCANTINS";225
"171620 PARANA";2
"171650 PEDRO AFONSO";15
"171660 PEIXE";4
"171665 PEQUIZEIRO";36
"171670 COLMEIA";18
"171720 PIRAQUE";9
"171750 PIUM";4
"171800 PORTO ALEGRE DO TOCANTINS";1
"171820 PORTO NACIONAL";40
"171830 PRAIA NORTE";331
"171840 PRESIDENTE KENNEDY";55
"171845 PUGMIL";2
"171850 RECURSOLANDIA";1
"171855 RIACHINHO";12
"171865 RIO DA CONCEICAO";1
"171870 RIO DOS BOIS";1
"171875 RIO SONO";2
"171880 SAMPAIO";44
"171884 SANDOLANDIA";7
"171886 SANTA FE DO ARAGUAIA";9
"172000 SANTA TEREZINHA DO TOCANTINS";4
"172010 SAO BENTO DO TOCANTINS";1
"172020 SAO MIGUEL DO TOCANTINS";21
"172030 SAO SEBASTIAO DO TOCANTINS";14
"172049 SAO VALERIO";5
"172080 SITIO NOVO DO TOCANTINS";15
"172090 TAGUATINGA";1
"172097 TALISMA";3
"172100 PALMAS";1724
"172110 TOCANTINIA";16
"172120 TOCANTINOPOLIS";215
"172130 TUPIRATINS";1
"172208 WANDERLANDIA";212
"172210 XAMBIOA";4
"210005 ACAILANDIA";78
"210015 AGUA DOCE DO MARANHAO";4
"210020 ALCANTARA";1
"210030 ALDEIAS ALTAS";2
"210043 ALTO ALEGRE DO MARANHAO";1
"210047 ALTO ALEGRE DO PINDARE";5
"210050 ALTO PARNAIBA";4
"210060 AMARANTE DO MARANHAO";229
"210080 ANAPURUS";8
"210090 ARAIOSES";7
"210095 ARAME";3
"210120 BACABAL";6
"210125 BACABEIRA";10
"210140 BALSAS";2374
"210150 BARAO DE GRAJAU";1
"210160 BARRA DO CORDA";494
"210170 BARREIRINHAS";1
"210177 BELA VISTA DO MARANHAO";1
"210180 BENEDITO LEITE";17
"210193 BERNARDO DO MEARIM";1
"210200 BOM JARDIM";6
"210203 BOM JESUS DAS SELVAS";1
"210207 BOM LUGAR";1
"210210 BREJO";1
"210220 BURITI";2
"210232 BURITICUPU";1
"210235 BURITIRANA";2
"210255 CAMPESTRE DO MARANHAO";234
"210280 CAROLINA";8
"210300 CAXIAS";175
"210315 CENTRO DO GUILHERME";1
"210320 CHAPADINHA";2
"210325 CIDELANDIA";113
"210330 CODO";46
"210355 CONCEICAO DO LAGO-ACU";1
"210360 COROATA";5
"210370 CURURUPU";30
"210375 DAVINOPOLIS";7
"210390 DUQUE BACELAR";1
"210400 ESPERANTINOPOLIS";1
"210405 ESTREITO";30
"210407 FEIRA NOVA DO MARANHAO";4
"210409 FORMOSA DA SERRA NEGRA";40
"210410 FORTALEZA DOS NOGUEIRAS";120
"210420 FORTUNA";71
"210450 GOVERNADOR ARCHER";1
"210455 GOVERNADOR EDISON LOBAO";104
"210462 GOVERNADOR LUIZ ROCHA";7
"210467 GOVERNADOR NUNES FREIRE";2
"210480 GRAJAU";46
"210490 GUIMARAES";2
"210510 ICATU";1
"210515 IGARAPE DO MEIO";2
"210530 IMPERATRIZ";769
"210542 ITINGA DO MARANHAO";5
"210547 JENIPAPO DOS VIEIRAS";6
"210550 JOAO LISBOA";4
"210570 LAGO DA PEDRA";24
"210592 LAGOA DO MATO";1
"210596 LAGOA GRANDE DO MARANHAO";1
"210598 LAJEADO NOVO";14
"210610 LORETO";156
"210630 MAGALHAES DE ALMEIDA";1
"210635 MARAJA DO SENA";1
"210650 MATINHA";1
"210660 MATOES";35
"210690 MONCAO";1
"210700 MONTES ALTOS";64
"210720 NINA RODRIGUES";1
"210725 NOVA COLINAS";5
"210730 NOVA IORQUE";43
"210750 PACO DO LUMIAR";60
"210770 PARAIBANO";97
"210790 PASSAGEM FRANCA";2
"210800 PASTOS BONS";3
"210820 PEDREIRAS";8
"210845 PERITORO";4
"210850 PINDARE-MIRIM";3
"210860 PINHEIRO";2
"210870 PIO XII";13
"210880 PIRAPEMAS";1
"210900 PORTO FRANCO";54
"210910 PRESIDENTE DUTRA";4
"210930 PRESIDENTE VARGAS";1
"210945 RAPOSA";1
"210950 RIACHAO";8
"210955 RIBAMAR FIQUENE";2
"210960 ROSARIO";179
"210970 SAMBAIBA";2
"210990 SANTA INES";269
"211000 SANTA LUZIA";3
"211003 SANTA LUZIA DO PARUA";1
"211020 SANTA RITA";1
"211060 SAO BERNARDO";1
"211065 SAO DOMINGOS DO AZEITAO";25
"211070 SAO DOMINGOS DO MARANHAO";2
"211080 SAO FELIX DE BALSAS";105
"211085 SAO FRANCISCO DO BREJAO";55
"211102 SAO JOAO DO CARU";1
"211105 SAO JOAO DO PARAISO";37
"211110 SAO JOAO DOS PATOS";19
"211120 SAO JOSE DE RIBAMAR";75
"211130 SAO LUIS";374
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";3
"211160 SAO RAIMUNDO DAS MANGABEIRAS";715
"211167 SAO ROBERTO";3
"211176 SENADOR LA ROCQUE";41
"211190 SUCUPIRA DO NORTE";22
"211200 TASSO FRAGOSO";17
"211220 TIMON";100
"211230 TUNTUM";177
"211240 TURIACU";4
"211245 TURILANDIA";1
"211250 TUTOIA";3
"211270 VARGEM GRANDE";1
"211280 VIANA";11
"211285 VILA NOVA DOS MARTIRIOS";38
"211400 ZE DOCA";2
"220005 ACAUA";1
"220010 AGRICOLANDIA";4
"220020 AGUA BRANCA";38
"220025 ALAGOINHA DO PIAUI";1
"220027 ALEGRETE DO PIAUI";1
"220030 ALTO LONGA";5
"220040 ALTOS";49
"220050 AMARANTE";1
"220060 ANGICAL DO PIAUI";35
"220070 ANISIO DE ABREU";6
"220100 ARRAIAL";40
"220105 ASSUNCAO DO PIAUI";1
"220115 BAIXA GRANDE DO RIBEIRO";12
"220120 BARRAS";5
"220140 BARRO DURO";2
"220150 BATALHA";1
"220157 BELEM DO PIAUI";1
"220160 BENEDITINOS";11
"220177 BOA HORA";1
"220190 BOM JESUS";116
"220191 BOM PRINCIPIO DO PIAUI";42
"220192 BONFIM DO PIAUI";5
"220194 BOQUEIRAO DO PIAUI";1
"220200 BURITI DOS LOPES";6
"220202 BURITI DOS MONTES";18
"220207 CAJAZEIRAS DO PIAUI";1
"220208 CAJUEIRO DA PRAIA";138
"220213 CAMPO GRANDE DO PIAUI";6
"220220 CAMPO MAIOR";11
"220230 CANTO DO BURITI";5
"220240 CAPITAO DE CAMPOS";8
"220250 CARACOL";1
"220253 CARAUBAS DO PIAUI";2
"220270 COCAL";13
"220271 COCAL DE TELHA";3
"220273 COIVARAS";14
"220277 COLONIA DO PIAUI";1
"220285 CORONEL JOSE DIAS";13
"220290 CORRENTE";3
"220320 CURIMATA";1
"220325 CURRALINHOS";1
"220330 DEMERVAL LOBAO";110
"220335 DIRCEU ARCOVERDE";15
"220345 DOM INOCENCIO";2
"220350 ELESBAO VELOSO";3
"220370 ESPERANTINA";2
"220375 FARTURA DO PIAUI";5
"220390 FLORIANO";252
"220400 FRANCINOPOLIS";97
"220410 FRANCISCO AYRES";7
"220420 FRANCISCO SANTOS";3
"220430 FRONTEIRAS";2
"220450 GUADALUPE";3
"220460 HUGO NAPOLEAO";1
"220465 ILHA GRANDE";14
"220470 INHUMA";1
"220480 IPIRANGA DO PIAUI";3
"220500 ITAINOPOLIS";1
"220520 JAICOS";24
"220525 JARDIM DO MULATO";1
"220530 JERUMENHA";1
"220550 JOSE DE FREITAS";3
"220553 JUREMA";8
"220554 LAGOINHA DO PIAUI";1
"220557 LAGOA DE SAO FRANCISCO";7
"220558 LAGOA DO PIAUI";1
"220570 LUIS CORREIA";316
"220600 MARCOS PARENTE";1
"220605 MASSAPE DO PIAUI";3
"220610 MATIAS OLIMPIO";23
"220620 MIGUEL ALVES";2
"220630 MIGUEL LEAO";2
"220640 MONSENHOR GIL";9
"220667 MORRO DO CHAPEU DO PIAUI";1
"220669 MURICI DOS PORTELAS";1
"220670 NAZARE DO PIAUI";13
"220690 NOVO ORIENTE DO PIAUI";3
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";219
"220710 OLHO D'AGUA DO PIAUI";2
"220755 PAQUETA";1
"220770 PARNAIBA";1126
"220779 PAU D'ARCO DO PIAUI";2
"220780 PAULISTANA";1
"220790 PEDRO II";74
"220793 PEDRO LAURENTINO";1
"220800 PICOS";162
"220820 PIO IX";2
"220830 PIRACURUCA";3
"220840 PIRIPIRI";103
"220850 PORTO";1
"220880 REGENERACAO";2
"220887 RIBEIRA DO PIAUI";1
"220890 RIBEIRO GONCALVES";5
"220935 SANTANA DO PIAUI";3
"220937 SANTA ROSA DO PIAUI";1
"220955 SAO BRAZ DO PIAUI";22
"220975 SAO GONCALO DO GURGUEIA";1
"220980 SAO GONCALO DO PIAUI";1
"220987 SAO JOAO DA FRONTEIRA";4
"220997 SAO JOAO DO ARRAIAL";46
"221000 SAO JOAO DO PIAUI";1
"221005 SAO JOSE DO DIVINO";2
"221020 SAO JOSE DO PIAUI";1
"221035 SAO LOURENCO DO PIAUI";23
"221050 SAO PEDRO DO PIAUI";6
"221060 SAO RAIMUNDO NONATO";1188
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";3539
"221110 UNIAO";3
"221120 URUCUI";4
"221130 VALENCA DO PIAUI";2
"221135 VARZEA BRANCA";54
"221140 VARZEA GRANDE";2
"230010 ABAIARA";28
"230015 ACARAPE";512
"230020 ACARAU";134
"230030 ACOPIARA";1063
"230040 AIUABA";1
"230050 ALCANTARAS";97
"230060 ALTANEIRA";1
"230070 ALTO SANTO";3
"230075 AMONTADA";67
"230080 ANTONINA DO NORTE";55
"230090 APUIARES";137
"230100 AQUIRAZ";687
"230110 ARACATI";2786
"230120 ARACOIABA";843
"230125 ARARENDA";17
"230130 ARARIPE";50
"230140 ARATUBA";156
"230150 ARNEIROZ";12
"230160 ASSARE";6
"230170 AURORA";2
"230180 BAIXIO";17
"230185 BANABUIU";30
"230190 BARBALHA";128
"230195 BARREIRA";420
"230200 BARRO";6
"230205 BARROQUINHA";60
"230210 BATURITE";1557
"230220 BEBERIBE";597
"230230 BELA CRUZ";56
"230240 BOA VIAGEM";308
"230250 BREJO SANTO";1015
"230260 CAMOCIM";270
"230270 CAMPOS SALES";149
"230280 CANINDE";1911
"230290 CAPISTRANO";102
"230300 CARIDADE";194
"230310 CARIRE";149
"230320 CARIRIACU";10
"230330 CARIUS";16
"230340 CARNAUBAL";21
"230350 CASCAVEL";1289
"230360 CATARINA";576
"230365 CATUNDA";4
"230370 CAUCAIA";7273
"230380 CEDRO";58
"230390 CHAVAL";314
"230393 CHORO";75
"230395 CHOROZINHO";250
"230400 COREAU";551
"230410 CRATEUS";1678
"230420 CRATO";628
"230423 CROATA";3
"230425 CRUZ";25
"230426 DEPUTADO IRAPUAN PINHEIRO";12
"230427 ERERE";1
"230428 EUSEBIO";231
"230430 FARIAS BRITO";2
"230435 FORQUILHA";9
"230440 FORTALEZA";71485
"230445 FORTIM";290
"230450 FRECHEIRINHA";137
"230460 GENERAL SAMPAIO";468
"230465 GRACA";38
"230470 GRANJA";652
"230480 GRANJEIRO";2
"230490 GROAIRAS";119
"230495 GUAIUBA";16
"230500 GUARACIABA DO NORTE";17
"230510 GUARAMIRANGA";61
"230520 HIDROLANDIA";170
"230523 HORIZONTE";1239
"230526 IBARETAMA";145
"230530 IBIAPINA";12
"230533 IBICUITINGA";157
"230535 ICAPUI";436
"230540 ICO";926
"230550 IGUATU";1625
"230560 INDEPENDENCIA";577
"230565 IPAPORANGA";21
"230570 IPAUMIRIM";18
"230580 IPU";46
"230590 IPUEIRAS";38
"230600 IRACEMA";71
"230610 IRAUCUBA";487
"230620 ITAICABA";116
"230625 ITAITINGA";336
"230630 ITAPAGE";388
"230640 ITAPIPOCA";1852
"230650 ITAPIUNA";172
"230655 ITAREMA";233
"230660 ITATIRA";402
"230670 JAGUARETAMA";143
"230680 JAGUARIBARA";210
"230690 JAGUARIBE";75
"230700 JAGUARUANA";217
"230710 JARDIM";2
"230720 JATI";5
"230725 JIJOCA DE JERICOACOARA";52
"230730 JUAZEIRO DO NORTE";877
"230740 JUCAS";19
"230750 LAVRAS DA MANGABEIRA";40
"230760 LIMOEIRO DO NORTE";192
"230763 MADALENA";144
"230765 MARACANAU";3475
"230770 MARANGUAPE";2494
"230780 MARCO";616
"230790 MARTINOPOLE";12
"230800 MASSAPE";727
"230810 MAURITI";159
"230820 MERUOCA";90
"230830 MILAGRES";916
"230835 MILHA";25
"230837 MIRAIMA";73
"230840 MISSAO VELHA";7
"230850 MOMBACA";122
"230860 MONSENHOR TABOSA";13
"230870 MORADA NOVA";234
"230880 MORAUJO";9
"230890 MORRINHOS";112
"230900 MUCAMBO";80
"230910 MULUNGU";103
"230920 NOVA OLINDA";1
"230930 NOVA RUSSAS";19
"230940 NOVO ORIENTE";360
"230945 OCARA";665
"230950 OROS";51
"230960 PACAJUS";748
"230970 PACATUBA";1507
"230980 PACOTI";106
"230990 PACUJA";26
"231000 PALHANO";338
"231010 PALMACIA";130
"231020 PARACURU";253
"231025 PARAIPABA";148
"231030 PARAMBU";22
"231040 PARAMOTI";237
"231050 PEDRA BRANCA";259
"231060 PENAFORTE";5
"231070 PENTECOSTE";474
"231080 PEREIRO";124
"231085 PINDORETAMA";496
"231090 PIQUET CARNEIRO";480
"231095 PIRES FERREIRA";1
"231100 PORANGA";5
"231110 PORTEIRAS";4
"231123 POTIRETAMA";2
"231126 QUITERIANOPOLIS";22
"231130 QUIXADA";203
"231135 QUIXELO";36
"231140 QUIXERAMOBIM";1413
"231150 QUIXERE";585
"231160 REDENCAO";370
"231170 RERIUTABA";1091
"231180 RUSSAS";1092
"231190 SABOEIRO";72
"231195 SALITRE";3
"231200 SANTANA DO ACARAU";201
"231210 SANTANA DO CARIRI";6
"231220 SANTA QUITERIA";331
"231230 SAO BENEDITO";16
"231240 SAO GONCALO DO AMARANTE";1021
"231250 SAO JOAO DO JAGUARIBE";4
"231260 SAO LUIS DO CURU";114
"231270 SENADOR POMPEU";2107
"231280 SENADOR SA";44
"231290 SOBRAL";2124
"231300 SOLONOPOLE";398
"231310 TABULEIRO DO NORTE";37
"231320 TAMBORIL";52
"231330 TAUA";75
"231335 TEJUCUOCA";323
"231340 TIANGUA";52
"231350 TRAIRI";197
"231355 TURURU";118
"231360 UBAJARA";20
"231370 UMARI";14
"231375 UMIRIM";309
"231380 URUBURETAMA";210
"231390 URUOCA";334
"231395 VARJOTA";66
"231400 VARZEA ALEGRE";109
"231410 VICOSA DO CEARA";117
"240010 ACARI";5
"240020 ACU";22
"240030 AFONSO BEZERRA";24
"240040 AGUA NOVA";16
"240050 ALEXANDRIA";3
"240070 ALTO DO RODRIGUES";20
"240080 ANGICOS";19
"240090 ANTONIO MARTINS";22
"240100 APODI";3
"240110 AREIA BRANCA";29
"240120 ARES";1
"240145 BARAUNA";38
"240150 BARCELONA";4
"240160 BENTO FERNANDES";1
"240165 BODO";2
"240170 BOM JESUS";2
"240180 BREJINHO";4
"240185 CAICARA DO NORTE";2
"240190 CAICARA DO RIO DO VENTO";4
"240200 CAICO";34
"240210 CAMPO REDONDO";9
"240220 CANGUARETAMA";6
"240230 CARAUBAS";4
"240240 CARNAUBA DOS DANTAS";1
"240260 CEARA-MIRIM";12
"240270 CERRO CORA";1
"240280 CORONEL EZEQUIEL";1
"240300 CRUZETA";1
"240310 CURRAIS NOVOS";7
"240325 PARNAMIRIM";25
"240340 EQUADOR";2
"240350 ESPIRITO SANTO";1
"240360 EXTREMOZ";15
"240410 GALINHOS";1
"240420 GOIANINHA";3
"240440 GROSSOS";31
"240460 IELMO MARINHO";7
"240470 IPANGUACU";2
"240485 ITAJA";1
"240540 JAPI";4
"240550 JARDIM DE ANGICOS";1
"240560 JARDIM DE PIRANHAS";1
"240570 JARDIM DO SERIDO";3
"240580 JOAO CAMARA";10
"240600 JOSE DA PENHA";1
"240610 JUCURUTU";5
"240615 JUNDIA";2
"240620 LAGOA D'ANTA";2
"240640 LAGOA DE VELHOS";24
"240650 LAGOA NOVA";2
"240660 LAGOA SALGADA";2
"240680 LAJES PINTADAS";1
"240690 LUCRECIA";1
"240700 LUIS GOMES";1
"240710 MACAIBA";48
"240720 MACAU";4
"240730 MARCELINO VIEIRA";1
"240750 MAXARANGUAPE";1
"240780 MONTE ALEGRE";1
"240790 MONTE DAS GAMELEIRAS";4
"240800 MOSSORO";706
"240810 NATAL";873
"240820 NISIA FLORESTA";7
"240830 NOVA CRUZ";3
"240880 PARAZINHO";2
"240890 PARELHAS";4
"240895 RIO DO FOGO";2
"240910 PASSA E FICA";8
"240933 SANTA MARIA";6
"240940 PAU DOS FERROS";6
"240970 PEDRO AVELINO";1
"240990 PENDENCIAS";1
"241025 PORTO DO MANGUE";1
"241030 SERRA CAIADA";3
"241040 PUREZA";1
"241050 RAFAEL FERNANDES";3
"241090 RIACHUELO";5
"241100 RODOLFO FERNANDES";1
"241105 TIBAU";13
"241110 RUY BARBOSA";2
"241120 SANTA CRUZ";3
"241140 SANTANA DO MATOS";15
"241150 SANTO ANTONIO";4
"241180 SAO FERNANDO";1
"241190 SAO FRANCISCO DO OESTE";1
"241200 SAO GONCALO DO AMARANTE";20
"241210 SAO JOAO DO SABUGI";3
"241220 SAO JOSE DE MIPIBU";48
"241230 SAO JOSE DO CAMPESTRE";1
