DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Período:2016
"Município de residência";"Casos_Prováveis"
"130040 BARCELOS";5
"130050 BARREIRINHA";2
"130060 BENJAMIN CONSTANT";22
"130063 BERURI";23
"130068 BOA VISTA DO RAMOS";27
"130070 BOCA DO ACRE";41
"130080 BORBA";68
"130083 CAAPIRANGA";1
"130100 CARAUARI";3
"130110 CAREIRO";17
"130120 COARI";114
"130140 EIRUNEPE";2
"130150 ENVIRA";1
"130160 FONTE BOA";1
"130165 GUAJARA";77
"130170 HUMAITA";29
"130180 IPIXUNA";4
"130185 IRANDUBA";21
"130190 ITACOATIARA";111
"130210 JAPURA";14
"130230 JUTAI";2
"130240 LABREA";31
"130250 MANACAPURU";50
"130255 MANAQUIRI";4
"130260 MANAUS";5343
"130270 MANICORE";3
"130280 MARAA";3
"130290 MAUES";167
"130310 NOVA OLINDA DO NORTE";107
"130320 NOVO AIRAO";72
"130330 NOVO ARIPUANA";304
"130340 PARINTINS";17
"130350 PAUINI";1
"130353 PRESIDENTE FIGUEIREDO";22
"130356 RIO PRETO DA EVA";3
"130360 SANTA ISABEL DO RIO NEGRO";1
"130380 SAO GABRIEL DA CACHOEIRA";212
"130400 SILVES";6
"130406 TABATINGA";339
"130410 TAPAUA";84
"130420 TEFE";76
"130426 UARINI";1
"130430 URUCARA";62
"130440 URUCURITUBA";51
"140002 AMAJARI";5
"140005 ALTO ALEGRE";4
"140010 BOA VISTA";75
"140015 BONFIM";3
"140017 CANTA";18
"140020 CARACARAI";8
"140023 CAROEBE";46
"140028 IRACEMA";3
"140030 MUCAJAI";7
"140040 NORMANDIA";1
"140045 PACARAIMA";2
"140047 RORAINOPOLIS";6
"140050 SAO JOAO DA BALIZA";33
"140070 UIRAMUTA";1
"150010 ABAETETUBA";127
"150013 ABEL FIGUEIREDO";20
"150020 ACARA";14
"150030 AFUA";11
"150034 AGUA AZUL DO NORTE";18
"150040 ALENQUER";536
"150050 ALMEIRIM";3
"150060 ALTAMIRA";84
"150070 ANAJAS";1
"150080 ANANINDEUA";290
"150085 ANAPU";55
"150090 AUGUSTO CORREA";14
"150095 AURORA DO PARA";3
"150100 AVEIRO";3
"150120 BAIAO";3
"150125 BANNACH";38
"150130 BARCARENA";79
"150140 BELEM";734
"150145 BELTERRA";21
"150150 BENEVIDES";51
"150157 BOM JESUS DO TOCANTINS";4
"150160 BONITO";2
"150170 BRAGANCA";202
"150172 BRASIL NOVO";44
"150175 BREJO GRANDE DO ARAGUAIA";43
"150178 BREU BRANCO";462
"150180 BREVES";48
"150190 BUJARU";2
"150195 CACHOEIRA DO PIRIA";82
"150210 CAMETA";44
"150215 CANAA DOS CARAJAS";87
"150220 CAPANEMA";140
"150230 CAPITAO POCO";79
"150240 CASTANHAL";52
"150250 CHAVES";3
"150260 COLARES";2
"150270 CONCEICAO DO ARAGUAIA";96
"150275 CONCORDIA DO PARA";5
"150276 CUMARU DO NORTE";184
"150277 CURIONOPOLIS";56
"150280 CURRALINHO";1
"150285 CURUA";3
"150290 CURUCA";10
"150293 DOM ELISEU";511
"150295 ELDORADO DOS CARAJAS";6
"150304 FLORESTA DO ARAGUAIA";193
"150307 GARRAFAO DO NORTE";4
"150309 GOIANESIA DO PARA";117
"150310 GURUPA";18
"150320 IGARAPE-ACU";20
"150330 IGARAPE-MIRI";4
"150340 INHANGAPI";15
"150345 IPIXUNA DO PARA";6
"150350 IRITUIA";5
"150360 ITAITUBA";556
"150370 ITUPIRANGA";30
"150375 JACAREACANGA";2
"150380 JACUNDA";70
"150390 JURUTI";32
"150400 LIMOEIRO DO AJURU";10
"150405 MAE DO RIO";5
"150420 MARABA";534
"150430 MARACANA";17
"150440 MARAPANIM";1
"150442 MARITUBA";172
"150445 MEDICILANDIA";7
"150450 MELGACO";1
"150460 MOCAJUBA";22
"150470 MOJU";3
"150475 MOJUI DOS CAMPOS";31
"150480 MONTE ALEGRE";506
"150490 MUANA";8
"150495 NOVA ESPERANCA DO PIRIA";26
"150497 NOVA IPIXUNA";95
"150500 NOVA TIMBOTEUA";19
"150503 NOVO PROGRESSO";303
"150506 NOVO REPARTIMENTO";196
"150510 OBIDOS";54
"150520 OEIRAS DO PARA";12
"150530 ORIXIMINA";319
"150540 OUREM";1
"150543 OURILANDIA DO NORTE";42
"150548 PACAJA";224
"150549 PALESTINA DO PARA";2
"150550 PARAGOMINAS";8
"150553 PARAUAPEBAS";350
"150555 PAU D'ARCO";40
"150560 PEIXE-BOI";23
"150563 PICARRA";5
"150565 PLACAS";4
"150570 PONTA DE PEDRAS";52
"150580 PORTEL";20
"150590 PORTO DE MOZ";11
"150600 PRAINHA";85
"150610 PRIMAVERA";31
"150611 QUATIPURU";41
"150613 REDENCAO";35
"150616 RIO MARIA";18
"150618 RONDON DO PARA";247
"150619 RUROPOLIS";232
"150620 SALINOPOLIS";14
"150630 SALVATERRA";24
"150635 SANTA BARBARA DO PARA";9
"150640 SANTA CRUZ DO ARARI";1
"150650 SANTA IZABEL DO PARA";27
"150655 SANTA LUZIA DO PARA";23
"150658 SANTA MARIA DAS BARREIRAS";111
"150660 SANTA MARIA DO PARA";14
"150670 SANTANA DO ARAGUAIA";170
"150680 SANTAREM";11
"150690 SANTAREM NOVO";2
"150700 SANTO ANTONIO DO TAUA";12
"150710 SAO CAETANO DE ODIVELAS";4
"150715 SAO DOMINGOS DO ARAGUAIA";135
"150720 SAO DOMINGOS DO CAPIM";6
"150730 SAO FELIX DO XINGU";137
"150740 SAO FRANCISCO DO PARA";8
"150745 SAO GERALDO DO ARAGUAIA";100
"150746 SAO JOAO DA PONTA";5
"150747 SAO JOAO DE PIRABAS";26
"150750 SAO JOAO DO ARAGUAIA";101
"150760 SAO MIGUEL DO GUAMA";8
"150770 SAO SEBASTIAO DA BOA VISTA";2
"150775 SAPUCAIA";93
"150780 SENADOR JOSE PORFIRIO";22
"150790 SOURE";34
"150795 TAILANDIA";21
"150796 TERRA ALTA";1
"150800 TOME-ACU";93
"150803 TRACUATEUA";45
"150805 TRAIRAO";9
"150808 TUCUMA";2
"150810 TUCURUI";358
"150812 ULIANOPOLIS";3
"150815 URUARA";26
"150820 VIGIA";1
"150830 VISEU";21
"150835 VITORIA DO XINGU";16
"150840 XINGUARA";93
"160005 SERRA DO NAVIO";21
"160010 AMAPA";3
"160015 PEDRA BRANCA DO AMAPARI";104
"160020 CALCOENE";79
"160023 FERREIRA GOMES";125
"160025 ITAUBAL";2
"160027 LARANJAL DO JARI";1
"160030 MACAPA";922
"160040 MAZAGAO";11
"160050 OIAPOQUE";394
"160053 PORTO GRANDE";4
"160055 PRACUUBA";1
"160060 SANTANA";75
"160070 TARTARUGALZINHO";71
"160080 VITORIA DO JARI";2
"170025 ABREULANDIA";4
"170030 AGUIARNOPOLIS";12
"170035 ALIANCA DO TOCANTINS";16
"170040 ALMAS";24
"170070 ALVORADA";17
"170100 ANANAS";54
"170110 APARECIDA DO RIO NEGRO";74
"170130 ARAGOMINAS";39
"170190 ARAGUACEMA";23
"170200 ARAGUACU";136
"170210 ARAGUAINA";962
"170215 ARAGUANA";23
"170220 ARAGUATINS";55
"170230 ARAPOEMA";7
"170240 ARRAIAS";30
"170255 AUGUSTINOPOLIS";69
"170270 AURORA DO TOCANTINS";18
"170300 BABACULANDIA";28
"170305 BANDEIRANTES DO TOCANTINS";4
"170310 BARROLANDIA";14
"170320 BERNARDO SAYAO";5
"170330 BOM JESUS DO TOCANTINS";25
"170360 BRASILANDIA DO TOCANTINS";3
"170370 BREJINHO DE NAZARE";16
"170380 BURITI DO TOCANTINS";36
"170382 CACHOEIRINHA";19
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";6
"170388 CARMOLANDIA";25
"170389 CARRASCO BONITO";11
"170390 CASEARA";1
"170460 CHAPADA DE AREIA";6
"170510 CHAPADA DA NATIVIDADE";4
"170550 COLINAS DO TOCANTINS";9
"170555 COMBINADO";3
"170560 CONCEICAO DO TOCANTINS";10
"170600 COUTO MAGALHAES";3
"170610 CRISTALANDIA";84
"170625 CRIXAS DO TOCANTINS";7
"170650 DARCINOPOLIS";12
"170700 DIANOPOLIS";384
"170710 DIVINOPOLIS DO TOCANTINS";89
"170720 DOIS IRMAOS DO TOCANTINS";81
"170740 ESPERANTINA";5
"170770 FILADELFIA";2
"170820 FORMOSO DO ARAGUAIA";316
"170825 FORTALEZA DO TABOCAO";30
"170830 GOIANORTE";26
"170900 GOIATINS";2
"170930 GUARAI";61
"170950 GURUPI";221
"170980 IPUEIRAS";9
"171050 ITACAJA";23
"171070 ITAGUATINS";21
"171090 ITAPIRATINS";8
"171110 ITAPORA DO TOCANTINS";20
"171150 JAU DO TOCANTINS";3
"171180 JUARINA";3
"171190 LAGOA DA CONFUSAO";411
"171195 LAGOA DO TOCANTINS";19
"171200 LAJEADO";17
"171240 LIZARDA";14
"171245 LUZINOPOLIS";2
"171250 MARIANOPOLIS DO TOCANTINS";2
"171270 MATEIROS";1
"171280 MAURILANDIA DO TOCANTINS";37
"171320 MIRACEMA DO TOCANTINS";161
"171330 MIRANORTE";98
"171360 MONTE DO CARMO";14
"171370 MONTE SANTO DO TOCANTINS";17
"171380 PALMEIRAS DO TOCANTINS";4
"171395 MURICILANDIA";186
"171420 NATIVIDADE";13
"171430 NAZARE";111
"171488 NOVA OLINDA";35
"171500 NOVA ROSALANDIA";25
"171510 NOVO ACORDO";10
"171515 NOVO ALEGRE";37
"171525 NOVO JARDIM";53
"171550 OLIVEIRA DE FATIMA";3
"171570 PALMEIRANTE";1
"171575 PALMEIROPOLIS";16
"171610 PARAISO DO TOCANTINS";134
"171620 PARANA";15
"171630 PAU D'ARCO";3
"171650 PEDRO AFONSO";23
"171660 PEIXE";10
"171670 COLMEIA";3
"171700 PINDORAMA DO TOCANTINS";46
"171720 PIRAQUE";9
"171750 PIUM";174
"171780 PONTE ALTA DO BOM JESUS";4
"171790 PONTE ALTA DO TOCANTINS";53
"171820 PORTO NACIONAL";61
"171830 PRAIA NORTE";61
"171840 PRESIDENTE KENNEDY";10
"171845 PUGMIL";3
"171850 RECURSOLANDIA";19
"171855 RIACHINHO";3
"171865 RIO DA CONCEICAO";36
"171870 RIO DOS BOIS";27
"171875 RIO SONO";3
"171880 SAMPAIO";6
"171884 SANDOLANDIA";13
"171886 SANTA FE DO ARAGUAIA";13
"171888 SANTA MARIA DO TOCANTINS";18
"171890 SANTA ROSA DO TOCANTINS";6
"171900 SANTA TEREZA DO TOCANTINS";4
"172000 SANTA TEREZINHA DO TOCANTINS";3
"172010 SAO BENTO DO TOCANTINS";20
"172020 SAO MIGUEL DO TOCANTINS";53
"172025 SAO SALVADOR DO TOCANTINS";11
"172049 SAO VALERIO";34
"172065 SILVANOPOLIS";70
"172080 SITIO NOVO DO TOCANTINS";42
"172085 SUCUPIRA";2
"172090 TAGUATINGA";21
"172093 TAIPAS DO TOCANTINS";1
"172097 TALISMA";1
"172100 PALMAS";1982
"172110 TOCANTINIA";61
"172120 TOCANTINOPOLIS";318
"172125 TUPIRAMA";9
"172208 WANDERLANDIA";13
"172210 XAMBIOA";11
"210005 ACAILANDIA";6
"210020 ALCANTARA";40
"210030 ALDEIAS ALTAS";6
"210043 ALTO ALEGRE DO MARANHAO";2
"210047 ALTO ALEGRE DO PINDARE";7
"210050 ALTO PARNAIBA";32
"210060 AMARANTE DO MARANHAO";30
"210070 ANAJATUBA";1
"210080 ANAPURUS";1
"210083 APICUM-ACU";1
"210087 ARAGUANA";92
"210090 ARAIOSES";8
"210095 ARAME";77
"210100 ARARI";4
"210110 AXIXA";28
"210120 BACABAL";203
"210125 BACABEIRA";17
"210130 BACURI";1
"210140 BALSAS";1461
"210150 BARAO DE GRAJAU";16
"210160 BARRA DO CORDA";6425
"210170 BARREIRINHAS";1
"210173 BELAGUA";10
"210177 BELA VISTA DO MARANHAO";5
"210180 BENEDITO LEITE";1
"210190 BEQUIMAO";128
"210193 BERNARDO DO MEARIM";5
"210200 BOM JARDIM";136
"210203 BOM JESUS DAS SELVAS";518
"210207 BOM LUGAR";1
"210210 BREJO";22
"210215 BREJO DE AREIA";2
"210220 BURITI";1
"210230 BURITI BRAVO";209
"210232 BURITICUPU";15
"210235 BURITIRANA";12
"210237 CACHOEIRA GRANDE";2
"210255 CAMPESTRE DO MARANHAO";147
"210270 CANTANHEDE";66
"210280 CAROLINA";88
"210290 CARUTAPERA";1
"210300 CAXIAS";544
"210315 CENTRO DO GUILHERME";2
"210320 CHAPADINHA";690
"210325 CIDELANDIA";11
"210330 CODO";6
"210340 COELHO NETO";162
"210350 COLINAS";13
"210360 COROATA";14
"210370 CURURUPU";447
"210375 DAVINOPOLIS";37
"210380 DOM PEDRO";5
"210390 DUQUE BACELAR";5
"210400 ESPERANTINOPOLIS";32
"210405 ESTREITO";13
"210407 FEIRA NOVA DO MARANHAO";18
"210408 FERNANDO FALCAO";17
"210409 FORMOSA DA SERRA NEGRA";16
"210410 FORTALEZA DOS NOGUEIRAS";104
"210420 FORTUNA";201
"210440 GONCALVES DIAS";1
"210450 GOVERNADOR ARCHER";45
"210455 GOVERNADOR EDISON LOBAO";52
"210460 GOVERNADOR EUGENIO BARROS";1
"210465 GOVERNADOR NEWTON BELLO";2
"210467 GOVERNADOR NUNES FREIRE";406
"210470 GRACA ARANHA";2
"210480 GRAJAU";91
"210500 HUMBERTO DE CAMPOS";26
"210510 ICATU";1
"210515 IGARAPE DO MEIO";5
"210530 IMPERATRIZ";567
"210535 ITAIPAVA DO GRAJAU";175
"210540 ITAPECURU MIRIM";15
"210542 ITINGA DO MARANHAO";73
"210547 JENIPAPO DOS VIEIRAS";50
"210550 JOAO LISBOA";237
"210560 JOSELANDIA";2
"210565 JUNCO DO MARANHAO";3
"210570 LAGO DA PEDRA";17
"210590 LAGO VERDE";35
"210592 LAGOA DO MATO";3
"210594 LAGO DOS RODRIGUES";13
"210596 LAGOA GRANDE DO MARANHAO";92
"210598 LAJEADO NOVO";7
"210600 LIMA CAMPOS";1
"210610 LORETO";3
"210630 MAGALHAES DE ALMEIDA";2
"210632 MARACACUME";110
"210637 MARANHAOZINHO";26
"210640 MATA ROMA";5
"210650 MATINHA";5
"210660 MATOES";24
"210663 MATOES DO NORTE";23
"210670 MIRADOR";3
"210675 MIRANDA DO NORTE";411
"210680 MIRINZAL";1
"210690 MONCAO";21
"210700 MONTES ALTOS";3
"210710 MORROS";6
"210720 NINA RODRIGUES";45
"210725 NOVA COLINAS";5
"210730 NOVA IORQUE";8
"210735 NOVA OLINDA DO MARANHAO";158
"210740 OLHO D'AGUA DAS CUNHAS";1
"210745 OLINDA NOVA DO MARANHAO";1
"210750 PACO DO LUMIAR";178
"210770 PARAIBANO";113
"210780 PARNARAMA";71
"210790 PASSAGEM FRANCA";1
"210800 PASTOS BONS";6
"210805 PAULINO NEVES";4
"210820 PEDREIRAS";16
"210830 PENALVA";1
"210840 PERI MIRIM";5
"210845 PERITORO";12
"210850 PINDARE-MIRIM";10
"210860 PINHEIRO";6
"210870 PIO XII";6
"210880 PIRAPEMAS";8
"210890 POCAO DE PEDRAS";13
"210900 PORTO FRANCO";21
"210905 PORTO RICO DO MARANHAO";15
"210910 PRESIDENTE DUTRA";75
"210920 PRESIDENTE JUSCELINO";3
"210927 PRESIDENTE SARNEY";2
"210930 PRESIDENTE VARGAS";8
"210940 PRIMEIRA CRUZ";160
"210945 RAPOSA";13
"210950 RIACHAO";96
"210955 RIBAMAR FIQUENE";9
"210960 ROSARIO";220
"210975 SANTA FILOMENA DO MARANHAO";15
"210980 SANTA HELENA";2
"210990 SANTA INES";10
"211000 SANTA LUZIA";20
"211010 SANTA QUITERIA DO MARANHAO";17
"211020 SANTA RITA";20
"211023 SANTANA DO MARANHAO";1
"211027 SANTO AMARO DO MARANHAO";2
"211030 SANTO ANTONIO DOS LOPES";3
"211040 SAO BENEDITO DO RIO PRETO";3
"211050 SAO BENTO";8
"211060 SAO BERNARDO";1
"211070 SAO DOMINGOS DO MARANHAO";26
"211085 SAO FRANCISCO DO BREJAO";59
"211100 SAO JOAO BATISTA";2
"211102 SAO JOAO DO CARU";2
"211105 SAO JOAO DO PARAISO";59
"211107 SAO JOAO DO SOTER";4
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";850
"211125 SAO JOSE DOS BASILIOS";32
"211130 SAO LUIS";4779
"211150 SAO MATEUS DO MARANHAO";61
"211153 SAO PEDRO DA AGUA BRANCA";289
"211157 SAO PEDRO DOS CRENTES";7
"211160 SAO RAIMUNDO DAS MANGABEIRAS";42
"211163 SAO RAIMUNDO DO DOCA BEZERRA";129
"211172 SATUBINHA";7
"211174 SENADOR ALEXANDRE COSTA";33
"211176 SENADOR LA ROCQUE";48
"211178 SERRANO DO MARANHAO";1
"211180 SITIO NOVO";9
"211190 SUCUPIRA DO NORTE";1
"211200 TASSO FRAGOSO";106
"211210 TIMBIRAS";1
"211220 TIMON";88
"211223 TRIZIDELA DO VALE";29
"211227 TUFILANDIA";1
"211230 TUNTUM";48
"211240 TURIACU";82
"211245 TURILANDIA";17
"211250 TUTOIA";17
"211260 URBANO SANTOS";185
"211270 VARGEM GRANDE";105
"211280 VIANA";3
"211285 VILA NOVA DOS MARTIRIOS";65
"211290 VITORIA DO MEARIM";7
"211300 VITORINO FREIRE";38
"211400 ZE DOCA";573
"220020 AGUA BRANCA";3
"220025 ALAGOINHA DO PIAUI";15
"220027 ALEGRETE DO PIAUI";22
"220030 ALTO LONGA";14
"220040 ALTOS";38
"220045 ALVORADA DO GURGUEIA";2
"220050 AMARANTE";2
"220060 ANGICAL DO PIAUI";4
"220080 ANTONIO ALMEIDA";1
"220105 ASSUNCAO DO PIAUI";2
"220120 BARRAS";8
"220130 BARREIRAS DO PIAUI";2
"220140 BARRO DURO";2
"220150 BATALHA";48
"220160 BENEDITINOS";17
"220173 BETANIA DO PIAUI";2
"220180 BOCAINA";2
"220190 BOM JESUS";16
"220191 BOM PRINCIPIO DO PIAUI";16
"220192 BONFIM DO PIAUI";2
"220194 BOQUEIRAO DO PIAUI";14
"220196 BRASILEIRA";15
"220200 BURITI DOS LOPES";9
"220202 BURITI DOS MONTES";3
"220208 CAJUEIRO DA PRAIA";59
"220209 CALDEIRAO GRANDE DO PIAUI";91
"220211 CAMPO ALEGRE DO FIDALGO";1
"220213 CAMPO GRANDE DO PIAUI";24
"220220 CAMPO MAIOR";28
"220225 CANAVIEIRA";1
"220240 CAPITAO DE CAMPOS";7
"220250 CARACOL";1
"220260 CASTELO DO PIAUI";2
"220265 CAXINGO";2
"220270 COCAL";223
"220271 COCAL DE TELHA";14
"220272 COCAL DOS ALVES";3
"220273 COIVARAS";5
"220280 CONCEICAO DO CANINDE";1
"220290 CORRENTE";2
"220300 CRISTALANDIA DO PIAUI";1
"220310 CRISTINO CASTRO";1
"220327 CURRAL NOVO DO PIAUI";1
"220330 DEMERVAL LOBAO";2
"220335 DIRCEU ARCOVERDE";16
"220340 DOM EXPEDITO LOPES";15
"220342 DOMINGOS MOURAO";1
"220345 DOM INOCENCIO";10
"220350 ELESBAO VELOSO";11
"220370 ESPERANTINA";7
"220380 FLORES DO PIAUI";1
"220390 FLORIANO";44
"220400 FRANCINOPOLIS";2
"220410 FRANCISCO AYRES";1
"220415 FRANCISCO MACEDO";3
"220420 FRANCISCO SANTOS";1
"220430 FRONTEIRAS";7
"220435 GEMINIANO";34
"220440 GILBUES";1
"220450 GUADALUPE";1
"220455 GUARIBAS";4
"220460 HUGO NAPOLEAO";4
"220465 ILHA GRANDE";3
"220470 INHUMA";19
"220480 IPIRANGA DO PIAUI";1
"220490 ISAIAS COELHO";1
"220515 JACOBINA DO PIAUI";5
"220520 JAICOS";3
"220527 JATOBA DO PIAUI";12
"220530 JERUMENHA";10
"220540 JOAQUIM PIRES";3
"220550 JOSE DE FREITAS";8
"220551 JUAZEIRO DO PIAUI";2
"220552 JULIO BORGES";8
"220553 JUREMA";9
"220554 LAGOINHA DO PIAUI";1
"220557 LAGOA DE SAO FRANCISCO";43
"220559 LAGOA DO SITIO";3
"220560 LANDRI SALES";3
"220570 LUIS CORREIA";36
"220580 LUZILANDIA";7
"220585 MADEIRO";2
"220595 MARCOLANDIA";86
"220605 MASSAPE DO PIAUI";4
"220610 MATIAS OLIMPIO";2
"220620 MIGUEL ALVES";11
"220630 MIGUEL LEAO";1
"220635 MILTON BRANDAO";1
"220640 MONSENHOR GIL";14
"220650 MONSENHOR HIPOLITO";5
"220667 MORRO DO CHAPEU DO PIAUI";23
"220670 NAZARE DO PIAUI";1
"220672 NAZARIA";2
"220675 NOSSA SENHORA DE NAZARE";14
"220680 NOSSA SENHORA DOS REMEDIOS";44
"220695 NOVO SANTO ANTONIO";2
"220700 OEIRAS";18
"220710 OLHO D'AGUA DO PIAUI";2
"220720 PADRE MARCOS";10
"220735 PAJEU DO PIAUI";5
"220740 PALMEIRA DO PIAUI";1
"220755 PAQUETA";9
"220760 PARNAGUA";1
"220770 PARNAIBA";109
"220779 PAU D'ARCO DO PIAUI";1
"220780 PAULISTANA";18
"220790 PEDRO II";13
"220800 PICOS";96
"220810 PIMENTEIRAS";11
"220820 PIO IX";3
"220830 PIRACURUCA";7
"220840 PIRIPIRI";16
"220850 PORTO";4
"220855 PORTO ALEGRE DO PIAUI";3
"220860 PRATA DO PIAUI";2
"220870 REDENCAO DO GURGUEIA";2
"220880 REGENERACAO";12
"220890 RIBEIRO GONCALVES";11
"220900 RIO GRANDE DO PIAUI";7
"220910 SANTA CRUZ DO PIAUI";1
"220920 SANTA FILOMENA";1
"220940 SANTO ANTONIO DE LISBOA";7
"220955 SAO BRAZ DO PIAUI";2
"220970 SAO FRANCISCO DO PIAUI";3
"220985 SAO JOAO DA CANABRAVA";8
"220987 SAO JOAO DA FRONTEIRA";28
"220995 SAO JOAO DA VARJOTA";6
"220997 SAO JOAO DO ARRAIAL";2
"221005 SAO JOSE DO DIVINO";2
"221010 SAO JOSE DO PEIXE";1
"221020 SAO JOSE DO PIAUI";3
"221030 SAO JULIAO";30
"221035 SAO LOURENCO DO PIAUI";1
"221037 SAO LUIS DO PIAUI";3
"221040 SAO MIGUEL DO TAPUIO";25
"221050 SAO PEDRO DO PIAUI";1
"221060 SAO RAIMUNDO NONATO";5
"221065 SIGEFREDO PACHECO";2
"221070 SIMOES";182
"221080 SIMPLICIO MENDES";7
"221093 SUSSUAPARA";4
"221100 TERESINA";3205
"221110 UNIAO";4
"221120 URUCUI";64
"221130 VALENCA DO PIAUI";2
"221140 VARZEA GRANDE";1
"221150 VERA MENDES";1
"221160 VILA NOVA DO PIAUI";5
"230010 ABAIARA";6
"230015 ACARAPE";173
"230020 ACARAU";20
"230030 ACOPIARA";10
"230040 AIUABA";4
"230050 ALCANTARAS";12
"230060 ALTANEIRA";47
"230070 ALTO SANTO";60
"230075 AMONTADA";4
"230080 ANTONINA DO NORTE";1
"230090 APUIARES";132
"230100 AQUIRAZ";224
"230110 ARACATI";53
"230120 ARACOIABA";53
"230125 ARARENDA";229
"230130 ARARIPE";57
"230140 ARATUBA";2
"230150 ARNEIROZ";18
"230160 ASSARE";104
"230170 AURORA";2
"230180 BAIXIO";49
"230185 BANABUIU";20
"230190 BARBALHA";170
"230195 BARREIRA";26
"230200 BARRO";11
"230205 BARROQUINHA";192
"230210 BATURITE";20
"230220 BEBERIBE";15
"230230 BELA CRUZ";63
"230240 BOA VIAGEM";185
"230250 BREJO SANTO";173
"230260 CAMOCIM";181
"230270 CAMPOS SALES";268
"230280 CANINDE";464
"230290 CAPISTRANO";256
"230300 CARIDADE";412
"230310 CARIRE";57
"230320 CARIRIACU";6
"230340 CARNAUBAL";1
"230350 CASCAVEL";23
"230360 CATARINA";239
"230365 CATUNDA";50
"230370 CAUCAIA";2280
"230380 CEDRO";43
"230390 CHAVAL";105
"230393 CHORO";3
"230395 CHOROZINHO";2
"230400 COREAU";247
"230410 CRATEUS";348
"230420 CRATO";515
"230423 CROATA";4
"230425 CRUZ";15
"230427 ERERE";2
"230428 EUSEBIO";28
"230430 FARIAS BRITO";71
"230435 FORQUILHA";260
"230440 FORTALEZA";24047
"230445 FORTIM";10
"230450 FRECHEIRINHA";72
"230460 GENERAL SAMPAIO";5
"230465 GRACA";68
"230470 GRANJA";144
"230490 GROAIRAS";7
"230495 GUAIUBA";78
"230500 GUARACIABA DO NORTE";26
"230510 GUARAMIRANGA";10
"230520 HIDROLANDIA";393
"230523 HORIZONTE";130
"230526 IBARETAMA";34
"230533 IBICUITINGA";8
"230535 ICAPUI";27
"230540 ICO";1507
"230550 IGUATU";116
"230560 INDEPENDENCIA";12
"230565 IPAPORANGA";1
"230570 IPAUMIRIM";63
"230580 IPU";621
"230590 IPUEIRAS";149
"230600 IRACEMA";471
"230610 IRAUCUBA";690
"230620 ITAICABA";3
"230625 ITAITINGA";37
