DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2021
"Município de residência";"Casos_Prováveis"
"354850 SANTOS";4
"354980 SAO JOSE DO RIO PRETO";7
"354990 SAO JOSE DOS CAMPOS";1
"355070 SAO SEBASTIAO";1
"355100 SAO VICENTE";4
"355230 SUD MENNUCCI";2
"355540 UBATUBA";1
"355710 VOTUPORANGA";2
"410080 ALVORADA DO SUL";1
"410370 CAMBE";2
"410430 CAMPO MOURAO";1
"410830 FOZ DO IGUACU";1
"410980 IBIPORA";1
"411370 LONDRINA";8
"411480 MARIALVA";1
"411520 MARINGA";3
"411560 MATELANDIA";1
"411580 MEDIANEIRA";1
"411620 MORRETES";1
"411800 PARAISO DO NORTE";1
"411820 PARANAGUA";4
"412250 RONCADOR";1
"412420 SANTO ANTONIO DO CAIUA";1
"420320 CAMBORIU";1
"420460 CRICIUMA";1
"420540 FLORIANOPOLIS";1
"420910 JOINVILLE";5
"430240 BOM RETIRO DO SUL";1
"430700 ERECHIM";3
"431200 MARIANO MORO";1
"431410 PASSO FUNDO";1
"431680 SANTA CRUZ DO SUL";5
"500080 ANAURILANDIA";1
"500100 APARECIDA DO TABOADO";1
"500240 CAARAPO";1
"500270 CAMPO GRANDE";3
"500320 CORUMBA";1
"500370 DOURADOS";2
"500470 IVINHEMA";1
"500600 NOVA ALVORADA DO SUL";1
"500830 TRES LAGOAS";2
"510180 BARRA DO GARCAS";1
"510260 CAMPINAPOLIS";1
"510320 COLIDER";2
"510500 JAURU";1
"510510 JUARA";1
"510560 MATUPA";1
"510621 NOVA CANAA DO NORTE";1
"510677 PORTO ALEGRE DO NORTE";1
"510760 RONDONOPOLIS";1
"510790 SINOP";2
"510792 SORRISO";1
"510840 VARZEA GRANDE";1
"520025 AGUAS LINDAS DE GOIAS";1
"520110 ANAPOLIS";3
"520140 APARECIDA DE GOIANIA";2
"520470 CAMPINORTE";1
"520510 CATALAO";1
"520620 CRISTALINA";3
"520800 FORMOSA";4
"520860 GOIANESIA";3
"520870 GOIANIA";5
"521130 ITARUMA";1
"521250 LUZIANIA";1
"521308 MINACU";1
"521640 PARAUNA";1
"521810 PORTELANDIA";1
"521930 SANTA HELENA DE GOIAS";1
"522026 SAO MIGUEL DO PASSA QUATRO";1
"522045 SENADOR CANEDO";3
"522060 SILVANIA";1
"522150 TURVANIA";1
"522185 VALPARAISO DE GOIAS";1
"530010 BRASILIA";11
"Total";277
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 26/05/2025 às 10:00 horas, sujeitos à revisão.
 Dados de 2025 atualizados em 02/06/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em junho de 2025.
 
