DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2024
"Município de residência";"Casos_Prováveis"
"260940 MORENO";3
"261220 SALGUEIRO";1
"261300 SAO BENTO DO UNA";1
"261430 MOREILANDIA";1
"261460 TABIRA";1
"261560 TRINDADE";1
"261590 TUPARETAMA";1
"270030 ARAPIRACA";1
"270040 ATALAIA";1
"270090 BELO MONTE";1
"270100 BOCA DA MATA";1
"270235 CRAIBAS";1
"270430 MACEIO";7
"270550 MURICI";1
"270640 PAO DE ACUCAR";1
"270740 PORTO DE PEDRAS";1
"270770 RIO LARGO";1
"270830 SAO JOSE DA LAJE";1
"270915 TEOTONIO VILELA";1
"270930 UNIAO DOS PALMARES";1
"270940 VICOSA";1
"280030 ARACAJU";4
"280160 CEDRO DE SAO JOAO";1
"280350 LAGARTO";1
"280670 SAO CRISTOVAO";1
"290040 AGUA FRIA";1
"290070 ALAGOINHAS";1
"290135 ANDORINHA";1
"290190 APORA";1
"290210 ARACI";1
"290270 BARRA";2
"290290 BARRA DO CHOCA";6
"290320 BARREIRAS";3
"290390 BOM JESUS DA LAPA";1
"290405 BONITO";1
"290410 BOQUIRA";1
"290475 BURITIRAMA";1
"290480 CAATIBA";1
"290500 CACULE";1
"290515 CAETANOS";1
"290520 CAETITE";3
"290530 CAFARNAUM";1
"290550 CALDEIRAO GRANDE";1
"290570 CAMACARI";2
"290600 CAMPO FORMOSO";1
"290670 CANDIDO SALES";2
"290689 CARAIBAS";2
"290710 CARINHANHA";3
"290760 CENTRAL";1
"290800 COARACI";3
"290870 CONDEUBA";1
"290930 CORRENTINA";1
"291005 DIAS D'AVILA";1
"291010 DOM BASILIO";1
"291040 ENCRUZILHADA";3
"291072 EUNAPOLIS";2
"291080 FEIRA DE SANTANA";10
"291120 GANDU";1
"291130 GENTIO DO OURO";1
"291170 GUANAMBI";1
"291200 IBIASSUCE";1
"291340 IGAPORA";1
"291390 IPIAU";1
"291460 IRECE";2
"291470 ITABERABA";2
"291560 ITAMARAJU";1
"291640 ITAPETINGA";1
"291740 JACARACI";5
"291750 JACOBINA";1
"291760 JAGUAQUARA";1
"291835 JOAO DOURADO";1
"291840 JUAZEIRO";4
"291850 JUSSARA";2
"291915 LAPAO";1
"291920 LAURO DE FREITAS";1
"291955 LUIS EDUARDO MAGALHAES";1
"291980 MACAUBAS";1
"292045 MANSIDAO";1
"292050 MARACAS";2
"292070 MARAU";2
"292120 MIGUEL CALMON";2
"292170 MORRO DO CHAPEU";2
"292180 MORTUGABA";2
"292200 MUCURI";1
"292210 MUNDO NOVO";1
"292265 NORDESTINA";1
"292303 NOVO HORIZONTE";2
"292340 PALMAS DE MONTE ALTO";2
"292380 PARIPIRANGA";1
"292400 PAULO AFONSO";1
"292470 PIRIPA";3
"292480 PIRITIBA";1
"292500 PLANALTO";2
"292510 POCOES";4
"292530 PORTO SEGURO";1
"292640 RIACHO DE SANTANA";1
"292740 SALVADOR";2
"292810 SANTA MARIA DA VITORIA";2
"292820 SANTANA";1
"292840 SANTA RITA DE CASSIA";2
"292870 SANTO ANTONIO DE JESUS";2
"292880 SANTO ESTEVAO";4
"292890 SAO DESIDERIO";1
"292905 SAO FELIX DO CORIBE";1
"292990 SEABRA";1
"293020 SENTO SE";2
"293050 SERRINHA";2
"293070 SIMOES FILHO";2
"293105 TANQUE NOVO";1
"293160 TEOLANDIA";1
"293245 UMBURANAS";2
"293260 URANDI";2
"293290 VALENCA";2
"293315 VARZEA NOVA";1
"293330 VITORIA DA CONQUISTA";33
"310020 ABAETE";1
"310030 ABRE CAMPO";1
"310070 AGUA COMPRIDA";1
"310150 ALEM PARAIBA";1
"310160 ALFENAS";36
"310190 ALPINOPOLIS";2
"310200 ALTEROSA";3
"310240 ALVORADA DE MINAS";1
"310260 ANDRADAS";5
"310290 ANTONIO CARLOS";1
"310300 ANTONIO DIAS";1
"310340 ARACUAI";1
"310350 ARAGUARI";5
"310380 ARAPUA";1
"310390 ARAUJOS";2
"310400 ARAXA";21
"310410 ARCEBURGO";1
"310420 ARCOS";1
"310430 AREADO";2
"310450 ARINOS";1
"310510 BAMBUI";2
"310540 BARAO DE COCAIS";5
"310560 BARBACENA";20
"310590 BARROSO";3
"310600 BELA VISTA DE MINAS";1
"310620 BELO HORIZONTE";138
"310640 BELO VALE";5
"310670 BETIM";14
"310690 BICAS";2
"310710 BOA ESPERANCA";8
"310730 BOCAIUVA";2
"310740 BOM DESPACHO";3
"310800 BOM SUCESSO";4
"310830 BORDA DA MATA";1
"310840 BOTELHOS";1
"310855 BRASILANDIA DE MINAS";1
"310890 BRAZOPOLIS";1
"310900 BRUMADINHO";4
"310930 BURITIS";1
"310940 BURITIZEIRO";4
"310945 CABECEIRA GRANDE";1
"310950 CABO VERDE";1
"310970 CACHOEIRA DE MINAS";2
"311000 CAETE";4
"311020 CAJURI";1
"311060 CAMBUI";1
"311090 CAMPANHA";2
"311120 CAMPO BELO";7
"311130 CAMPO DO MEIO";3
"311150 CAMPOS ALTOS";2
"311160 CAMPOS GERAIS";18
"311180 CANAPOLIS";2
"311200 CANDEIAS";2
"311240 CAPETINGA";3
"311320 CARANDAI";2
"311330 CARANGOLA";3
"311350 CARBONITA";3
"311380 CARMESIA";1
"311410 CARMO DE MINAS";2
"311420 CARMO DO CAJURU";1
"311430 CARMO DO PARANAIBA";5
"311440 CARMO DO RIO CLARO";5
"311480 CARVALHOS";1
"311490 CASA GRANDE";1
"311510 CASSIA";12
"311530 CATAGUASES";1
"311535 CATAS ALTAS";1
"311540 CATAS ALTAS DA NORUEGA";1
"311550 CAXAMBU";4
"311615 CHAPADA GAUCHA";5
"311630 CIPOTANEA";2
"311680 COLUNA";1
"311710 CONCEICAO DA APARECIDA";2
"311730 CONCEICAO DAS ALAGOAS";1
"311760 CONCEICAO DO PARA";1
"311780 CONCEICAO DOS OUROS";1
"311800 CONGONHAS";8
"311820 CONQUISTA";1
"311830 CONSELHEIRO LAFAIETE";32
"311860 CONTAGEM";56
"311890 CORDISBURGO";3
"311930 COROMANDEL";2
"311940 CORONEL FABRICIANO";3
"311950 CORONEL MURTA";2
"311995 CORREGO FUNDO";2
"312010 COUTO DE MAGALHAES DE MINAS";1
"312020 CRISTAIS";2
"312060 CRUCILANDIA";1
"312080 CRUZILIA";2
"312090 CURVELO";4
"312100 DATAS";1
"312125 DELTA";1
"312160 DIAMANTINA";3
"312170 DIOGO DE VASCONCELOS";1
"312230 DIVINOPOLIS";14
"312320 DORES DO INDAIA";1
"312360 ELOI MENDES";3
"312380 ENGENHEIRO NAVARRO";1
"312390 ENTRE RIOS DE MINAS";1
"312410 ESMERALDAS";6
"312420 ESPERA FELIZ";1
"312520 FAMA";2
"312550 SAO GONCALO DO RIO PRETO";1
"312570 FELIXLANDIA";1
"312600 FLORESTAL";1
"312610 FORMIGA";3
"312620 FORMOSO";2
"312770 GOVERNADOR VALADARES";2
"312800 GUANHAES";2
"312810 GUAPE";1
"312830 GUARANESIA";3
"312870 GUAXUPE";2
"312890 GUIMARANIA";1
"312900 GUIRICEMA";1
"312950 IBIA";11
"312980 IBIRITE";6
"313005 ICARAI DE MINAS";1
"313010 IGARAPE";2
"313030 IGUATAMA";1
"313050 ILICINEA";1
"313070 INDIANOPOLIS";1
"313170 ITABIRA";17
"313190 ITABIRITO";10
"313220 ITAGUARA";2
"313230 ITAIPE";1
"313240 ITAJUBA";10
"313250 ITAMARANDIBA";2
"313290 ITAMOGI";2
"313300 ITAMONTE";2
"313310 ITANHANDU";2
"313330 ITAOBIM";1
"313350 ITAPECERICA";2
"313370 ITATIAIUCU";1
"313375 ITAU DE MINAS";2
"313380 ITAUNA";5
"313420 ITUIUTABA";3
"313430 ITUMIRIM";1
"313440 ITURAMA";3
"313460 JABOTICATUBAS";4
"313520 JANUARIA";7
"313620 JOAO MONLEVADE";9
"313630 JOAO PINHEIRO";3
"313665 JUATUBA";2
"313670 JUIZ DE FORA";13
"313690 JURUAIA";1
"313720 LAGOA DA PRATA";8
"313740 LAGOA DOURADA";2
"313750 LAGOA FORMOSA";2
"313760 LAGOA SANTA";5
"313770 LAJINHA";1
"313780 LAMBARI";4
"313820 LAVRAS";14
"313862 LIMEIRA DO OESTE";1
"313900 MACHADO";5
"313910 MADRE DE DEUS DE MINAS";5
"313920 MALACACHETA";1
"313930 MANGA";1
"313940 MANHUACU";11
"313950 MANHUMIRIM";1
"313980 MAR DE ESPANHA";1
"314000 MARIANA";12
"314015 MARIO CAMPOS";1
"314050 MARTINHO CAMPOS";2
"314053 MARTINS SOARES";1
"314070 MATEUS LEME";4
"314110 MATOZINHOS";6
"314160 MERCES";1
"314180 MINAS NOVAS";4
"314230 MOEDA";2
"314300 MONTE BELO";4
"314310 MONTE CARMELO";1
"314330 MONTES CLAROS";7
"314340 MONTE SIAO";2
"314350 MORADA NOVA DE MINAS";3
"314360 MORRO DA GARCA";1
"314460 NEPOMUCENO";2
"314480 NOVA LIMA";9
"314500 NOVA PONTE";1
"314510 NOVA RESENDE";1
"314560 OLIVEIRA";1
"314587 ORIZANIA";1
"314590 OURO BRANCO";1
"314600 OURO FINO";1
"314610 OURO PRETO";3
"314650 PAINS";1
"314700 PARACATU";7
"314710 PARA DE MINAS";10
"314720 PARAGUACU";2
"314760 PASSA QUATRO";2
"314770 PASSA TEMPO";2
"314790 PASSOS";10
"314800 PATOS DE MINAS";6
"314810 PATROCINIO";4
"314840 PAULISTAS";1
"314860 PECANHA";1
"314920 PEDRINOPOLIS";1
"314930 PEDRO LEOPOLDO";3
"314990 PERDOES";2
"315010 PIAU";1
"315050 PIMENTA";4
"315060 PIRACEMA";1
"315070 PIRAJUBA";1
"315080 PIRANGA";2
"315120 PIRAPORA";3
"315150 PIUMHI";6
"315200 POMPEU";1
"315210 PONTE NOVA";1
"315250 POUSO ALEGRE";6
"315270 PRADOS";1
"315290 PRATAPOLIS";1
"315300 PRATINHA";1
"315390 RAPOSOS";1
"315420 RESENDE COSTA";1
"315460 RIBEIRAO DAS NEVES";18
"315480 RIO ACIMA";2
"315530 RIO MANSO";1
"315550 RIO PARANAIBA";1
"315570 RIO PIRACICABA";5
"315600 RIO VERMELHO";2
"315670 SABARA";6
"315680 SABINOPOLIS";4
"315690 SACRAMENTO";2
"315700 SALINAS";1
"315770 SANTA JULIANA";6
"315780 SANTA LUZIA";7
"315830 SANTANA DA VARGEM";2
"315910 SANTANA DOS MONTES";1
"315960 SANTA RITA DO SAPUCAI";1
"315980 SANTA VITORIA";1
"315990 SANTO ANTONIO DO AMPARO";1
"316000 SANTO ANTONIO DO AVENTUREIRO";1
"316040 SANTO ANTONIO DO MONTE";2
"316070 SANTOS DUMONT";1
"316110 SAO FRANCISCO";3
"316130 SAO FRANCISCO DE SALES";1
"316170 SAO GONCALO DO ABAETE";1
"316190 SAO GONCALO DO RIO ABAIXO";1
"316200 SAO GONCALO DO SAPUCAI";6
"316210 SAO GOTARDO";2
"316220 SAO JOAO BATISTA DO GLORIA";1
"316230 SAO JOAO DA MATA";1
"316250 SAO JOAO DEL REI";18
"316255 SAO JOAO DO MANHUACU";2
"316270 SAO JOAO DO PARAISO";5
"316292 SAO JOAQUIM DE BICAS";1
"316295 SAO JOSE DA LAPA";3
"316320 SAO JOSE DO ALEGRE";1
"316330 SAO JOSE DO DIVINO";1
"316370 SAO LOURENCO";9
"316430 SAO ROQUE DE MINAS";3
"316470 SAO SEBASTIAO DO PARAISO";7
"316500 SAO TIAGO";1
"316510 SAO TOMAS DE AQUINO";3
"316553 SARZEDO";1
"316680 SERRA DO SALITRE";4
"316690 SERRANIA";3
"316710 SERRO";3
"316720 SETE LAGOAS";7
"316770 SOBRALIA";1
"316780 SOLEDADE DE MINAS";1
"316800 TAIOBEIRAS";1
"316830 TAQUARACU DE MINAS";1
"316840 TARUMIRIM";1
"316870 TIMOTEO";4
"316890 TIROS";1
"316930 TRES CORACOES";12
"316935 TRES MARIAS";2
"316940 TRES PONTAS";4
"317005 UBAPORANGA";1
"317010 UBERABA";9
"317020 UBERLANDIA";19
"317040 UNAI";8
"317070 VARGINHA";38
"317080 VARZEA DA PALMA";1
"317100 VAZANTE";1
"317107 VEREDINHA";1
"317120 VESPASIANO";11
"317130 VICOSA";3
"330010 ANGRA DOS REIS";3
"330020 ARARUAMA";4
"330030 BARRA DO PIRAI";5
"330040 BARRA MANSA";1
"330045 BELFORD ROXO";1
"330050 BOM JARDIM";1
"330070 CABO FRIO";4
"330080 CACHOEIRAS DE MACACU";1
"330095 COMENDADOR LEVY GASPARIAN";1
"330100 CAMPOS DOS GOYTACAZES";5
"330140 CONCEICAO DE MACABU";1
"330160 DUAS BARRAS";1
"330170 DUQUE DE CAXIAS";16
"330180 ENGENHEIRO PAULO DE FRONTIN";1
"330187 IGUABA GRANDE";2
"330190 ITABORAI";2
"330200 ITAGUAI";1
"330205 ITALVA";1
"330225 ITATIAIA";6
"330240 MACAE";11
"330250 MAGE";2
"330260 MANGARATIBA";2
"330270 MARICA";5
"330280 MENDES";1
"330285 MESQUITA";1
"330300 MIRACEMA";2
"330320 NILOPOLIS";1
"330330 NITEROI";1
"330340 NOVA FRIBURGO";16
"330350 NOVA IGUACU";2
"330380 PARATY";1
"330390 PETROPOLIS";20
"330395 PINHEIRAL";1
"330400 PIRAI";4
"330412 QUATIS";2
"330414 QUEIMADOS";1
"330415 QUISSAMA";2
"330420 RESENDE";16
"330430 RIO BONITO";1
"330452 RIO DAS OSTRAS";6
"330455 RIO DE JANEIRO";21
"330480 SAO FIDELIS";1
"330490 SAO GONCALO";1
"330500 SAO JOAO DA BARRA";1
"330510 SAO JOAO DE MERITI";2
"330515 SAO JOSE DO VALE DO RIO PRETO";2
"330520 SAO PEDRO DA ALDEIA";1
"330550 SAQUAREMA";1
"330570 SUMIDOURO";2
"330580 TERESOPOLIS";6
"330590 TRAJANO DE MORAES";1
"330600 TRES RIOS";2
"330610 VALENCA";4
"330620 VASSOURAS";1
"330630 VOLTA REDONDA";33
"350020 ADOLFO";1
"350050 AGUAS DE LINDOIA";1
"350055 AGUAS DE SANTA BARBARA";1
"350070 AGUDOS";2
"350090 ALTAIR";1
"350115 ALUMINIO";1
"350120 ALVARES FLORENCE";2
"350160 AMERICANA";17
"350170 AMERICO BRASILIENSE";2
"350180 AMERICO DE CAMPOS";2
"350190 AMPARO";3
"350275 ARACARIGUAMA";2
"350280 ARACATUBA";3
"350330 ARARAS";4
"350340 AREALVA";1
"350360 AREIOPOLIS";1
"350370 ARIRANHA";3
"350380 ARTUR NOGUEIRA";2
"350400 ASSIS";1
"350410 ATIBAIA";12
"350460 BADY BASSITT";1
"350520 BARIRI";6
"350530 BARRA BONITA";1
"350535 BARRA DO CHAPEU";1
"350550 BARRETOS";2
"350570 BARUERI";3
"350580 BASTOS";1
"350590 BATATAIS";14
"350600 BAURU";11
"350610 BEBEDOURO";20
"350635 BERTIOGA";4
"350650 BIRIGUI";2
"350660 BIRITIBA-MIRIM";3
"350670 BOA ESPERANCA DO SUL";1
"350700 BOITUVA";1
"350710 BOM JESUS DOS PERDOES";2
"350730 BORACEIA";3
"350750 BOTUCATU";12
"350760 BRAGANCA PAULISTA";16
"350780 BRODOWSKI";2
"350790 BROTAS";3
"350810 BURITAMA";1
"350840 CABREUVA";1
"350850 CACAPAVA";13
"350860 CACHOEIRA PAULISTA";2
"350870 CACONDE";1
"350900 CAIEIRAS";6
"350920 CAJAMAR";4
"350950 CAMPINAS";92
"350960 CAMPO LIMPO PAULISTA";1
"350980 CAMPOS NOVOS PAULISTA";1
"350990 CANANEIA";1
"351000 CANDIDO MOTA";2
"351040 CAPIVARI";5
"351050 CARAGUATATUBA";3
"351060 CARAPICUIBA";4
"351070 CARDOSO";3
"351110 CATANDUVA";13
"351150 CERQUILHO";4
"351170 CHARQUEADA";1
"351200 COLINA";1
"351240 CORDEIROPOLIS";2
"351280 COSMOPOLIS";3
"351300 COTIA";5
"351340 CRUZEIRO";2
"351350 CUBATAO";1
"351370 DESCALVADO";3
"351380 DIADEMA";11
"351385 DIRCE REIS";1
"351410 DOIS CORREGOS";1
"351420 DOLCINOPOLIS";1
"351450 DUARTINA";1
"351460 DUMONT";2
"351492 ELISIARIO";1
"351510 EMBU-GUACU";1
"351518 ESPIRITO SANTO DO PINHAL";7
"351520 ESTRELA D'OESTE";3
"351540 FARTURA";3
"351550 FERNANDOPOLIS";3
"351570 FERRAZ DE VASCONCELOS";3
"351620 FRANCA";20
"351630 FRANCISCO MORATO";5
"351640 FRANCO DA ROCHA";4
"351685 GAVIAO PEIXOTO";1
"351690 GENERAL SALGADO";1
"351700 GETULINA";1
"351740 GUAIRA";1
"351750 GUAPIACU";1
"351790 GUARACI";2
"351800 GUARANI D'OESTE";1
"351820 GUARARAPES";2
"351830 GUARAREMA";2
"351840 GUARATINGUETA";3
"351850 GUAREI";1
"351860 GUARIBA";4
"351870 GUARUJA";6
"351880 GUARULHOS";138
"351900 HERCULANDIA";2
"351907 HORTOLANDIA";7
"351910 IACANGA";1
"351925 IARAS";1
"351930 IBATE";1
"351940 IBIRA";1
"352030 IGUAPE";1
"352040 ILHABELA";2
"352042 ILHA COMPRIDA";2
"352050 INDAIATUBA";3
"352120 IPORANGA";1
"352150 IRAPUA";2
"352170 ITABERA";1
"352190 ITAJOBI";2
"352210 ITANHAEM";9
"352220 ITAPECERICA DA SERRA";3
"352230 ITAPETININGA";4
"352240 ITAPEVA";5
"352250 ITAPEVI";4
"352260 ITAPIRA";5
"352290 ITAPUI";2
"352310 ITAQUAQUECETUBA";11
"352320 ITARARE";1
"352340 ITATIBA";9
"352360 ITIRAPINA";1
"352380 ITOBI";1
"352390 ITU";8
"352430 JABOTICABAL";4
"352440 JACAREI";83
"352450 JACI";1
"352470 JAGUARIUNA";3
"352500 JANDIRA";2
"352510 JARDINOPOLIS";2
"352520 JARINU";1
"352530 JAU";19
"352550 JOANOPOLIS";2
"352570 JOSE BONIFACIO";2
"352590 JUNDIAI";16
"352670 LEME";5
"352680 LENCOIS PAULISTA";8
"352690 LIMEIRA";12
"352700 LINDOIA";1
"352720 LORENA";5
"352725 LOURDES";1
"352730 LOUVEIRA";2
"352840 MAIRINQUE";4
"352850 MAIRIPORA";3
"352860 MANDURI";1
"352885 MARAPOAMA";1
"352900 MARILIA";23
"352930 MATAO";11
"352940 MAUA";11
"352950 MENDONCA";2
"352960 MERIDIANO";1
"352980 MINEIROS DO TIETE";3
"353040 MIRASSOLANDIA";1
"353050 MOCOCA";4
"353060 MOGI DAS CRUZES";23
"353070 MOGI GUACU";10
"353080 MOGI MIRIM";4
"353110 MONGAGUA";2
"353130 MONTE ALTO";8
"353150 MONTE AZUL PAULISTA";2
"353170 MONTEIRO LOBATO";1
"353180 MONTE MOR";4
"353190 MORRO AGUDO";1
"353210 MURUTINGA DO SUL";1
"353340 NOVA ODESSA";4
"353350 NOVO HORIZONTE";2
"353390 OLIMPIA";3
"353410 ORIENTE";1
"353440 OSASCO";22
"353470 OURINHOS";3
"353510 PALMARES PAULISTA";2
"353550 PARAGUACU PAULISTA";2
"353560 PARAIBUNA";1
"353570 PARAISO";3
"353580 PARANAPANEMA";1
"353620 PARIQUERA-ACU";1
"353625 PARISI";2
"353650 PAULINIA";1
"353670 PEDERNEIRAS";7
"353700 PEDREGULHO";2
"353710 PEDREIRA";2
"353730 PENAPOLIS";1
"353750 PEREIRAS";2
"353760 PERUIBE";9
"353780 PIEDADE";1
"353790 PILAR DO SUL";1
"353800 PINDAMONHANGABA";20
"353810 PINDORAMA";3
"353850 PIQUETE";1
"353870 PIRACICABA";16
"353880 PIRAJU";7
"353890 PIRAJUI";1
"353900 PIRANGI";3
"353930 PIRASSUNUNGA";6
"353950 PITANGUEIRAS";3
"353980 POA";4
"354010 PONGAI";2
"354020 PONTAL";1
"354030 PONTES GESTAL";1
"354060 PORTO FELIZ";3
"354070 PORTO FERREIRA";3
"354080 POTIRENDABA";3
"354100 PRAIA GRANDE";8
"354140 PRESIDENTE PRUDENTE";2
"354190 QUELUZ";1
"354220 RANCHARIA";1
"354230 REDENCAO DA SERRA";1
"354260 REGISTRO";2
"354270 RESTINGA";1
"354290 RIBEIRAO BONITO";1
"354310 RIBEIRAO CORRENTE";1
"354330 RIBEIRAO PIRES";1
"354340 RIBEIRAO PRETO";24
"354390 RIO CLARO";26
"354430 ROSEIRA";1
"354480 SALES";1
"354520 SALTO";12
"354530 SALTO DE PIRAPORA";1
"354580 SANTA BARBARA D'OESTE";12
"354600 SANTA BRANCA";5
"354610 SANTA CLARA D'OESTE";1
"354630 SANTA CRUZ DAS PALMEIRAS";8
"354640 SANTA CRUZ DO RIO PARDO";3
"354660 SANTA FE DO SUL";4
"354670 SANTA GERTRUDES";1
"354680 SANTA ISABEL";2
"354730 SANTANA DE PARNAIBA";3
"354750 SANTA RITA DO PASSA QUATRO";1
"354780 SANTO ANDRE";19
"354800 SANTO ANTONIO DE POSSE";7
"354810 SANTO ANTONIO DO JARDIM";1
"354850 SANTOS";4
"354860 SAO BENTO DO SAPUCAI";1
"354870 SAO BERNARDO DO CAMPO";17
"354880 SAO CAETANO DO SUL";5
"354890 SAO CARLOS";6
"354900 SAO FRANCISCO";2
"354910 SAO JOAO DA BOA VISTA";2
"354950 SAO JOSE DA BELA VISTA";2
"354970 SAO JOSE DO RIO PARDO";9
"354980 SAO JOSE DO RIO PRETO";20
"354990 SAO JOSE DOS CAMPOS";116
"355000 SAO LUIS DO PARAITINGA";2
"355010 SAO MANUEL";2
"355030 SAO PAULO";525
"355060 SAO ROQUE";5
"355070 SAO SEBASTIAO";10
"355080 SAO SEBASTIAO DA GRAMA";1
"355100 SAO VICENTE";5
"355160 SERRA NEGRA";1
"355170 SERTAOZINHO";4
"355190 SEVERINIA";2
"355210 SOCORRO";5
"355220 SOROCABA";48
"355230 SUD MENNUCCI";1
"355240 SUMARE";16
"355250 SUZANO";11
"355260 TABAPUA";3
"355270 TABATINGA";1
"355300 TAGUAI";1
"355330 TAMBAU";5
"355340 TANABI";3
"355360 TAPIRATIBA";1
"355370 TAQUARITINGA";1
"355395 TARUMA";3
"355410 TAUBATE";42
"355480 TREMEMBE";1
"355500 TUPA";2
"355540 UBATUBA";4
"355560 UCHOA";1
"355620 VALINHOS";17
"355640 VARGEM GRANDE DO SUL";1
"355645 VARGEM GRANDE PAULISTA";2
"355650 VARZEA PAULISTA";2
"355670 VINHEDO";4
"355680 VIRADOURO";1
"355690 VISTA ALEGRE DO ALTO";3
"355700 VOTORANTIM";4
"355710 VOTUPORANGA";13
"355720 CHAVANTES";2
"410010 ABATIA";2
"410070 ALTO PIQUIRI";1
"410080 ALVORADA DO SUL";1
"410090 AMAPORA";1
"410100 AMPERE";9
"410115 ANGULO";1
"410120 ANTONINA";3
"410140 APUCARANA";27
"410150 ARAPONGAS";22
"410160 ARAPOTI";1
"410170 ARARUNA";6
"410200 ASSIS CHATEAUBRIAND";7
"410220 ATALAIA";1
"410280 BELA VISTA DO PARAISO";3
"410300 BOA ESPERANCA";1
"410302 BOA ESPERANCA DO IGUACU";1
"410305 BOA VISTA DA APARECIDA";4
"410320 BOM SUCESSO";1
"410330 BORRAZOPOLIS";2
"410345 CAFELANDIA";1
"410350 CALIFORNIA";1
"410370 CAMBE";15
"410380 CAMBIRA";2
"410430 CAMPO MOURAO";7
"410450 CAPANEMA";2
"410460 CAPITAO LEONIDAS MARQUES";2
"410470 CARLOPOLIS";4
"410480 CASCAVEL";58
"410530 CEU AZUL";1
"410540 CHOPINZINHO";7
"410550 CIANORTE";6
"410580 COLOMBO";2
"410600 CONGONHINHAS";1
"410630 CORBELIA";4
"410640 CORNELIO PROCOPIO";15
"410657 CRUZEIRO DO IGUACU";3
"410660 CRUZEIRO DO OESTE";2
"410690 CURITIBA";8
"410700 CURIUVA";1
"410712 DIAMANTE DO SUL";1
"410720 DOIS VIZINHOS";11
"410740 ENEAS MARQUES";2
"410754 ESPIGAO ALTO DO IGUACU";2
"410760 FAXINAL";4
"410790 FLORESTA";1
"410820 FORMOSA DO OESTE";4
"410830 FOZ DO IGUACU";10
"410832 FRANCISCO ALVES";2
"410840 FRANCISCO BELTRAO";27
"410860 GOIOERE";2
"410870 GRANDES RIOS";2
"410880 GUAIRA";1
"410890 GUAIRACA";1
"410900 GUAPIRAMA";2
"410940 GUARAPUAVA";1
"410960 GUARATUBA";2
"410970 IBAITI";5
"410990 ICARAIMA";1
"411080 IRETAMA";3
"411095 ITAIPULANDIA";1
"411140 IVAI";1
"411150 IVAIPORA";4
"411155 IVATE";4
"411180 JACAREZINHO";2
"411190 JAGUAPITA";1
"411200 JAGUARIAIVA";1
"411210 JANDAIA DO SUL";5
"411220 JANIOPOLIS";1
"411240 JAPURA";2
"411250 JARDIM ALEGRE";1
"411275 JESUITAS";3
"411310 KALORE";2
"411330 LARANJEIRAS DO SUL";1
"411342 LIDIANOPOLIS";1
"411345 LINDOESTE";2
"411370 LONDRINA";53
"411373 LUIZIANA";1
"411375 LUNARDELLI";1
"411380 LUPIONOPOLIS";1
"411400 MAMBORE";1
"411410 MANDAGUACU";4
"411420 MANDAGUARI";10
"411435 MANFRINOPOLIS";1
"411450 MANOEL RIBAS";3
"411460 MARECHAL CANDIDO RONDON";11
"411480 MARIALVA";8
"411490 MARILANDIA DO SUL";2
"411500 MARILENA";2
"411510 MARILUZ";4
"411520 MARINGA";11
"411535 MARIPA";3
"411540 MARMELEIRO";6
