DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2019
"Município de residência";"Casos_Prováveis"
"354160 PROMISSAO";2
"354220 RANCHARIA";1
"354340 RIBEIRAO PRETO";3
"354380 RINOPOLIS";1
"354390 RIO CLARO";1
"354480 SALES";1
"354580 SANTA BARBARA D'OESTE";2
"354650 SANTA ERNESTINA";1
"354660 SANTA FE DO SUL";1
"354940 SAO JOAQUIM DA BARRA";6
"354950 SAO JOSE DA BELA VISTA";1
"354980 SAO JOSE DO RIO PRETO";19
"354990 SAO JOSE DOS CAMPOS";4
"355030 SAO PAULO";3
"355070 SAO SEBASTIAO";1
"355150 SERRANA";1
"355170 SERTAOZINHO";1
"355180 SETE BARRAS";1
"355220 SOROCABA";1
"355240 SUMARE";3
"355255 SUZANAPOLIS";1
"355340 TANABI";1
"355370 TAQUARITINGA";5
"355500 TUPA";9
"355560 UCHOA";3
"355680 VIRADOURO";2
"355710 VOTUPORANGA";1
"410345 CAFELANDIA";1
"410480 CASCAVEL";3
"410590 COLORADO";1
"410800 FLORESTOPOLIS";1
"410830 FOZ DO IGUACU";3
"410980 IBIPORA";3
"411350 LOANDA";3
"411370 LONDRINA";7
"411520 MARINGA";2
"411580 MEDIANEIRA";1
"411680 NOVA CANTU";3
"411700 NOVA FATIMA";1
"411830 PARANAPOEMA";1
"412050 PRIMEIRO DE MAIO";1
"412640 SERTANEJA";1
"412800 UBIRATA";1
"500060 AMAMBAI";1
"500270 CAMPO GRANDE";11
"500290 CASSILANDIA";1
"500320 CORUMBA";1
"500330 COXIM";2
"500370 DOURADOS";7
"500540 MARACAJU";1
"500560 MIRANDA";1
"500660 PONTA PORA";1
"500770 SETE QUEDAS";2
"500830 TRES LAGOAS";4
"510335 CONFRESA";1
"510704 PRIMAVERA DO LESTE";1
"510785 SAO FELIX DO ARAGUAIA";1
"510790 SINOP";1
"520025 AGUAS LINDAS DE GOIAS";7
"520110 ANAPOLIS";6
"520130 ANICUNS";1
"520140 APARECIDA DE GOIANIA";4
"520450 CALDAS NOVAS";1
"520510 CATALAO";4
"520520 CATURAI";1
"520540 CERES";2
"520549 CIDADE OCIDENTAL";1
"520590 CORUMBAIBA";1
"520800 FORMOSA";1
"520860 GOIANESIA";1
"520870 GOIANIA";16
"520880 GOIANIRA";2
"520890 GOIAS";1
"521000 INHUMAS";4
"521020 IPORA";1
"521090 ITAPACI";1
"521180 JARAGUA";1
"521190 JATAI";4
"521210 JOVIANIA";1
"521220 JUSSARA";1
"521250 LUZIANIA";4
"521305 MIMOSO DE GOIAS";1
"521380 MORRINHOS";3
"521486 NOVA GLORIA";1
"521523 NOVO GAMA";2
"521550 OUVIDOR";1
"521770 PONTALINA";1
"521830 POSSE";3
"521880 RIO VERDE";2
"521890 RUBIATABA";1
"521925 SANTA FE DE GOIAS";1
"521940 SANTA RITA DO ARAGUAIA";1
"522010 SAO LUIS DE MONTES BELOS";2
"522015 SAO LUIZ DO NORTE";1
"522045 SENADOR CANEDO";1
"522050 SERRANOPOLIS";1
"522150 TURVANIA";1
"522185 VALPARAISO DE GOIAS";3
"530010 BRASILIA";60
"Total";850
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 26/05/2025 às 10:00 horas, sujeitos à revisão.
 Dados de 2025 atualizados em 02/06/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em junho de 2025.
 
