DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2015
"Município de residência";"Casos_Prováveis"
"351280 COSMOPOLIS";1
"351300 COTIA";1
"351380 DIADEMA";1
"351410 DOIS CORREGOS";1
"351440 DRACENA";1
"351450 DUARTINA";1
"351550 FERNANDOPOLIS";2
"351610 FLORINIA";1
"351620 FRANCA";1
"351670 GARCA";2
"351730 GUAIMBE";1
"351820 GUARARAPES";6
"351840 GUARATINGUETA";1
"351870 GUARUJA";3
"351880 GUARULHOS";10
"351900 HERCULANDIA";2
"351907 HORTOLANDIA";5
"352030 IGUAPE";1
"352040 ILHABELA";1
"352050 INDAIATUBA";1
"352210 ITANHAEM";3
"352220 ITAPECERICA DA SERRA";1
"352230 ITAPETININGA";1
"352250 ITAPEVI";5
"352260 ITAPIRA";7
"352270 ITAPOLIS";1
"352360 ITIRAPINA";4
"352440 JACAREI";4
"352470 JAGUARIUNA";1
"352500 JANDIRA";2
"352570 JOSE BONIFACIO";3
"352580 JULIO MESQUITA";3
"352590 JUNDIAI";1
"352680 LENCOIS PAULISTA";1
"352690 LIMEIRA";20
"352710 LINS";1
"352720 LORENA";1
"352740 LUCELIA";1
"352780 LUPERCIO";1
"352900 MARILIA";35
"352940 MAUA";1
"352990 MIRACATU";1
"353050 MOCOCA";4
"353060 MOGI DAS CRUZES";2
"353070 MOGI GUACU";1
"353080 MOGI MIRIM";11
"353130 MONTE ALTO";1
"353140 MONTE APRAZIVEL";1
"353180 MONTE MOR";1
"353340 NOVA ODESSA";3
"353400 ONDA VERDE";3
"353440 OSASCO";2
"353470 OURINHOS";1
"353510 PALMARES PAULISTA";3
"353530 PALMITAL";1
"353600 PARAPUA";1
"353730 PENAPOLIS";7
"353810 PINDORAMA";3
"353870 PIRACICABA";3
"353900 PIRANGI";4
"353920 PIRAPOZINHO";2
"353930 PIRASSUNUNGA";4
"354000 POMPEIA";2
"354020 PONTAL";1
"354100 PRAIA GRANDE";6
"354140 PRESIDENTE PRUDENTE";3
"354150 PRESIDENTE VENCESLAU";1
"354220 RANCHARIA";3
"354340 RIBEIRAO PRETO";3
"354360 RIFAINA";1
"354390 RIO CLARO";7
"354460 SABINO";2
"354520 SALTO";1
"354530 SALTO DE PIRAPORA";1
"354560 SANTA ADELIA";2
"354580 SANTA BARBARA D'OESTE";4
"354630 SANTA CRUZ DAS PALMEIRAS";1
"354640 SANTA CRUZ DO RIO PARDO";1
"354660 SANTA FE DO SUL";1
"354750 SANTA RITA DO PASSA QUATRO";1
"354780 SANTO ANDRE";3
"354800 SANTO ANTONIO DE POSSE";1
"354850 SANTOS";5
"354870 SAO BERNARDO DO CAMPO";2
"354890 SAO CARLOS";5
"354980 SAO JOSE DO RIO PRETO";11
"354990 SAO JOSE DOS CAMPOS";10
"355030 SAO PAULO";27
"355070 SAO SEBASTIAO";2
"355100 SAO VICENTE";1
"355190 SEVERINIA";1
"355220 SOROCABA";38
"355240 SUMARE";9
"355260 TABAPUA";3
"355340 TANABI";1
"355410 TAUBATE";1
"355440 TERRA ROXA";1
"355450 TIETE";1
"355500 TUPA";7
"355550 UBIRAJARA";1
"355580 URANIA";1
"355620 VALINHOS";2
"355660 VERA CRUZ";2
"355670 VINHEDO";1
"355690 VISTA ALEGRE DO ALTO";1
"410115 ANGULO";1
"410200 ASSIS CHATEAUBRIAND";1
"410330 BORRAZOPOLIS";1
"410790 FLORESTA";1
"410830 FOZ DO IGUACU";3
"410910 GUAPOREMA";1
"410980 IBIPORA";1
"411350 LOANDA";2
"411370 LONDRINA";2
"411460 MARECHAL CANDIDO RONDON";1
"411520 MARINGA";2
"411750 PAICANDU";2
"412085 QUATRO PONTES";1
"412410 SANTO ANTONIO DA PLATINA";1
"412535 SAO JORGE DO PATROCINIO";1
"412730 TERRA RICA";1
"412810 UMUARAMA";1
"431390 PANAMBI";1
"431750 SANTO ANGELO";1
"500240 CAARAPO";1
"500270 CAMPO GRANDE";3
"500320 CORUMBA";1
"500330 COXIM";2
"500350 DOURADINA";1
"500370 DOURADOS";3
"500540 MARACAJU";1
"500600 NOVA ALVORADA DO SUL";1
"500635 PARANHOS";1
"500793 SONORA";2
"500830 TRES LAGOAS";1
"510340 CUIABA";2
"510515 JUINA";1
"510525 LUCAS DO RIO VERDE";1
"510560 MATUPA";1
"510642 PEIXOTO DE AZEVEDO";1
"510760 RONDONOPOLIS";1
"510787 SAPEZAL";1
"510792 SORRISO";1
"520010 ABADIANIA";1
"520110 ANAPOLIS";3
"520140 APARECIDA DE GOIANIA";10
"520360 BRAZABRANTES";1
"520380 BRITANIA";1
"520470 CAMPINORTE";1
"520485 CAMPO LIMPO DE GOIAS";1
"520490 CAMPOS BELOS";1
"520500 CARMO DO RIO VERDE";1
"520510 CATALAO";1
"520540 CERES";2
"520640 CRIXAS";2
"520860 GOIANESIA";1
"520870 GOIANIA";37
"520880 GOIANIRA";2
"520910 GOIATUBA";3
"521000 INHUMAS";1
"521020 IPORA";1
"521090 ITAPACI";1
"521150 ITUMBIARA";1
"521190 JATAI";5
"521250 LUZIANIA";1
"521310 MINEIROS";4
"521380 MORRINHOS";3
"521385 MORRO AGUDO DE GOIAS";2
"521523 NOVO GAMA";2
"521530 ORIZONA";1
"521860 RIALMA";1
"521880 RIO VERDE";1
"521890 RUBIATABA";1
"521945 SANTA RITA DO NOVO DESTINO";1
"522140 TRINDADE";3
"522160 URUACU";1
"522185 VALPARAISO DE GOIAS";1
"530010 BRASILIA";29
"000000 Ignorado ou exterior";1
"Total";1006
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 26/05/2025 às 10:00 horas, sujeitos à revisão.
 Dados de 2025 atualizados em 02/06/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em junho de 2025.
 
