DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2023
"Município de residência";"Casos_Prováveis"
"316270 SAO JOAO DO PARAISO";1
"316290 SAO JOAO NEPOMUCENO";2
"316470 SAO SEBASTIAO DO PARAISO";8
"316556 SEM-PEIXE";1
"316860 TEOFILO OTONI";1
"317010 UBERABA";16
"317020 UBERLANDIA";13
"317040 UNAI";3
"317070 VARGINHA";1
"317080 VARZEA DA PALMA";2
"330010 ANGRA DOS REIS";2
"330030 BARRA DO PIRAI";1
"330045 BELFORD ROXO";2
"330100 CAMPOS DOS GOYTACAZES";2
"330170 DUQUE DE CAXIAS";4
"330200 ITAGUAI";2
"330220 ITAPERUNA";1
"330225 ITATIAIA";1
"330250 MAGE";1
"330320 NILOPOLIS";1
"330330 NITEROI";1
"330414 QUEIMADOS";1
"330420 RESENDE";4
"330452 RIO DAS OSTRAS";1
"330455 RIO DE JANEIRO";7
"330475 SAO FRANCISCO DE ITABAPOANA";1
"330490 SAO GONCALO";1
"330550 SAQUAREMA";1
"330600 TRES RIOS";1
"330630 VOLTA REDONDA";2
"350010 ADAMANTINA";6
"350030 AGUAI";1
"350070 AGUDOS";5
"350080 ALFREDO MARCONDES";1
"350120 ALVARES FLORENCE";1
"350130 ALVARES MACHADO";2
"350160 AMERICANA";1
"350210 ANDRADINA";2
"350280 ARACATUBA";4
"350320 ARARAQUARA";1
"350400 ASSIS";2
"350460 BADY BASSITT";1
"350470 BALBINOS";2
"350500 BARAO DE ANTONINA";2
"350600 BAURU";14
"350610 BEBEDOURO";2
"350680 BOCAINA";1
"350750 BOTUCATU";1
"350950 CAMPINAS";3
"351000 CANDIDO MOTA";2
"351010 CANDIDO RODRIGUES";1
"351020 CAPAO BONITO";1
"351100 CASTILHO";1
"351110 CATANDUVA";2
"351330 CRUZALIA";1
"351440 DRACENA";2
"351470 ECHAPORA";5
"351560 FERNANDO PRESTES";3
"351670 GARCA";1
"351720 GUAICARA";1
"351730 GUAIMBE";1
"351750 GUAPIACU";2
"351880 GUARULHOS";2
"351905 HOLAMBRA";1
"351990 IEPE";4
"352000 IGARACU DO TIETE";1
"352040 ILHABELA";1
"352050 INDAIATUBA";1
"352080 INUBIA PAULISTA";1
"352270 ITAPOLIS";6
"352410 ITUVERAVA";1
"352420 JABORANDI";2
"352430 JABOTICABAL";3
"352440 JACAREI";2
"352480 JALES";1
"352530 JAU";1
"352580 JULIO MESQUITA";2
"352590 JUNDIAI";1
"352600 JUNQUEIROPOLIS";1
"352680 LENCOIS PAULISTA";1
"352690 LIMEIRA";1
"352710 LINS";8
"352740 LUCELIA";7
"352800 MACATUBA";1
"352900 MARILIA";5
"352920 MARTINOPOLIS";2
"353010 MIRANDOPOLIS";1
"353130 MONTE ALTO";1
"353160 MONTE CASTELO";1
"353215 NANTES";1
"353260 NHANDEARA";2
"353300 NOVA GRANADA";1
"353360 NUPORANGA";1
"353390 OLIMPIA";1
"353430 ORLANDIA";1
"353460 OSVALDO CRUZ";4
"353470 OURINHOS";2
"353475 OUROESTE";1
"353490 PACAEMBU";2
"353530 PALMITAL";3
"353540 PANORAMA";5
"353600 PARAPUA";6
"353670 PEDERNEIRAS";1
"353800 PINDAMONHANGABA";2
"353870 PIRACICABA";3
"353890 PIRAJUI";4
"353920 PIRAPOZINHO";2
"353940 PIRATININGA";1
"353980 POA";1
"354000 POMPEIA";3
"354060 PORTO FELIZ";1
"354085 PRACINHA";1
"354120 PRESIDENTE BERNARDES";1
"354140 PRESIDENTE PRUDENTE";24
"354150 PRESIDENTE VENCESLAU";1
"354220 RANCHARIA";4
"354320 RIBEIRAO DO SUL";1
"354340 RIBEIRAO PRETO";9
"354390 RIO CLARO";1
"354425 ROSANA";1
"354470 SAGRES";1
"354550 SANDOVALINA";1
"354560 SANTA ADELIA";1
"354570 SANTA ALBERTINA";1
"354580 SANTA BARBARA D'OESTE";3
"354640 SANTA CRUZ DO RIO PARDO";5
"354650 SANTA ERNESTINA";1
"354770 SANTO ANASTACIO";8
"354930 SAO JOAO DO PAU D'ALHO";2
"354980 SAO JOSE DO RIO PRETO";2
"355030 SAO PAULO";10
"355190 SEVERINIA";1
"355220 SOROCABA";3
"355270 TABATINGA";5
"355340 TANABI";1
"355370 TAQUARITINGA";12
"355390 TARABAI";1
"355410 TAUBATE";1
"355500 TUPA";5
"355510 TUPI PAULISTA";1
"355560 UCHOA";1
"355700 VOTORANTIM";2
"355710 VOTUPORANGA";1
"410110 ANDIRA";2
"410140 APUCARANA";1
"410210 ASTORGA";1
"410347 CAFEZAL DO SUL";1
"410360 CAMBARA";1
"410370 CAMBE";3
"410380 CAMBIRA";1
"410450 CAPANEMA";1
"410550 CIANORTE";1
"410720 DOIS VIZINHOS";1
"410760 FAXINAL";1
"410830 FOZ DO IGUACU";21
"410890 GUAIRACA";1
"410960 GUARATUBA";1
"410980 IBIPORA";14
"411060 IPORA";2
"411090 ITAGUAJE";1
"411210 JANDAIA DO SUL";1
"411310 KALORE";1
"411370 LONDRINA";29
"411380 LUPIONOPOLIS";1
"411410 MANDAGUACU";1
"411470 MARIA HELENA";1
"411500 MARILENA";2
"411510 MARILUZ";2
"411520 MARINGA";1
"411570 MATINHOS";5
"411605 MISSAL";1
"411630 MUNHOZ DE MELO";1
"411700 NOVA FATIMA";1
"411790 PALOTINA";1
"411820 PARANAGUA";1
"411830 PARANAPOEMA";1
"411840 PARANAVAI";1
"411845 PATO BRAGADO";1
"411980 PLANALTO";1
"411995 PONTAL DO PARANA";2
"412033 PRADO FERREIRA";1
"412140 REALEZA";1
"412240 ROLANDIA";1
"412260 RONDON";3
"412340 SANTA FE";1
"412380 SANTA IZABEL DO OESTE";1
"412390 SANTA MARIANA";3
"412405 SANTA TEREZINHA DE ITAIPU";3
"412580 SAO PEDRO DO IVAI";1
"412625 SARANDI";1
"412640 SERTANEJA";1
"412650 SERTANOPOLIS";1
"412660 SIQUEIRA CAMPOS";1
"412730 TERRA RICA";1
"412770 TOLEDO";1
"412785 TRES BARRAS DO PARANA";1
"412810 UMUARAMA";3
"420130 ARAQUARI";2
"420200 BALNEARIO CAMBORIU";4
"420210 BARRA VELHA";2
"420240 BLUMENAU";1
"420320 CAMBORIU";3
"420430 CONCORDIA";1
"420440 CORONEL FREITAS";1
"420540 FLORIANOPOLIS";16
"420580 GARUVA";1
"420820 ITAJAI";6
"420830 ITAPEMA";1
"420910 JOINVILLE";39
"421190 PALHOCA";9
"421250 PENHA";1
"421570 SANTO AMARO DA IMPERATRIZ";1
"421620 SAO FRANCISCO DO SUL";4
"421660 SAO JOSE";4
"421800 TIJUCAS";1
"421885 UNIAO DO OESTE";1
"430210 BENTO GONCALVES";1
"430310 CACHOEIRINHA";1
"430570 CONDOR";1
"430680 ENCANTADO";5
"430780 ESTRELA";1
"430910 GRAMADO";1
"430920 GRAVATAI";1
"431000 IBIRUBA";5
"431020 IJUI";9
"431110 JAGUARI";1
"431115 JOIA";1
"431140 LAJEADO";1
"431162 LINDOLFO COLLOR";1
"431247 MORRO REUTER";1
"431260 MUCUM";1
"431265 NAO-ME-TOQUE";2
"431275 NOVA ALVORADA";1
"431349 NOVO BARREIRO";1
"431410 PASSO FUNDO";3
"431490 PORTO ALEGRE";3
"431580 ROCA SALES";3
"431600 ROLANTE";2
"431690 SANTA MARIA";5
"432030 SELBACH";1
"432067 SINIMBU";1
"432162 TRAVESSEIRO";1
"500060 AMAMBAI";1
"500100 APARECIDA DO TABOADO";2
"500110 AQUIDAUANA";2
"500190 BATAGUASSU";1
"500210 BELA VISTA";1
"500220 BONITO";1
"500230 BRASILANDIA";1
"500270 CAMPO GRANDE";6
"500330 COXIM";1
"500350 DOURADINA";1
"500370 DOURADOS";5
"500410 GUIA LOPES DA LAGUNA";1
"500460 ITAQUIRAI";1
"500470 IVINHEMA";1
"500515 JUTI";2
"500525 LAGUNA CARAPA";2
"500568 MUNDO NOVO";1
"500570 NAVIRAI";1
"500600 NOVA ALVORADA DO SUL";1
"500625 NOVO HORIZONTE DO SUL";1
"500660 PONTA PORA";1
"500710 RIBAS DO RIO PARDO";1
"500740 RIO VERDE DE MATO GROSSO";1
"500830 TRES LAGOAS";7
"510267 CAMPO VERDE";1
"510269 CANABRAVA DO NORTE";1
"510320 COLIDER";2
"510325 COLNIZA";1
"510350 DIAMANTINO";1
"510380 FIGUEIROPOLIS D'OESTE";1
"510385 GAUCHA DO NORTE";1
"510410 GUARANTA DO NORTE";1
"510515 JUINA";1
"510619 NOVA SANTA HELENA";1
"510627 NOVO HORIZONTE DO NORTE";1
"510665 PONTAL DO ARAGUAIA";1
"510700 POXOREO";2
"510704 PRIMAVERA DO LESTE";2
"510760 RONDONOPOLIS";2
"510787 SAPEZAL";1
"510790 SINOP";1
"510840 VARZEA GRANDE";1
"520005 ABADIA DE GOIAS";1
"520025 AGUAS LINDAS DE GOIAS";8
"520030 ALEXANIA";1
"520140 APARECIDA DE GOIANIA";1
"520330 BELA VISTA DE GOIAS";1
"520450 CALDAS NOVAS";3
"520480 CAMPO ALEGRE DE GOIAS";1
"520530 CAVALCANTE";1
"520551 COCALZINHO DE GOIAS";1
"520650 CROMINIA";1
"520670 DAMIANOPOLIS";1
"520725 DOVERLANDIA";1
"520800 FORMOSA";1
"520870 GOIANIA";12
"520890 GOIAS";1
"520995 INDIARA";1
"521000 INHUMAS";2
"521190 JATAI";1
"521250 LUZIANIA";1
"521460 NIQUELANDIA";1
"521523 NOVO GAMA";1
"521550 OUVIDOR";1
"521560 PADRE BERNARDO";1
"521710 PIRACANJUBA";1
"521740 PIRES DO RIO";1
"521810 PORTELANDIA";1
"522010 SAO LUIS DE MONTES BELOS";1
"522040 SAO SIMAO";2
"522050 SERRANOPOLIS";1
"522170 URUANA";1
"522220 VILA BOA";1
"530010 BRASILIA";16
"Total";1096
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 26/05/2025 às 10:00 horas, sujeitos à revisão.
 Dados de 2025 atualizados em 09/06/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em junho de 2025.
 
