Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2022
"Município de residência";"Todos_os_casos"
"170210 ARAGUAINA";242
"170215 ARAGUANA";2
"170220 ARAGUATINS";6
"170230 ARAPOEMA";1
"170240 ARRAIAS";13
"170255 AUGUSTINOPOLIS";1
"170270 AURORA DO TOCANTINS";5
"170300 BABACULANDIA";6
"170310 BARROLANDIA";13
"170320 BERNARDO SAYAO";1
"170330 BOM JESUS DO TOCANTINS";2
"170370 BREJINHO DE NAZARE";1
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";50
"170388 CARMOLANDIA";1
"170390 CASEARA";1
"170410 CENTENARIO";2
"170510 CHAPADA DA NATIVIDADE";13
"170550 COLINAS DO TOCANTINS";55
"170555 COMBINADO";69
"170560 CONCEICAO DO TOCANTINS";2
"170600 COUTO MAGALHAES";2
"170650 DARCINOPOLIS";2
"170700 DIANOPOLIS";48
"170710 DIVINOPOLIS DO TOCANTINS";434
"170720 DOIS IRMAOS DO TOCANTINS";2
"170730 DUERE";2
"170740 ESPERANTINA";12
"170755 FATIMA";14
"170770 FILADELFIA";4
"170820 FORMOSO DO ARAGUAIA";5
"170825 FORTALEZA DO TABOCAO";10
"170900 GOIATINS";9
"170930 GUARAI";32
"170950 GURUPI";31
"171070 ITAGUATINS";2
"171090 ITAPIRATINS";3
"171110 ITAPORA DO TOCANTINS";146
"171190 LAGOA DA CONFUSAO";2
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";3
"171215 LAVANDEIRA";1
"171240 LIZARDA";3
"171250 MARIANOPOLIS DO TOCANTINS";1
"171270 MATEIROS";2
"171320 MIRACEMA DO TOCANTINS";29
"171330 MIRANORTE";44
"171370 MONTE SANTO DO TOCANTINS";1
"171380 PALMEIRAS DO TOCANTINS";1
"171420 NATIVIDADE";16
"171488 NOVA OLINDA";32
"171500 NOVA ROSALANDIA";1
"171510 NOVO ACORDO";3
"171515 NOVO ALEGRE";96
"171570 PALMEIRANTE";2
"171610 PARAISO DO TOCANTINS";789
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";7
"171660 PEIXE";9
"171670 COLMEIA";2
"171700 PINDORAMA DO TOCANTINS";1
"171750 PIUM";2
"171780 PONTE ALTA DO BOM JESUS";5
"171790 PONTE ALTA DO TOCANTINS";15
"171820 PORTO NACIONAL";519
"171840 PRESIDENTE KENNEDY";11
"171845 PUGMIL";2
"171850 RECURSOLANDIA";3
"171865 RIO DA CONCEICAO";1
"171870 RIO DOS BOIS";56
"171875 RIO SONO";7
"171880 SAMPAIO";1
"171884 SANDOLANDIA";1
"171886 SANTA FE DO ARAGUAIA";8
"171888 SANTA MARIA DO TOCANTINS";5
"171890 SANTA ROSA DO TOCANTINS";12
"171900 SANTA TEREZA DO TOCANTINS";2
"172010 SAO BENTO DO TOCANTINS";1
"172015 SAO FELIX DO TOCANTINS";1
"172049 SAO VALERIO";2
"172065 SILVANOPOLIS";22
"172085 SUCUPIRA";1
"172090 TAGUATINGA";99
"172093 TAIPAS DO TOCANTINS";52
"172100 PALMAS";5705
"172110 TOCANTINIA";74
"172120 TOCANTINOPOLIS";32
"172208 WANDERLANDIA";16
"210005 ACAILANDIA";102
"210020 ALCANTARA";2
"210030 ALDEIAS ALTAS";4
"210050 ALTO PARNAIBA";2
"210060 AMARANTE DO MARANHAO";1
"210083 APICUM-ACU";1
"210090 ARAIOSES";2
"210095 ARAME";1
"210100 ARARI";28
"210120 BACABAL";4
"210125 BACABEIRA";5
"210130 BACURI";1
"210140 BALSAS";73
"210150 BARAO DE GRAJAU";6
"210160 BARRA DO CORDA";3
"210170 BARREIRINHAS";2
"210177 BELA VISTA DO MARANHAO";1
"210180 BENEDITO LEITE";10
"210190 BEQUIMAO";1
"210197 BOA VISTA DO GURUPI";1
"210200 BOM JARDIM";3
"210203 BOM JESUS DAS SELVAS";4
"210210 BREJO";1
"210230 BURITI BRAVO";2
"210232 BURITICUPU";4
"210235 BURITIRANA";4
"210237 CACHOEIRA GRANDE";2
"210250 CAJARI";1
"210300 CAXIAS";370
"210310 CEDRAL";1
"210312 CENTRAL DO MARANHAO";2
"210317 CENTRO NOVO DO MARANHAO";1
"210320 CHAPADINHA";6
"210325 CIDELANDIA";37
"210330 CODO";2
"210340 COELHO NETO";11
"210350 COLINAS";42
"210360 COROATA";2
"210370 CURURUPU";11
"210375 DAVINOPOLIS";5
"210380 DOM PEDRO";1
"210400 ESPERANTINOPOLIS";1
"210405 ESTREITO";4
"210407 FEIRA NOVA DO MARANHAO";1
"210410 FORTALEZA DOS NOGUEIRAS";1
"210440 GONCALVES DIAS";1
"210455 GOVERNADOR EDISON LOBAO";1
"210462 GOVERNADOR LUIZ ROCHA";1
"210467 GOVERNADOR NUNES FREIRE";1
"210480 GRAJAU";3
"210490 GUIMARAES";1
"210500 HUMBERTO DE CAMPOS";3
"210510 ICATU";1
"210515 IGARAPE DO MEIO";2
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";81
"210540 ITAPECURU MIRIM";7
"210542 ITINGA DO MARANHAO";14
"210545 JATOBA";2
"210550 JOAO LISBOA";2
"210570 LAGO DA PEDRA";2
"210592 LAGOA DO MATO";1
"210598 LAJEADO NOVO";2
"210610 LORETO";79
"210637 MARANHAOZINHO";1
"210650 MATINHA";1
"210660 MATOES";10
"210670 MIRADOR";2
"210675 MIRANDA DO NORTE";1
"210690 MONCAO";1
"210700 MONTES ALTOS";1
"210710 MORROS";5
"210735 NOVA OLINDA DO MARANHAO";1
"210750 PACO DO LUMIAR";27
"210770 PARAIBANO";92
"210780 PARNARAMA";52
"210790 PASSAGEM FRANCA";9
"210800 PASTOS BONS";36
"210805 PAULINO NEVES";1
"210810 PAULO RAMOS";5
"210820 PEDREIRAS";8
"210845 PERITORO";2
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";5
"210870 PIO XII";2
"210880 PIRAPEMAS";2
"210890 POCAO DE PEDRAS";1
"210900 PORTO FRANCO";2
"210910 PRESIDENTE DUTRA";2
"210920 PRESIDENTE JUSCELINO";1
"210930 PRESIDENTE VARGAS";1
"210960 ROSARIO";2
"210970 SAMBAIBA";8
"210980 SANTA HELENA";2
"210990 SANTA INES";95
"211000 SANTA LUZIA";1
"211010 SANTA QUITERIA DO MARANHAO";1
"211020 SANTA RITA";174
"211030 SANTO ANTONIO DOS LOPES";1
"211065 SAO DOMINGOS DO AZEITAO";39
"211085 SAO FRANCISCO DO BREJAO";2
"211090 SAO FRANCISCO DO MARANHAO";2
"211100 SAO JOAO BATISTA";2
"211102 SAO JOAO DO CARU";2
"211107 SAO JOAO DO SOTER";2
"211110 SAO JOAO DOS PATOS";70
"211120 SAO JOSE DE RIBAMAR";186
"211130 SAO LUIS";1151
"211150 SAO MATEUS DO MARANHAO";1
"211160 SAO RAIMUNDO DAS MANGABEIRAS";1
"211170 SAO VICENTE FERRER";1
"211176 SENADOR LA ROCQUE";2
"211180 SITIO NOVO";1
"211190 SUCUPIRA DO NORTE";103
"211195 SUCUPIRA DO RIACHAO";102
"211220 TIMON";271
"211223 TRIZIDELA DO VALE";18
"211230 TUNTUM";1
"211240 TURIACU";2
"211250 TUTOIA";1
"211270 VARGEM GRANDE";2
"211280 VIANA";6
"211285 VILA NOVA DOS MARTIRIOS";13
"211290 VITORIA DO MEARIM";4
"211400 ZE DOCA";3
"220005 ACAUA";74
"220010 AGRICOLANDIA";1
"220020 AGUA BRANCA";58
"220025 ALAGOINHA DO PIAUI";392
"220027 ALEGRETE DO PIAUI";105
"220030 ALTO LONGA";2
"220040 ALTOS";3
"220045 ALVORADA DO GURGUEIA";2
"220050 AMARANTE";48
"220060 ANGICAL DO PIAUI";258
"220070 ANISIO DE ABREU";16
"220090 AROAZES";1
"220095 AROEIRAS DO ITAIM";39
"220110 AVELINO LOPES";2
"220115 BAIXA GRANDE DO RIBEIRO";24
"220117 BARRA D'ALCANTARA";2
"220120 BARRAS";3
"220140 BARRO DURO";1
"220150 BATALHA";3
"220155 BELA VISTA DO PIAUI";3
"220157 BELEM DO PIAUI";36
"220160 BENEDITINOS";23
"220173 BETANIA DO PIAUI";20
"220180 BOCAINA";6
"220190 BOM JESUS";21
"220191 BOM PRINCIPIO DO PIAUI";2
"220194 BOQUEIRAO DO PIAUI";1
"220196 BRASILEIRA";1
"220200 BURITI DOS LOPES";2
"220202 BURITI DOS MONTES";3
"220205 CABECEIRAS DO PIAUI";1
"220207 CAJAZEIRAS DO PIAUI";24
"220208 CAJUEIRO DA PRAIA";11
"220209 CALDEIRAO GRANDE DO PIAUI";1
"220210 CAMPINAS DO PIAUI";13
"220211 CAMPO ALEGRE DO FIDALGO";4
"220213 CAMPO GRANDE DO PIAUI";110
"220220 CAMPO MAIOR";4
"220230 CANTO DO BURITI";38
"220240 CAPITAO DE CAMPOS";1
"220253 CARAUBAS DO PIAUI";2
"220260 CASTELO DO PIAUI";3
"220271 COCAL DE TELHA";1
"220273 COIVARAS";1
"220277 COLONIA DO PIAUI";2
"220280 CONCEICAO DO CANINDE";4
"220310 CRISTINO CASTRO";1
"220323 CURRAIS";1
"220325 CURRALINHOS";43
"220327 CURRAL NOVO DO PIAUI";4
"220330 DEMERVAL LOBAO";15
"220335 DIRCEU ARCOVERDE";5
"220340 DOM EXPEDITO LOPES";18
"220345 DOM INOCENCIO";1
"220350 ELESBAO VELOSO";8
"220370 ESPERANTINA";10
"220390 FLORIANO";90
"220415 FRANCISCO MACEDO";19
"220420 FRANCISCO SANTOS";7
"220430 FRONTEIRAS";121
"220435 GEMINIANO";63
"220450 GUADALUPE";10
"220455 GUARIBAS";2
"220460 HUGO NAPOLEAO";1
"220465 ILHA GRANDE";25
"220470 INHUMA";40
"220480 IPIRANGA DO PIAUI";23
"220490 ISAIAS COELHO";37
"220500 ITAINOPOLIS";42
"220510 ITAUEIRA";5
"220515 JACOBINA DO PIAUI";19
"220520 JAICOS";390
"220525 JARDIM DO MULATO";1
"220527 JATOBA DO PIAUI";1
"220530 JERUMENHA";34
"220540 JOAQUIM PIRES";4
"220550 JOSE DE FREITAS";8
"220551 JUAZEIRO DO PIAUI";3
"220552 JULIO BORGES";1
"220554 LAGOINHA DO PIAUI";1
"220558 LAGOA DO PIAUI";6
"220559 LAGOA DO SITIO";7
"220560 LANDRI SALES";1
"220570 LUIS CORREIA";5
"220595 MARCOLANDIA";3
"220600 MARCOS PARENTE";2
"220605 MASSAPE DO PIAUI";101
"220610 MATIAS OLIMPIO";8
"220620 MIGUEL ALVES";6
"220630 MIGUEL LEAO";1
"220635 MILTON BRANDAO";8
"220640 MONSENHOR GIL";26
"220650 MONSENHOR HIPOLITO";385
"220667 MORRO DO CHAPEU DO PIAUI";4
"220670 NAZARE DO PIAUI";2
"220672 NAZARIA";2
"220675 NOSSA SENHORA DE NAZARE";2
"220690 NOVO ORIENTE DO PIAUI";19
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";358
"220710 OLHO D'AGUA DO PIAUI";1
"220720 PADRE MARCOS";22
"220730 PAES LANDIM";9
"220735 PAJEU DO PIAUI";3
"220740 PALMEIRA DO PIAUI";3
"220750 PALMEIRAIS";4
"220755 PAQUETA";42
"220770 PARNAIBA";267
"220775 PASSAGEM FRANCA DO PIAUI";7
"220777 PATOS DO PIAUI";143
"220780 PAULISTANA";315
"220790 PEDRO II";20
"220795 NOVA SANTA RITA";12
"220800 PICOS";2247
"220820 PIO IX";125
"220830 PIRACURUCA";4
"220840 PIRIPIRI";16
"220855 PORTO ALEGRE DO PIAUI";1
"220865 QUEIMADA NOVA";6
"220870 REDENCAO DO GURGUEIA";2
"220880 REGENERACAO";12
"220910 SANTA CRUZ DO PIAUI";75
"220920 SANTA FILOMENA";1
"220935 SANTANA DO PIAUI";25
"220937 SANTA ROSA DO PIAUI";88
"220940 SANTO ANTONIO DE LISBOA";10
"220945 SANTO ANTONIO DOS MILAGRES";2
"220950 SANTO INACIO DO PIAUI";3
"220955 SAO BRAZ DO PIAUI";1
"220960 SAO FELIX DO PIAUI";3
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";1
"220970 SAO FRANCISCO DO PIAUI";1
"220975 SAO GONCALO DO GURGUEIA";3
"220985 SAO JOAO DA CANABRAVA";50
"220995 SAO JOAO DA VARJOTA";34
"221000 SAO JOAO DO PIAUI";20
"221005 SAO JOSE DO DIVINO";2
"221020 SAO JOSE DO PIAUI";100
"221030 SAO JULIAO";75
"221037 SAO LUIS DO PIAUI";6
"221038 SAO MIGUEL DA BAIXA GRANDE";1
"221039 SAO MIGUEL DO FIDALGO";2
"221040 SAO MIGUEL DO TAPUIO";8
"221050 SAO PEDRO DO PIAUI";196
"221060 SAO RAIMUNDO NONATO";16
"221070 SIMOES";80
"221080 SIMPLICIO MENDES";915
"221093 SUSSUAPARA";44
"221097 TANQUE DO PIAUI";16
"221100 TERESINA";3423
"221110 UNIAO";13
"221120 URUCUI";167
"221130 VALENCA DO PIAUI";17
"221140 VARZEA GRANDE";30
"221150 VERA MENDES";28
"221160 VILA NOVA DO PIAUI";214
"221170 WALL FERRAZ";21
"230010 ABAIARA";296
"230015 ACARAPE";13
"230020 ACARAU";97
"230030 ACOPIARA";149
"230040 AIUABA";47
"230050 ALCANTARAS";139
"230060 ALTANEIRA";28
"230070 ALTO SANTO";12
"230075 AMONTADA";45
"230080 ANTONINA DO NORTE";52
"230090 APUIARES";43
"230100 AQUIRAZ";88
"230110 ARACATI";624
"230120 ARACOIABA";63
"230125 ARARENDA";35
"230130 ARARIPE";211
"230140 ARATUBA";149
"230150 ARNEIROZ";7
"230160 ASSARE";81
"230170 AURORA";41
"230180 BAIXIO";31
"230185 BANABUIU";36
"230190 BARBALHA";2934
"230195 BARREIRA";11
"230200 BARRO";192
"230205 BARROQUINHA";60
"230210 BATURITE";22
"230220 BEBERIBE";153
"230230 BELA CRUZ";24
"230240 BOA VIAGEM";1063
"230250 BREJO SANTO";3967
"230260 CAMOCIM";1005
"230270 CAMPOS SALES";263
"230280 CANINDE";140
"230290 CAPISTRANO";19
"230300 CARIDADE";200
"230310 CARIRE";17
"230320 CARIRIACU";361
"230330 CARIUS";45
"230340 CARNAUBAL";34
"230350 CASCAVEL";598
"230360 CATARINA";16
"230365 CATUNDA";33
"230370 CAUCAIA";820
"230380 CEDRO";272
"230390 CHAVAL";6
"230393 CHORO";60
"230395 CHOROZINHO";12
"230400 COREAU";173
"230410 CRATEUS";248
"230420 CRATO";3469
"230425 CRUZ";23
"230426 DEPUTADO IRAPUAN PINHEIRO";4
"230428 EUSEBIO";68
"230430 FARIAS BRITO";874
"230435 FORQUILHA";8
"230440 FORTALEZA";29346
"230445 FORTIM";271
"230450 FRECHEIRINHA";8
"230460 GENERAL SAMPAIO";6
"230470 GRANJA";35
"230480 GRANJEIRO";83
"230490 GROAIRAS";12
"230495 GUAIUBA";106
"230500 GUARACIABA DO NORTE";11
"230510 GUARAMIRANGA";51
"230520 HIDROLANDIA";22
"230523 HORIZONTE";48
"230526 IBARETAMA";4
"230530 IBIAPINA";9
"230533 IBICUITINGA";95
"230535 ICAPUI";1822
"230540 ICO";593
"230550 IGUATU";115
"230560 INDEPENDENCIA";31
"230565 IPAPORANGA";10
"230570 IPAUMIRIM";8
"230580 IPU";351
"230590 IPUEIRAS";6
"230600 IRACEMA";52
"230610 IRAUCUBA";169
"230620 ITAICABA";53
"230625 ITAITINGA";28
"230630 ITAPAGE";32
"230640 ITAPIPOCA";1375
"230650 ITAPIUNA";28
"230655 ITAREMA";16
"230660 ITATIRA";8
"230670 JAGUARETAMA";275
"230680 JAGUARIBARA";291
"230690 JAGUARIBE";19
"230700 JAGUARUANA";513
"230710 JARDIM";300
"230720 JATI";235
"230725 JIJOCA DE JERICOACOARA";34
"230730 JUAZEIRO DO NORTE";6550
"230740 JUCAS";22
"230750 LAVRAS DA MANGABEIRA";367
"230760 LIMOEIRO DO NORTE";180
"230763 MADALENA";13
"230765 MARACANAU";1386
"230770 MARANGUAPE";351
"230780 MARCO";91
"230790 MARTINOPOLE";1
"230800 MASSAPE";141
"230810 MAURITI";656
"230820 MERUOCA";146
"230830 MILAGRES";417
"230835 MILHA";8
"230837 MIRAIMA";133
"230840 MISSAO VELHA";1050
"230850 MOMBACA";348
"230860 MONSENHOR TABOSA";318
"230870 MORADA NOVA";1232
"230880 MORAUJO";5
"230890 MORRINHOS";5
"230900 MUCAMBO";36
"230910 MULUNGU";7
"230920 NOVA OLINDA";150
"230930 NOVA RUSSAS";51
"230940 NOVO ORIENTE";67
"230945 OCARA";133
"230950 OROS";109
"230960 PACAJUS";10
"230970 PACATUBA";614
"230980 PACOTI";123
"230990 PACUJA";7
"231000 PALHANO";527
"231010 PALMACIA";234
"231020 PARACURU";243
"231025 PARAIPABA";13
"231030 PARAMBU";29
"231040 PARAMOTI";54
"231050 PEDRA BRANCA";897
"231060 PENAFORTE";583
"231070 PENTECOSTE";17
"231080 PEREIRO";55
"231085 PINDORETAMA";253
"231090 PIQUET CARNEIRO";25
"231095 PIRES FERREIRA";6
"231110 PORTEIRAS";434
"231120 POTENGI";5
"231123 POTIRETAMA";2
"231126 QUITERIANOPOLIS";391
"231130 QUIXADA";55
"231135 QUIXELO";6
"231140 QUIXERAMOBIM";404
"231150 QUIXERE";206
"231160 REDENCAO";30
"231170 RERIUTABA";96
"231180 RUSSAS";276
"231190 SABOEIRO";6
"231195 SALITRE";197
"231200 SANTANA DO ACARAU";149
"231210 SANTANA DO CARIRI";831
"231220 SANTA QUITERIA";47
"231230 SAO BENEDITO";17
"231240 SAO GONCALO DO AMARANTE";60
"231250 SAO JOAO DO JAGUARIBE";47
"231260 SAO LUIS DO CURU";2
"231270 SENADOR POMPEU";28
"231280 SENADOR SA";26
"231290 SOBRAL";1304
"231300 SOLONOPOLE";1
"231310 TABULEIRO DO NORTE";188
"231320 TAMBORIL";532
"231325 TARRAFAS";22
"231330 TAUA";331
"231335 TEJUCUOCA";25
"231340 TIANGUA";40
"231350 TRAIRI";149
"231355 TURURU";11
"231360 UBAJARA";6
"231370 UMARI";266
"231375 UMIRIM";4
"231380 URUBURETAMA";54
"231390 URUOCA";9
"231395 VARJOTA";124
"231400 VARZEA ALEGRE";510
"231410 VICOSA DO CEARA";15
"240010 ACARI";80
"240020 ACU";133
"240030 AFONSO BEZERRA";92
"240040 AGUA NOVA";7
"240050 ALEXANDRIA";6
"240060 ALMINO AFONSO";2
"240070 ALTO DO RODRIGUES";1
"240080 ANGICOS";41
"240090 ANTONIO MARTINS";12
"240100 APODI";130
"240110 AREIA BRANCA";31
"240120 ARES";279
"240130 AUGUSTO SEVERO";7
"240140 BAIA FORMOSA";261
"240145 BARAUNA";106
"240150 BARCELONA";3
"240160 BENTO FERNANDES";124
"240165 BODO";4
"240170 BOM JESUS";21
"240180 BREJINHO";141
"240185 CAICARA DO NORTE";12
"240190 CAICARA DO RIO DO VENTO";168
"240200 CAICO";824
"240210 CAMPO REDONDO";10
"240220 CANGUARETAMA";61
"240230 CARAUBAS";7
"240240 CARNAUBA DOS DANTAS";385
"240250 CARNAUBAIS";13
"240260 CEARA-MIRIM";89
"240270 CERRO CORA";7
"240280 CORONEL EZEQUIEL";34
"240290 CORONEL JOAO PESSOA";4
"240300 CRUZETA";7
"240310 CURRAIS NOVOS";373
"240320 DOUTOR SEVERIANO";5
"240325 PARNAMIRIM";835
"240340 EQUADOR";35
"240350 ESPIRITO SANTO";7
"240360 EXTREMOZ";326
"240370 FELIPE GUERRA";13
"240375 FERNANDO PEDROZA";50
"240380 FLORANIA";181
"240400 FRUTUOSO GOMES";5
"240410 GALINHOS";79
"240420 GOIANINHA";55
"240430 GOVERNADOR DIX-SEPT ROSADO";3
"240440 GROSSOS";47
"240450 GUAMARE";105
"240460 IELMO MARINHO";237
"240470 IPANGUACU";2
"240480 IPUEIRA";57
"240490 ITAU";7
"240500 JACANA";88
"240510 JANDAIRA";153
"240520 JANDUIS";5
"240530 JANUARIO CICCO";69
"240540 JAPI";9
"240550 JARDIM DE ANGICOS";111
"240560 JARDIM DE PIRANHAS";20
"240570 JARDIM DO SERIDO";645
"240580 JOAO CAMARA";490
"240600 JOSE DA PENHA";7
"240610 JUCURUTU";49
"240615 JUNDIA";112
"240620 LAGOA D'ANTA";75
"240630 LAGOA DE PEDRAS";7
"240640 LAGOA DE VELHOS";165
"240650 LAGOA NOVA";45
"240660 LAGOA SALGADA";10
"240670 LAJES";170
"240680 LAJES PINTADAS";79
"240690 LUCRECIA";1
"240700 LUIS GOMES";17
"240710 MACAIBA";1326
"240720 MACAU";132
"240725 MAJOR SALES";2
"240730 MARCELINO VIEIRA";10
"240740 MARTINS";6
"240750 MAXARANGUAPE";5
"240760 MESSIAS TARGINO";8
"240770 MONTANHAS";55
"240780 MONTE ALEGRE";59
"240790 MONTE DAS GAMELEIRAS";29
"240800 MOSSORO";1251
"240810 NATAL";1935
"240820 NISIA FLORESTA";107
"240830 NOVA CRUZ";278
"240840 OLHO-D'AGUA DO BORGES";1
"240850 OURO BRANCO";153
"240860 PARANA";2
"240870 PARAU";1
"240880 PARAZINHO";267
"240890 PARELHAS";749
"240895 RIO DO FOGO";171
"240910 PASSA E FICA";80
"240920 PASSAGEM";48
"240930 PATU";12
"240933 SANTA MARIA";83
"240940 PAU DOS FERROS";18
"240950 PEDRA GRANDE";26
"240960 PEDRA PRETA";203
"240970 PEDRO AVELINO";137
"240980 PEDRO VELHO";86
"240990 PENDENCIAS";4
"241000 PILOES";52
"241010 POCO BRANCO";58
