Zika Vírus - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2019
"Município de residência";"Todos_os_casos"
"172208 WANDERLANDIA";19
"172210 XAMBIOA";1
"210005 ACAILANDIA";6
"210010 AFONSO CUNHA";2
"210047 ALTO ALEGRE DO PINDARE";3
"210100 ARARI";5
"210110 AXIXA";2
"210120 BACABAL";2
"210125 BACABEIRA";2
"210135 BACURITUBA";1
"210140 BALSAS";71
"210160 BARRA DO CORDA";16
"210170 BARREIRINHAS";2
"210177 BELA VISTA DO MARANHAO";1
"210190 BEQUIMAO";1
"210200 BOM JARDIM";1
"210210 BREJO";1
"210290 CARUTAPERA";4
"210300 CAXIAS";1
"210315 CENTRO DO GUILHERME";1
"210320 CHAPADINHA";3
"210330 CODO";4
"210340 COELHO NETO";3
"210350 COLINAS";2
"210355 CONCEICAO DO LAGO-ACU";1
"210370 CURURUPU";1
"210380 DOM PEDRO";1
"210405 ESTREITO";1
"210420 FORTUNA";2
"210450 GOVERNADOR ARCHER";1
"210467 GOVERNADOR NUNES FREIRE";1
"210500 HUMBERTO DE CAMPOS";2
"210510 ICATU";1
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";9
"210540 ITAPECURU MIRIM";11
"210632 MARACACUME";3
"210640 MATA ROMA";3
"210663 MATOES DO NORTE";1
"210675 MIRANDA DO NORTE";2
"210745 OLINDA NOVA DO MARANHAO";1
"210750 PACO DO LUMIAR";6
"210820 PEDREIRAS";6
"210825 PEDRO DO ROSARIO";1
"210850 PINDARE-MIRIM";2
"210860 PINHEIRO";4
"210890 POCAO DE PEDRAS";1
"210900 PORTO FRANCO";1
"210910 PRESIDENTE DUTRA";1
"210920 PRESIDENTE JUSCELINO";1
"210940 PRIMEIRA CRUZ";25
"210960 ROSARIO";5
"210990 SANTA INES";2
"211000 SANTA LUZIA";2
"211020 SANTA RITA";3
"211040 SAO BENEDITO DO RIO PRETO";2
"211050 SAO BENTO";1
"211105 SAO JOAO DO PARAISO";17
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";15
"211130 SAO LUIS";176
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211150 SAO MATEUS DO MARANHAO";2
"211153 SAO PEDRO DA AGUA BRANCA";1
"211160 SAO RAIMUNDO DAS MANGABEIRAS";2
"211200 TASSO FRAGOSO";1
"211210 TIMBIRAS";1
"211220 TIMON";1
"211250 TUTOIA";1
"211260 URBANO SANTOS";5
"211280 VIANA";2
"211290 VITORIA DO MEARIM";1
"220030 ALTO LONGA";1
"220040 ALTOS";1
"220115 BAIXA GRANDE DO RIBEIRO";3
"220157 BELEM DO PIAUI";3
"220160 BENEDITINOS";2
"220190 BOM JESUS";4
"220198 BREJO DO PIAUI";1
"220200 BURITI DOS LOPES";1
"220213 CAMPO GRANDE DO PIAUI";5
"220220 CAMPO MAIOR";3
"220230 CANTO DO BURITI";2
"220253 CARAUBAS DO PIAUI";6
"220255 CARIDADE DO PIAUI";3
"220260 CASTELO DO PIAUI";3
"220270 COCAL";1
"220277 COLONIA DO PIAUI";2
"220370 ESPERANTINA";1
"220390 FLORIANO";3
"220554 LAGOINHA DO PIAUI";4
"220600 MARCOS PARENTE";1
"220667 MORRO DO CHAPEU DO PIAUI";1
"220700 OEIRAS";16
"220770 PARNAIBA";14
"220779 PAU D'ARCO DO PIAUI";1
"220790 PEDRO II";2
"220800 PICOS";3
"220840 PIRIPIRI";9
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";2
"220995 SAO JOAO DA VARJOTA";3
"221060 SAO RAIMUNDO NONATO";1
"221063 SEBASTIAO LEAL";6
"221100 TERESINA";69
"230020 ACARAU";1
"230030 ACOPIARA";23
"230075 AMONTADA";6
"230100 AQUIRAZ";3
"230110 ARACATI";35
"230120 ARACOIABA";1
"230125 ARARENDA";1
"230140 ARATUBA";49
"230150 ARNEIROZ";1
"230185 BANABUIU";1
"230190 BARBALHA";8
"230200 BARRO";2
"230205 BARROQUINHA";1
"230210 BATURITE";3
"230220 BEBERIBE";5
"230230 BELA CRUZ";3
"230240 BOA VIAGEM";7
"230250 BREJO SANTO";6
"230280 CANINDE";1
"230290 CAPISTRANO";1
"230300 CARIDADE";1
"230350 CASCAVEL";19
"230360 CATARINA";22
"230370 CAUCAIA";12
"230390 CHAVAL";1
"230400 COREAU";1
"230410 CRATEUS";2
"230420 CRATO";4
"230425 CRUZ";5
"230428 EUSEBIO";3
"230430 FARIAS BRITO";2
"230440 FORTALEZA";128
"230445 FORTIM";1
"230470 GRANJA";1
"230480 GRANJEIRO";1
"230520 HIDROLANDIA";1
"230523 HORIZONTE";12
"230526 IBARETAMA";1
"230530 IBIAPINA";3
"230535 ICAPUI";10
"230560 INDEPENDENCIA";2
"230620 ITAICABA";3
"230630 ITAPAGE";2
"230640 ITAPIPOCA";8
"230650 ITAPIUNA";2
"230655 ITAREMA";1
"230680 JAGUARIBARA";6
"230690 JAGUARIBE";3
"230720 JATI";4
"230730 JUAZEIRO DO NORTE";2
"230760 LIMOEIRO DO NORTE";5
"230765 MARACANAU";6
"230770 MARANGUAPE";18
"230800 MASSAPE";4
"230810 MAURITI";1
"230830 MILAGRES";1
"230837 MIRAIMA";7
"230840 MISSAO VELHA";1
"230870 MORADA NOVA";2
"230910 MULUNGU";3
"230920 NOVA OLINDA";1
"230940 NOVO ORIENTE";1
"230945 OCARA";2
"230960 PACAJUS";1
"230970 PACATUBA";21
"230980 PACOTI";9
"231000 PALHANO";6
"231010 PALMACIA";1
"231020 PARACURU";7
"231025 PARAIPABA";1
"231030 PARAMBU";2
"231040 PARAMOTI";1
"231050 PEDRA BRANCA";2
"231070 PENTECOSTE";1
"231080 PEREIRO";2
"231085 PINDORETAMA";2
"231100 PORANGA";10
"231130 QUIXADA";10
"231135 QUIXELO";1
"231140 QUIXERAMOBIM";24
"231150 QUIXERE";5
"231180 RUSSAS";1
"231195 SALITRE";5
"231210 SANTANA DO CARIRI";1
"231240 SAO GONCALO DO AMARANTE";4
"231250 SAO JOAO DO JAGUARIBE";4
"231290 SOBRAL";23
"231320 TAMBORIL";1
"231335 TEJUCUOCA";1
"231350 TRAIRI";3
"231355 TURURU";1
"231380 URUBURETAMA";6
"231390 URUOCA";4
"231395 VARJOTA";1
"240010 ACARI";3
"240020 ACU";60
"240030 AFONSO BEZERRA";1
"240050 ALEXANDRIA";2
"240060 ALMINO AFONSO";1
"240070 ALTO DO RODRIGUES";1
"240080 ANGICOS";26
"240100 APODI";1
"240110 AREIA BRANCA";3
"240130 AUGUSTO SEVERO";1
"240140 BAIA FORMOSA";1
"240145 BARAUNA";1
"240150 BARCELONA";12
"240165 BODO";3
"240180 BREJINHO";5
"240190 CAICARA DO RIO DO VENTO";1
"240200 CAICO";4
"240210 CAMPO REDONDO";3
"240220 CANGUARETAMA";65
"240230 CARAUBAS";1
"240260 CEARA-MIRIM";10
"240280 CORONEL EZEQUIEL";2
"240310 CURRAIS NOVOS";10
"240320 DOUTOR SEVERIANO";1
"240325 PARNAMIRIM";250
"240350 ESPIRITO SANTO";1
"240360 EXTREMOZ";6
"240375 FERNANDO PEDROZA";1
"240380 FLORANIA";3
"240420 GOIANINHA";5
"240440 GROSSOS";3
"240450 GUAMARE";1
"240460 IELMO MARINHO";1
"240485 ITAJA";1
"240490 ITAU";2
"240530 JANUARIO CICCO";3
"240540 JAPI";15
"240570 JARDIM DO SERIDO";1
"240580 JOAO CAMARA";4
"240600 JOSE DA PENHA";1
"240610 JUCURUTU";1
"240615 JUNDIA";1
"240620 LAGOA D'ANTA";4
"240630 LAGOA DE PEDRAS";4
"240640 LAGOA DE VELHOS";4
"240650 LAGOA NOVA";27
"240660 LAGOA SALGADA";1
"240680 LAJES PINTADAS";3
"240690 LUCRECIA";2
"240710 MACAIBA";11
"240720 MACAU";2
"240750 MAXARANGUAPE";1
"240770 MONTANHAS";1
"240780 MONTE ALEGRE";1
"240800 MOSSORO";136
"240810 NATAL";591
"240820 NISIA FLORESTA";7
"240830 NOVA CRUZ";3
"240880 PARAZINHO";6
"240890 PARELHAS";2
"240895 RIO DO FOGO";2
"240910 PASSA E FICA";2
"240933 SANTA MARIA";2
"240940 PAU DOS FERROS";25
"240950 PEDRA GRANDE";2
"240980 PEDRO VELHO";14
"241020 PORTALEGRE";1
"241030 SERRA CAIADA";58
"241040 PUREZA";1
"241050 RAFAEL FERNANDES";1
"241105 TIBAU";1
"241110 RUY BARBOSA";79
"241120 SANTA CRUZ";33
"241140 SANTANA DO MATOS";1
"241150 SANTO ANTONIO";31
"241170 SAO BENTO DO TRAIRI";2
"241200 SAO GONCALO DO AMARANTE";17
"241220 SAO JOSE DE MIPIBU";6
"241230 SAO JOSE DO CAMPESTRE";24
"241240 SAO JOSE DO SERIDO";1
"241255 SAO MIGUEL DO GOSTOSO";4
"241260 SAO PAULO DO POTENGI";5
"241270 SAO PEDRO";2
"241280 SAO RAFAEL";2
"241290 SAO TOME";2
"241300 SAO VICENTE";1
"241320 SENADOR GEORGINO AVELINO";3
"241330 SERRA DE SAO BENTO";1
"241350 SERRINHA";1
"241355 SERRINHA DOS PINTOS";4
"241370 SITIO NOVO";2
"241390 TAIPU";2
"241400 TANGARA";2
"241420 TIBAU DO SUL";1
"241440 TOUROS";4
"241480 VERA CRUZ";2
"250030 ALAGOA GRANDE";25
"250040 ALAGOA NOVA";33
"250057 ALGODAO DE JANDAIRA";1
"250060 ALHANDRA";1
"250080 ARACAGI";1
"250100 ARARUNA";2
"250110 AREIA";5
"250120 AREIAL";4
"250130 AROEIRAS";2
"250150 BANANEIRAS";1
"250153 BARAUNA";1
"250157 BARRA DE SANTANA";1
"250160 BARRA DE SANTA ROSA";4
"250180 BAYEUX";10
"250190 BELEM";3
"250200 BELEM DO BREJO DO CRUZ";1
"250215 BOA VISTA";2
"250250 BOQUEIRAO";1
"250280 BREJO DO CRUZ";4
"250310 CABACEIRAS";3
"250320 CABEDELO";10
"250350 CACIMBA DE DENTRO";3
"250370 CAJAZEIRAS";3
"250390 CAMALAU";2
"250400 CAMPINA GRANDE";86
"250403 CAPIM";1
"250435 CATURITE";2
"250450 CONDADO";1
"250460 CONDE";8
"250470 CONGO";2
"250480 COREMAS";1
"250500 CUBATI";3
"250510 CUITE";4
"250520 CUITEGI";2
"250527 CURRAL DE CIMA";4
"250580 DUAS ESTRADAS";2
"250600 ESPERANCA";4
"250610 FAGUNDES";2
"250630 GUARABIRA";10
"250640 GURINHEM";1
"250650 GURJAO";1
"250680 INGA";1
"250700 ITAPORANGA";2
"250710 ITAPOROROCA";1
"250720 ITATUBA";1
"250730 JACARAU";2
"250750 JOAO PESSOA";260
"250760 JUAREZ TAVORA";2
"250770 JUAZEIRINHO";3
"250780 JUNCO DO SERIDO";1
"250790 JURIPIRANGA";2
"250830 LAGOA SECA";3
"250850 LIVRAMENTO";9
"250880 MALTA";1
"250890 MAMANGUAPE";3
"250910 MARI";1
"250920 MASSARANDUBA";6
"250930 MATARACA";1
"250933 MATINHAS";1
"250939 MATUREIA";1
"250940 MOGEIRO";1
"250970 MONTEIRO";21
"250980 MULUNGU";1
"250990 NATUBA";2
"251010 NOVA FLORESTA";1
"251050 OLIVEDOS";2
"251080 PATOS";2
"251110 PEDRA LAVRADA";4
"251120 PEDRAS DE FOGO";1
"251150 PILAR";1
"251160 PILOES";1
"251200 POCINHOS";2
"251210 POMBAL";1
"251220 PRATA";2
"251240 PUXINANA";1
"251250 QUEIMADAS";5
"251260 QUIXABA";1
"251270 REMIGIO";3
"251275 RIACHAO DO BACAMARTE";1
"251276 RIACHAO DO POCO";1
"251278 RIACHO DE SANTO ANTONIO";8
"251290 RIO TINTO";3
"251335 SANTA INES";1
"251340 SANTA LUZIA";1
"251370 SANTA RITA";15
"251410 SAO JOAO DO TIGRE";1
"251450 SAO JOSE DE PIRANHAS";8
"251470 SAO JOSE DO SABUGI";1
"251480 SAO JOSE DOS CORDEIROS";1
"251490 SAO MAMEDE";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";5
"251520 SAO SEBASTIAO DO UMBUZEIRO";2
"251530 SAPE";1
"251580 SERRA REDONDA";2
"251593 SERTAOZINHO";31
"251600 SOLANEA";2
"251610 SOLEDADE";3
"251620 SOUSA";2
"251650 TAPEROA";1
"251670 TEIXEIRA";4
"251700 UMBUZEIRO";3
"260005 ABREU E LIMA";8
"260020 AFRANIO";1
"260030 AGRESTINA";1
"260050 AGUAS BELAS";2
"260090 AMARAJI";5
"260110 ARARIPINA";1
"260120 ARCOVERDE";19
"260160 BELEM DE SAO FRANCISCO";3
"260180 BETANIA";6
"260190 BEZERROS";1
"260210 BOM CONSELHO";4
"260220 BOM JARDIM";1
"260270 BUENOS AIRES";1
"260280 BUIQUE";6
"260290 CABO DE SANTO AGOSTINHO";38
"260300 CABROBO";20
"260340 CALUMBI";1
"260345 CAMARAGIBE";12
"260360 CAMUTANGA";1
"260392 CARNAUBEIRA DA PENHA";13
"260400 CARPINA";8
"260410 CARUARU";42
"260415 CASINHAS";1
"260420 CATENDE";2
"260430 CEDRO";2
"260440 CHA DE ALEGRIA";2
"260450 CHA GRANDE";1
"260460 CONDADO";2
"260500 CUPIRA";1
"260510 CUSTODIA";54
"260515 DORMENTES";10
"260520 ESCADA";2
"260540 FEIRA NOVA";1
"260545 FERNANDO DE NORONHA";20
"260570 FLORESTA";6
"260600 GARANHUNS";16
"260610 GLORIA DO GOITA";2
"260620 GOIANA";4
"260640 GRAVATA";4
"260660 IBIMIRIM";36
"260680 IGARASSU";4
"260690 IGUARACY";1
"260700 INAJA";1
"260710 INGAZEIRA";3
"260720 IPOJUCA";2496
"260750 ITAIBA";1
"260765 ITAMBE";2
"260770 ITAPETIM";5
"260780 ITAQUITINGA";1
"260790 JABOATAO DOS GUARARAPES";76
"260800 JATAUBA";1
"260805 JATOBA";1
"260810 JOAO ALFREDO";6
"260820 JOAQUIM NABUCO";1
"260860 LAGOA DO OURO";4
"260875 LAGOA GRANDE";1
"260880 LAJEDO";7
"260890 LIMOEIRO";3
"260900 MACAPARANA";1
"260915 MANARI";2
"260930 MIRANDIBA";4
"260940 MORENO";3
"260950 NAZARE DA MATA";1
"260960 OLINDA";7
"261000 PALMARES";2
"261030 PARANATAMA";12
"261050 PASSIRA";1
"261060 PAUDALHO";22
"261070 PAULISTA";27
"261090 PESQUEIRA";4
"261110 PETROLINA";254
"261130 POMBOS";1
"261150 QUIPAPA";1
"261160 RECIFE";215
"261170 RIACHO DAS ALMAS";1
"261190 RIO FORMOSO";1
"261210 SALGADINHO";1
"261220 SALGUEIRO";62
"261247 SANTA CRUZ DA BAIXA VERDE";1
"261250 SANTA CRUZ DO CAPIBARIBE";5
"261320 SAO JOAO";11
"261330 SAO JOAQUIM DO MONTE";8
"261340 SAO JOSE DA COROA GRANDE";1
"261350 SAO JOSE DO BELMONTE";2
"261360 SAO JOSE DO EGITO";3
"261370 SAO LOURENCO DA MATA";7
"261380 SAO VICENTE FERRER";42
"261390 SERRA TALHADA";27
"261410 SERTANIA";37
"261420 SIRINHAEM";8
"261430 MOREILANDIA";4
"261450 SURUBIM";2
"261485 TAMANDARE";4
"261520 TERRA NOVA";6
"261530 TIMBAUBA";45
"261560 TRINDADE";1
"261570 TRIUNFO";1
"261580 TUPANATINGA";2
"261610 VERDEJANTE";7
"261630 VICENCIA";22
"261640 VITORIA DE SANTO ANTAO";38
"270010 AGUA BRANCA";5
"270020 ANADIA";4
"270030 ARAPIRACA";219
"270040 ATALAIA";4
"270050 BARRA DE SANTO ANTONIO";2
"270060 BARRA DE SAO MIGUEL";12
"270090 BELO MONTE";1
"270100 BOCA DA MATA";49
"270110 BRANQUINHA";1
"270130 CAJUEIRO";5
"270135 CAMPESTRE";1
"270140 CAMPO ALEGRE";16
"270150 CAMPO GRANDE";1
"270160 CANAPI";4
"270170 CAPELA";28
"270180 CARNEIROS";1
"270190 CHA PRETA";8
"270200 COITE DO NOIA";4
"270210 COLONIA LEOPOLDINA";3
"270220 COQUEIRO SECO";5
"270230 CORURIPE";24
"270240 DELMIRO GOUVEIA";12
"270260 FEIRA GRANDE";21
"270280 FLEXEIRAS";2
"270290 GIRAU DO PONCIANO";3
"270310 IGACI";2
"270320 IGREJA NOVA";1
"270330 INHAPI";6
"270350 JACUIPE";2
"270360 JAPARATINGA";2
"270370 JARAMATAIA";1
"270375 JEQUIA DA PRAIA";1
"270380 JOAQUIM GOMES";16
"270390 JUNDIA";1
"270400 JUNQUEIRO";22
"270410 LAGOA DA CANOA";66
"270420 LIMOEIRO DE ANADIA";35
"270430 MACEIO";224
"270440 MAJOR ISIDORO";1
"270450 MARAGOGI";20
"270460 MARAVILHA";2
"270470 MARECHAL DEODORO";2
"270500 MATA GRANDE";8
"270510 MATRIZ DE CAMARAGIBE";3
"270520 MESSIAS";20
"270550 MURICI";1
"270560 NOVO LINO";2
"270590 OLHO D'AGUA GRANDE";1
"270610 OURO BRANCO";4
"270620 PALESTINA";1
"270630 PALMEIRA DOS INDIOS";16
"270640 PAO DE ACUCAR";4
"270642 PARICONHA";2
"270644 PARIPUEIRA";12
"270650 PASSO DE CAMARAGIBE";1
"270660 PAULO JACINTO";1
"270670 PENEDO";87
"270680 PIACABUCU";16
"270700 PINDOBA";1
"270710 PIRANHAS";1
"270720 POCO DAS TRINCHEIRAS";6
"270730 PORTO CALVO";6
"270740 PORTO DE PEDRAS";1
"270750 PORTO REAL DO COLEGIO";1
"270760 QUEBRANGULO";10
"270770 RIO LARGO";20
"270800 SANTANA DO IPANEMA";20
"270810 SANTANA DO MUNDAU";2
"270830 SAO JOSE DA LAJE";2
"270840 SAO JOSE DA TAPERA";9
"270860 SAO MIGUEL DOS CAMPOS";2
"270880 SAO SEBASTIAO";2
"270890 SATUBA";3
"270895 SENADOR RUI PALMEIRA";3
"270900 TANQUE D'ARCA";1
"270910 TAQUARANA";5
"270915 TEOTONIO VILELA";56
"270920 TRAIPU";1
"270930 UNIAO DOS PALMARES";15
"270940 VICOSA";152
"280030 ARACAJU";50
"280040 ARAUA";4
"280060 BARRA DOS COQUEIROS";15
"280067 BOQUIM";1
"280120 CANINDE DE SAO FRANCISCO";14
"280130 CAPELA";1
"280140 CARIRA";1
"280170 CRISTINAPOLIS";25
"280210 ESTANCIA";24
"280290 ITABAIANA";3
"280320 ITAPORANGA D'AJUDA";2
"280350 LAGARTO";1
"280400 MARUIM";1
"280410 MOITA BONITA";2
"280420 MONTE ALEGRE DE SERGIPE";14
"280440 NEOPOLIS";135
"280480 NOSSA SENHORA DO SOCORRO";9
"280540 POCO REDONDO";1
"280580 RIACHAO DO DANTAS";1
"280630 SANTA LUZIA DO ITANHY";10
"280670 SAO CRISTOVAO";1
"280710 SIMAO DIAS";101
"280740 TOBIAS BARRETO";16
"280760 UMBAUBA";1
"290030 ACAJUTIBA";3
"290035 ADUSTINA";3
"290040 AGUA FRIA";1
"290050 ERICO CARDOSO";6
"290070 ALAGOINHAS";42
"290115 AMERICA DOURADA";13
"290135 ANDORINHA";7
"290150 ANGUERA";4
"290170 ANTONIO CARDOSO";2
"290195 APUAREMA";1
"290200 ARACATU";1
"290210 ARACI";1
"290270 BARRA";3
"290290 BARRA DO CHOCA";1
"290300 BARRA DO MENDES";3
"290310 BARRA DO ROCHA";1
"290320 BARREIRAS";49
"290327 BARROCAS";1
"290340 BELMONTE";4
"290350 BELO CAMPO";3
"290370 BOA NOVA";1
"290390 BOM JESUS DA LAPA";1
"290400 BONINAL";2
"290410 BOQUIRA";9
"290420 BOTUPORA";1
"290450 BROTAS DE MACAUBAS";13
"290460 BRUMADO";20
"290475 BURITIRAMA";1
"290480 CAATIBA";1
"290490 CACHOEIRA";1
"290510 CAEM";3
"290520 CAETITE";1
"290540 CAIRU";1
"290560 CAMACAN";1
"290570 CAMACARI";116
"290590 CAMPO ALEGRE DE LOURDES";1
"290600 CAMPO FORMOSO";3
"290640 CANDEAL";1
"290650 CANDEIAS";3
"290670 CANDIDO SALES";5
"290680 CANSANCAO";4
"290685 CAPELA DO ALTO ALEGRE";4
"290687 CAPIM GROSSO";12
"290690 CARAVELAS";1
"290720 CASA NOVA";4
"290750 CATU";14
"290770 CHORROCHO";1
"290790 CIPO";1
"290830 CONCEICAO DO ALMEIDA";1
"290850 CONCEICAO DO JACUIPE";10
"290860 CONDE";18
"290880 CONTENDAS DO SINCORA";1
"290940 COTEGIPE";15
