Zika Vírus - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2016
"Município de residência";"Todos_os_casos"
"170650 DARCINOPOLIS";10
"170700 DIANOPOLIS";27
"170710 DIVINOPOLIS DO TOCANTINS";29
"170720 DOIS IRMAOS DO TOCANTINS";3
"170740 ESPERANTINA";4
"170755 FATIMA";12
"170765 FIGUEIROPOLIS";3
"170770 FILADELFIA";1
"170820 FORMOSO DO ARAGUAIA";3
"170825 FORTALEZA DO TABOCAO";1
"170830 GOIANORTE";13
"170900 GOIATINS";5
"170930 GUARAI";512
"170950 GURUPI";69
"170980 IPUEIRAS";3
"171050 ITACAJA";3
"171070 ITAGUATINS";23
"171110 ITAPORA DO TOCANTINS";20
"171190 LAGOA DA CONFUSAO";35
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";4
"171280 MAURILANDIA DO TOCANTINS";6
"171320 MIRACEMA DO TOCANTINS";328
"171330 MIRANORTE";33
"171370 MONTE SANTO DO TOCANTINS";5
"171380 PALMEIRAS DO TOCANTINS";1
"171420 NATIVIDADE";8
"171488 NOVA OLINDA";3
"171500 NOVA ROSALANDIA";17
"171510 NOVO ACORDO";2
"171515 NOVO ALEGRE";3
"171570 PALMEIRANTE";4
"171575 PALMEIROPOLIS";17
"171610 PARAISO DO TOCANTINS";18
"171620 PARANA";1
"171630 PAU D'ARCO";1
"171650 PEDRO AFONSO";47
"171660 PEIXE";1
"171665 PEQUIZEIRO";55
"171670 COLMEIA";5
"171720 PIRAQUE";20
"171750 PIUM";2
"171790 PONTE ALTA DO TOCANTINS";15
"171820 PORTO NACIONAL";341
"171830 PRAIA NORTE";5
"171845 PUGMIL";39
"171850 RECURSOLANDIA";19
"171855 RIACHINHO";3
"171870 RIO DOS BOIS";1
"171875 RIO SONO";2
"171884 SANDOLANDIA";3
"171886 SANTA FE DO ARAGUAIA";5
"171888 SANTA MARIA DO TOCANTINS";10
"171890 SANTA ROSA DO TOCANTINS";7
"171900 SANTA TEREZA DO TOCANTINS";1
"172020 SAO MIGUEL DO TOCANTINS";13
"172049 SAO VALERIO";7
"172065 SILVANOPOLIS";71
"172080 SITIO NOVO DO TOCANTINS";12
"172090 TAGUATINGA";2
"172100 PALMAS";2750
"172110 TOCANTINIA";68
"172120 TOCANTINOPOLIS";150
"172125 TUPIRAMA";1
"172208 WANDERLANDIA";7
"172210 XAMBIOA";9
"210005 ACAILANDIA";253
"210015 AGUA DOCE DO MARANHAO";5
"210020 ALCANTARA";29
"210043 ALTO ALEGRE DO MARANHAO";1
"210050 ALTO PARNAIBA";1
"210060 AMARANTE DO MARANHAO";113
"210070 ANAJATUBA";2
"210100 ARARI";2
"210120 BACABAL";12
"210125 BACABEIRA";4
"210140 BALSAS";15
"210160 BARRA DO CORDA";58
"210170 BARREIRINHAS";2
"210177 BELA VISTA DO MARANHAO";1
"210190 BEQUIMAO";1
"210200 BOM JARDIM";1
"210270 CANTANHEDE";73
"210280 CAROLINA";1
"210300 CAXIAS";26
"210320 CHAPADINHA";3
"210330 CODO";1
"210340 COELHO NETO";1
"210350 COLINAS";1
"210360 COROATA";1
"210370 CURURUPU";5
"210375 DAVINOPOLIS";4
"210405 ESTREITO";21
"210430 GODOFREDO VIANA";1
"210455 GOVERNADOR EDISON LOBAO";11
"210467 GOVERNADOR NUNES FREIRE";1
"210480 GRAJAU";1
"210510 ICATU";1
"210530 IMPERATRIZ";76
"210540 ITAPECURU MIRIM";13
"210542 ITINGA DO MARANHAO";1
"210550 JOAO LISBOA";4
"210570 LAGO DA PEDRA";10
"210598 LAJEADO NOVO";1
"210663 MATOES DO NORTE";9
"210670 MIRADOR";1
"210675 MIRANDA DO NORTE";45
"210680 MIRINZAL";2
"210700 MONTES ALTOS";5
"210720 NINA RODRIGUES";3
"210735 NOVA OLINDA DO MARANHAO";1
"210750 PACO DO LUMIAR";117
"210805 PAULINO NEVES";1
"210820 PEDREIRAS";57
"210825 PEDRO DO ROSARIO";1
"210830 PENALVA";1
"210850 PINDARE-MIRIM";11
"210870 PIO XII";1
"210880 PIRAPEMAS";7
"210890 POCAO DE PEDRAS";35
"210905 PORTO RICO DO MARANHAO";26
"210910 PRESIDENTE DUTRA";31
"210927 PRESIDENTE SARNEY";1
"210930 PRESIDENTE VARGAS";2
"210940 PRIMEIRA CRUZ";1
"210945 RAPOSA";17
"210960 ROSARIO";5
"210975 SANTA FILOMENA DO MARANHAO";1
"210980 SANTA HELENA";1
"210990 SANTA INES";6
"211000 SANTA LUZIA";1
"211010 SANTA QUITERIA DO MARANHAO";27
"211020 SANTA RITA";2
"211023 SANTANA DO MARANHAO";1
"211027 SANTO AMARO DO MARANHAO";1
"211060 SAO BERNARDO";1
"211070 SAO DOMINGOS DO MARANHAO";4
"211100 SAO JOAO BATISTA";1
"211105 SAO JOAO DO PARAISO";11
"211120 SAO JOSE DE RIBAMAR";427
"211130 SAO LUIS";2814
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211150 SAO MATEUS DO MARANHAO";24
"211176 SENADOR LA ROCQUE";97
"211178 SERRANO DO MARANHAO";1
"211210 TIMBIRAS";1
"211220 TIMON";5
"211223 TRIZIDELA DO VALE";1
"211230 TUNTUM";1
"211240 TURIACU";1
"211250 TUTOIA";17
"211260 URBANO SANTOS";4
"211270 VARGEM GRANDE";37
"211280 VIANA";5
"211285 VILA NOVA DOS MARTIRIOS";42
"211300 VITORINO FREIRE";48
"211400 ZE DOCA";333
"220020 AGUA BRANCA";1
"220027 ALEGRETE DO PIAUI";7
"220040 ALTOS";5
"220060 ANGICAL DO PIAUI";1
"220120 BARRAS";1
"220150 BATALHA";16
"220196 BRASILEIRA";2
"220200 BURITI DOS LOPES";1
"220202 BURITI DOS MONTES";7
"220213 CAMPO GRANDE DO PIAUI";1
"220220 CAMPO MAIOR";4
"220270 COCAL";5
"220272 COCAL DOS ALVES";1
"220370 ESPERANTINA";3
"220390 FLORIANO";2
"220420 FRANCISCO SANTOS";1
"220430 FRONTEIRAS";2
"220510 ITAUEIRA";1
"220540 JOAQUIM PIRES";1
"220550 JOSE DE FREITAS";1
"220557 LAGOA DE SAO FRANCISCO";1
"220570 LUIS CORREIA";6
"220595 MARCOLANDIA";2
"220620 MIGUEL ALVES";1
"220640 MONSENHOR GIL";1
"220650 MONSENHOR HIPOLITO";6
"220667 MORRO DO CHAPEU DO PIAUI";1
"220672 NAZARIA";1
"220695 NOVO SANTO ANTONIO";2
"220770 PARNAIBA";39
"220800 PICOS";7
"220820 PIO IX";1
"220840 PIRIPIRI";63
"220870 REDENCAO DO GURGUEIA";1
"220960 SAO FELIX DO PIAUI";1
"221035 SAO LOURENCO DO PIAUI";1
"221040 SAO MIGUEL DO TAPUIO";3
"221100 TERESINA";333
"230020 ACARAU";11
"230030 ACOPIARA";2
"230060 ALTANEIRA";2
"230070 ALTO SANTO";4
"230090 APUIARES";4
"230100 AQUIRAZ";22
"230110 ARACATI";7
"230120 ARACOIABA";3
"230125 ARARENDA";3
"230170 AURORA";1
"230185 BANABUIU";2
"230190 BARBALHA";26
"230195 BARREIRA";1
"230210 BATURITE";18
"230220 BEBERIBE";9
"230230 BELA CRUZ";3
"230240 BOA VIAGEM";29
"230250 BREJO SANTO";3
"230260 CAMOCIM";4
"230270 CAMPOS SALES";12
"230280 CANINDE";39
"230300 CARIDADE";6
"230310 CARIRE";7
"230350 CASCAVEL";8
"230365 CATUNDA";1
"230370 CAUCAIA";767
"230390 CHAVAL";63
"230395 CHOROZINHO";76
"230400 COREAU";12
"230410 CRATEUS";278
"230420 CRATO";14
"230425 CRUZ";5
"230427 ERERE";1
"230428 EUSEBIO";5
"230430 FARIAS BRITO";2
"230435 FORQUILHA";15
"230440 FORTALEZA";3512
"230450 FRECHEIRINHA";13
"230465 GRACA";1
"230470 GRANJA";115
"230490 GROAIRAS";2
"230520 HIDROLANDIA";64
"230523 HORIZONTE";791
"230526 IBARETAMA";1
"230533 IBICUITINGA";1
"230540 ICO";9
"230550 IGUATU";2
"230560 INDEPENDENCIA";301
"230570 IPAUMIRIM";11
"230580 IPU";87
"230590 IPUEIRAS";1
"230600 IRACEMA";3
"230625 ITAITINGA";70
"230630 ITAPAGE";1
"230640 ITAPIPOCA";120
"230650 ITAPIUNA";3
"230655 ITAREMA";4
"230660 ITATIRA";25
"230700 JAGUARUANA";1
"230730 JUAZEIRO DO NORTE";10
"230750 LAVRAS DA MANGABEIRA";3
"230760 LIMOEIRO DO NORTE";17
"230765 MARACANAU";52
"230770 MARANGUAPE";15
"230780 MARCO";336
"230800 MASSAPE";8
"230810 MAURITI";8
"230840 MISSAO VELHA";2
"230870 MORADA NOVA";1
"230880 MORAUJO";110
"230900 MUCAMBO";1
"230910 MULUNGU";2
"230930 NOVA RUSSAS";1
"230945 OCARA";4
"230950 OROS";1
"230960 PACAJUS";27
"230990 PACUJA";5
"231000 PALHANO";1
"231020 PARACURU";3
"231030 PARAMBU";4
"231040 PARAMOTI";1
"231070 PENTECOSTE";129
"231085 PINDORETAMA";5
"231090 PIQUET CARNEIRO";1
"231095 PIRES FERREIRA";2
"231100 PORANGA";17
"231130 QUIXADA";61
"231140 QUIXERAMOBIM";11
"231160 REDENCAO";1
"231170 RERIUTABA";26
"231180 RUSSAS";2
"231195 SALITRE";2
"231210 SANTANA DO CARIRI";1
"231220 SANTA QUITERIA";2
"231240 SAO GONCALO DO AMARANTE";86
"231250 SAO JOAO DO JAGUARIBE";3
"231260 SAO LUIS DO CURU";18
"231270 SENADOR POMPEU";1
"231290 SOBRAL";887
"231320 TAMBORIL";33
"231330 TAUA";4
"231335 TEJUCUOCA";2
"231340 TIANGUA";1
"231355 TURURU";3
"231360 UBAJARA";1
"231380 URUBURETAMA";20
"231390 URUOCA";55
"231395 VARJOTA";83
"231400 VARZEA ALEGRE";1
"240010 ACARI";2
"240020 ACU";60
"240030 AFONSO BEZERRA";6
"240060 ALMINO AFONSO";2
"240070 ALTO DO RODRIGUES";19
"240080 ANGICOS";3
"240090 ANTONIO MARTINS";1
"240100 APODI";32
"240110 AREIA BRANCA";1
"240120 ARES";2
"240145 BARAUNA";17
"240150 BARCELONA";4
"240160 BENTO FERNANDES";1
"240170 BOM JESUS";3
"240185 CAICARA DO NORTE";1
"240190 CAICARA DO RIO DO VENTO";1
"240200 CAICO";39
"240210 CAMPO REDONDO";1
"240220 CANGUARETAMA";15
"240230 CARAUBAS";12
"240240 CARNAUBA DOS DANTAS";8
"240250 CARNAUBAIS";1
"240260 CEARA-MIRIM";69
"240270 CERRO CORA";2
"240280 CORONEL EZEQUIEL";4
"240310 CURRAIS NOVOS";59
"240320 DOUTOR SEVERIANO";2
"240325 PARNAMIRIM";168
"240330 ENCANTO";4
"240340 EQUADOR";1
"240360 EXTREMOZ";159
"240380 FLORANIA";1
"240390 FRANCISCO DANTAS";2
"240400 FRUTUOSO GOMES";6
"240420 GOIANINHA";5
"240440 GROSSOS";1
"240450 GUAMARE";2
"240460 IELMO MARINHO";3
"240470 IPANGUACU";62
"240500 JACANA";22
"240530 JANUARIO CICCO";3
"240540 JAPI";28
"240550 JARDIM DE ANGICOS";4
"240560 JARDIM DE PIRANHAS";7
"240570 JARDIM DO SERIDO";5
"240580 JOAO CAMARA";4
"240600 JOSE DA PENHA";10
"240610 JUCURUTU";2
"240615 JUNDIA";2
"240640 LAGOA DE VELHOS";10
"240660 LAGOA SALGADA";1
"240670 LAJES";3
"240680 LAJES PINTADAS";15
"240700 LUIS GOMES";2
"240710 MACAIBA";12
"240720 MACAU";4
"240730 MARCELINO VIEIRA";2
"240750 MAXARANGUAPE";5
"240760 MESSIAS TARGINO";1
"240800 MOSSORO";811
"240810 NATAL";1530
"240820 NISIA FLORESTA";3
"240830 NOVA CRUZ";42
"240840 OLHO-D'AGUA DO BORGES";1
"240850 OURO BRANCO";11
"240860 PARANA";2
"240880 PARAZINHO";2
"240890 PARELHAS";4
"240910 PASSA E FICA";49
"240920 PASSAGEM";1
"240930 PATU";42
"240933 SANTA MARIA";4
"240940 PAU DOS FERROS";84
"240970 PEDRO AVELINO";1
"240990 PENDENCIAS";1
"241000 PILOES";1
"241030 SERRA CAIADA";4
"241040 PUREZA";18
"241050 RAFAEL FERNANDES";3
"241060 RAFAEL GODEIRO";7
"241080 RIACHO DE SANTANA";1
"241090 RIACHUELO";7
"241100 RODOLFO FERNANDES";1
"241120 SANTA CRUZ";435
"241140 SANTANA DO MATOS";52
"241150 SANTO ANTONIO";12
"241170 SAO BENTO DO TRAIRI";3
"241190 SAO FRANCISCO DO OESTE";3
"241200 SAO GONCALO DO AMARANTE";110
"241220 SAO JOSE DE MIPIBU";25
"241230 SAO JOSE DO CAMPESTRE";23
"241240 SAO JOSE DO SERIDO";15
"241250 SAO MIGUEL";2
"241255 SAO MIGUEL DO GOSTOSO";6
"241260 SAO PAULO DO POTENGI";29
"241270 SAO PEDRO";3
"241300 SAO VICENTE";16
"241310 SENADOR ELOI DE SOUZA";46
"241335 SERRA DO MEL";1
"241340 SERRA NEGRA DO NORTE";1
"241350 SERRINHA";3
"241355 SERRINHA DOS PINTOS";11
"241370 SITIO NOVO";23
"241390 TAIPU";4
"241400 TANGARA";24
"241430 TIMBAUBA DOS BATISTAS";9
"241440 TOUROS";12
"241445 TRIUNFO POTIGUAR";6
"241450 UMARIZAL";2
"241460 UPANEMA";44
"241470 VARZEA";1
"241480 VERA CRUZ";1
"241500 VILA FLOR";3
"250030 ALAGOA GRANDE";244
"250040 ALAGOA NOVA";1
"250050 ALAGOINHA";1
"250053 ALCANTIL";2
"250060 ALHANDRA";2
"250070 SAO JOAO DO RIO DO PEIXE";4
"250077 APARECIDA";2
"250110 AREIA";6
"250130 AROEIRAS";15
"250135 ASSUNCAO";3
"250150 BANANEIRAS";4
"250153 BARAUNA";4
"250157 BARRA DE SANTANA";6
"250160 BARRA DE SANTA ROSA";10
"250180 BAYEUX";2
"250200 BELEM DO BREJO DO CRUZ";1
"250215 BOA VISTA";1
"250220 BOM JESUS";7
"250250 BOQUEIRAO";16
"250280 BREJO DO CRUZ";2
"250310 CABACEIRAS";7
"250330 CACHOEIRA DOS INDIOS";14
"250370 CAJAZEIRAS";345
"250375 CAJAZEIRINHAS";9
"250380 CALDAS BRANDAO";23
"250400 CAMPINA GRANDE";48
"250410 CARRAPATEIRA";1
"250430 CATOLE DO ROCHA";244
"250435 CATURITE";1
"250450 CONDADO";1
"250460 CONDE";4
"250480 COREMAS";3
"250500 CUBATI";55
"250510 CUITE";1
"250600 ESPERANCA";583
"250610 FAGUNDES";2
"250630 GUARABIRA";25
"250640 GURINHEM";74
"250650 GURJAO";14
"250680 INGA";102
"250690 ITABAIANA";602
"250720 ITATUBA";5
"250740 JERICO";19
"250750 JOAO PESSOA";69
"250760 JUAREZ TAVORA";52
"250770 JUAZEIRINHO";87
"250780 JUNCO DO SERIDO";29
"250790 JURIPIRANGA";9
"250800 JURU";6
"250810 LAGOA";81
"250830 LAGOA SECA";3
"250915 MARIZOPOLIS";1
"250920 MASSARANDUBA";1
"250937 MATO GROSSO";4
"250939 MATUREIA";1
"250940 MOGEIRO";82
"250950 MONTADAS";3
"250960 MONTE HOREBE";5
"250990 NATUBA";1
"251010 NOVA FLORESTA";1
"251030 NOVA PALMEIRA";6
"251065 PARARI";1
"251080 PATOS";4
"251090 PAULISTA";4
"251110 PEDRA LAVRADA";1
"251120 PEDRAS DE FOGO";2
"251140 PICUI";7
"251150 PILAR";52
"251170 PILOEZINHOS";1
"251200 POCINHOS";179
"251203 POCO DANTAS";1
"251210 POMBAL";38
"251230 PRINCESA ISABEL";1
"251250 QUEIMADAS";3
"251270 REMIGIO";7
"251278 RIACHO DE SANTO ANTONIO";1
"251280 RIACHO DOS CAVALOS";10
"251290 RIO TINTO";1
"251310 SALGADO DE SAO FELIX";123
"251315 SANTA CECILIA";2
"251330 SANTA HELENA";2
"251340 SANTA LUZIA";2
"251365 JOCA CLAUDINO";12
"251370 SANTA RITA";5
"251385 SANTO ANDRE";15
"251390 SAO BENTO";351
"251392 SAO BENTINHO";112
"251398 SAO FRANCISCO";1
"251420 SAO JOSE DA LAGOA TAPADA";1
"251445 SAO JOSE DOS RAMOS";59
"251450 SAO JOSE DE PIRANHAS";29
"251500 SAO MIGUEL DE TAIPU";6
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";16
"251530 SAPE";2
"251540 SAO VICENTE DO SERIDO";2
"251593 SERTAOZINHO";4
"251610 SOLEDADE";24
"251620 SOUSA";72
"251670 TEIXEIRA";49
"251675 TENORIO";1
"251690 UIRAUNA";3
"251700 UMBUZEIRO";16
"260005 ABREU E LIMA";10
"260010 AFOGADOS DA INGAZEIRA";2
"260030 AGRESTINA";1
"260070 ALIANCA";8
"260080 ALTINHO";2
"260090 AMARAJI";3
"260100 ANGELIM";1
"260110 ARARIPINA";5
"260140 BARREIROS";1
"260160 BELEM DE SAO FRANCISCO";2
"260190 BEZERROS";63
"260200 BODOCO";1
"260210 BOM CONSELHO";2
"260230 BONITO";9
"260260 BREJO DA MADRE DE DEUS";10
"260280 BUIQUE";2
"260300 CABROBO";1
"260310 CACHOEIRINHA";50
"260320 CAETES";2
"260345 CAMARAGIBE";4
"260350 CAMOCIM DE SAO FELIX";55
"260390 CARNAIBA";3
"260400 CARPINA";2
"260410 CARUARU";110
"260415 CASINHAS";1
"260440 CHA DE ALEGRIA";1
"260460 CONDADO";1
"260470 CORRENTES";1
"260480 CORTES";1
"260490 CUMARU";2
"260500 CUPIRA";11
"260515 DORMENTES";4
"260530 EXU";7
"260545 FERNANDO DE NORONHA";1
"260570 FLORESTA";2
"260600 GARANHUNS";2
"260610 GLORIA DO GOITA";1
"260640 GRAVATA";29
"260660 IBIMIRIM";3
"260670 IBIRAJUBA";62
"260710 INGAZEIRA";3
"260720 IPOJUCA";2
"260740 ITACURUBA";29
"260750 ITAIBA";1
"260760 ILHA DE ITAMARACA";35
"260765 ITAMBE";16
"260770 ITAPETIM";1
"260790 JABOATAO DOS GUARARAPES";116
"260820 JOAQUIM NABUCO";5
"260825 JUCATI";1
"260830 JUPI";1
"260875 LAGOA GRANDE";14
"260880 LAJEDO";3
"260890 LIMOEIRO";6
"260900 MACAPARANA";9
"260920 MARAIAL";3
"260940 MORENO";1
"260950 NAZARE DA MATA";4
"260960 OLINDA";19
"260970 OROBO";1
"260990 OURICURI";1
"261000 PALMARES";21
"261020 PANELAS";25
"261040 PARNAMIRIM";3
"261060 PAUDALHO";3
"261070 PAULISTA";8
"261090 PESQUEIRA";7
"261100 PETROLANDIA";1
"261110 PETROLINA";29
"261140 PRIMAVERA";3
"261153 QUIXABA";1
"261160 RECIFE";541
"261200 SAIRE";2
"261240 SANHARO";41
"261280 SANTA TEREZINHA";3
"261300 SAO BENTO DO UNA";2
"261310 SAO CAITANO";9
"261320 SAO JOAO";1
"261330 SAO JOAQUIM DO MONTE";5
"261340 SAO JOSE DA COROA GRANDE";1
"261350 SAO JOSE DO BELMONTE";2
"261370 SAO LOURENCO DA MATA";4
"261380 SAO VICENTE FERRER";3
"261430 MOREILANDIA";2
"261460 TABIRA";3
"261530 TIMBAUBA";49
"261540 TORITAMA";1
"261560 TRINDADE";5
"261580 TUPANATINGA";2
"261590 TUPARETAMA";1
"261620 VERTENTES";22
"261650 XEXEU";3
"270010 AGUA BRANCA";202
