Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2021
"Município de residência";"Todos_os_casos"
"170270 AURORA DO TOCANTINS";3
"170300 BABACULANDIA";9
"170307 BARRA DO OURO";2
"170310 BARROLANDIA";2
"170382 CACHOEIRINHA";2
"170386 CARIRI DO TOCANTINS";1
"170410 CENTENARIO";1
"170510 CHAPADA DA NATIVIDADE";7
"170550 COLINAS DO TOCANTINS";75
"170555 COMBINADO";17
"170560 CONCEICAO DO TOCANTINS";1
"170600 COUTO MAGALHAES";4
"170650 DARCINOPOLIS";2
"170700 DIANOPOLIS";11
"170720 DOIS IRMAOS DO TOCANTINS";3
"170730 DUERE";1
"170825 FORTALEZA DO TABOCAO";2
"170900 GOIATINS";4
"170930 GUARAI";44
"170950 GURUPI";7
"171070 ITAGUATINS";1
"171090 ITAPIRATINS";9
"171110 ITAPORA DO TOCANTINS";5
"171190 LAGOA DA CONFUSAO";1
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";1
"171215 LAVANDEIRA";17
"171240 LIZARDA";1
"171320 MIRACEMA DO TOCANTINS";8
"171330 MIRANORTE";1
"171360 MONTE DO CARMO";2
"171370 MONTE SANTO DO TOCANTINS";1
"171420 NATIVIDADE";11
"171488 NOVA OLINDA";2
"171515 NOVO ALEGRE";53
"171575 PALMEIROPOLIS";2
"171610 PARAISO DO TOCANTINS";32
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";2
"171660 PEIXE";4
"171665 PEQUIZEIRO";1
"171670 COLMEIA";2
"171780 PONTE ALTA DO BOM JESUS";1
"171820 PORTO NACIONAL";48
"171840 PRESIDENTE KENNEDY";7
"171875 RIO SONO";1
"171884 SANDOLANDIA";1
"171886 SANTA FE DO ARAGUAIA";1
"171888 SANTA MARIA DO TOCANTINS";1
"171900 SANTA TEREZA DO TOCANTINS";9
"172030 SAO SEBASTIAO DO TOCANTINS";2
"172049 SAO VALERIO";3
"172090 TAGUATINGA";269
"172093 TAIPAS DO TOCANTINS";3
"172100 PALMAS";353
"172110 TOCANTINIA";6
"172120 TOCANTINOPOLIS";6
"172208 WANDERLANDIA";9
"210043 ALTO ALEGRE DO MARANHAO";1
"210047 ALTO ALEGRE DO PINDARE";1
"210055 AMAPA DO MARANHAO";1
"210095 ARAME";1
"210100 ARARI";1
"210120 BACABAL";1
"210125 BACABEIRA";4
"210140 BALSAS";13
"210160 BARRA DO CORDA";3
"210170 BARREIRINHAS";1
"210173 BELAGUA";1
"210190 BEQUIMAO";2
"210220 BURITI";1
"210270 CANTANHEDE";2
"210300 CAXIAS";2
"210320 CHAPADINHA";3
"210360 COROATA";1
"210370 CURURUPU";4
"210380 DOM PEDRO";1
"210400 ESPERANTINOPOLIS";1
"210405 ESTREITO";1
"210455 GOVERNADOR EDISON LOBAO";4
"210500 HUMBERTO DE CAMPOS";1
"210510 ICATU";1
"210530 IMPERATRIZ";6
"210610 LORETO";1
"210750 PACO DO LUMIAR";1
"210770 PARAIBANO";2
"210800 PASTOS BONS";25
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";2
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";1
"210880 PIRAPEMAS";1
"210905 PORTO RICO DO MARANHAO";1
"210920 PRESIDENTE JUSCELINO";1
"210927 PRESIDENTE SARNEY";1
"210940 PRIMEIRA CRUZ";1
"210960 ROSARIO";1
"210990 SANTA INES";15
"211003 SANTA LUZIA DO PARUA";1
"211020 SANTA RITA";2
"211065 SAO DOMINGOS DO AZEITAO";101
"211120 SAO JOSE DE RIBAMAR";6
"211130 SAO LUIS";42
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211220 TIMON";1
"211223 TRIZIDELA DO VALE";3
"211270 VARGEM GRANDE";1
"211280 VIANA";4
"211300 VITORINO FREIRE";2
"211400 ZE DOCA";2
"220040 ALTOS";2
"220110 AVELINO LOPES";4
"220140 BARRO DURO";2
"220220 CAMPO MAIOR";1
"220290 CORRENTE";33
"220300 CRISTALANDIA DO PIAUI";1
"220330 DEMERVAL LOBAO";3
"220335 DIRCEU ARCOVERDE";1
"220390 FLORIANO";1
"220435 GEMINIANO";1
"220465 ILHA GRANDE";125
"220480 IPIRANGA DO PIAUI";1
"220553 JUREMA";2
"220558 LAGOA DO PIAUI";1
"220570 LUIS CORREIA";2
"220600 MARCOS PARENTE";1
"220620 MIGUEL ALVES";1
"220640 MONSENHOR GIL";1
"220660 MONTE ALEGRE DO PIAUI";8
"220669 MURICI DOS PORTELAS";1
"220672 NAZARIA";1
"220740 PALMEIRA DO PIAUI";2
"220760 PARNAGUA";2
"220770 PARNAIBA";12
"220779 PAU D'ARCO DO PIAUI";1
"220790 PEDRO II";2
"220800 PICOS";17
"220820 PIO IX";3
"220830 PIRACURUCA";1
"220840 PIRIPIRI";5
"220855 PORTO ALEGRE DO PIAUI";1
"220880 REGENERACAO";1
"220885 RIACHO FRIO";7
"220930 SANTA LUZ";1
"220937 SANTA ROSA DO PIAUI";2
"221030 SAO JULIAO";1
"221050 SAO PEDRO DO PIAUI";3
"221100 TERESINA";226
"230020 ACARAU";14
"230030 ACOPIARA";1
"230050 ALCANTARAS";63
"230070 ALTO SANTO";2
"230075 AMONTADA";3
"230100 AQUIRAZ";10
"230110 ARACATI";22
"230120 ARACOIABA";3
"230125 ARARENDA";1
"230130 ARARIPE";1
"230140 ARATUBA";7
"230160 ASSARE";2
"230185 BANABUIU";6
"230190 BARBALHA";154
"230195 BARREIRA";2
"230200 BARRO";2
"230205 BARROQUINHA";1
"230210 BATURITE";14
"230220 BEBERIBE";3
"230230 BELA CRUZ";3
"230240 BOA VIAGEM";37
"230250 BREJO SANTO";58
"230260 CAMOCIM";15
"230270 CAMPOS SALES";44
"230280 CANINDE";11
"230290 CAPISTRANO";28
"230300 CARIDADE";2
"230310 CARIRE";49
"230340 CARNAUBAL";1
"230350 CASCAVEL";69
"230360 CATARINA";2
"230365 CATUNDA";6
"230370 CAUCAIA";20
"230380 CEDRO";1
"230395 CHOROZINHO";1
"230400 COREAU";4
"230410 CRATEUS";1
"230420 CRATO";10
"230425 CRUZ";10
"230427 ERERE";1
"230428 EUSEBIO";17
"230430 FARIAS BRITO";2
"230435 FORQUILHA";13
"230440 FORTALEZA";742
"230445 FORTIM";115
"230450 FRECHEIRINHA";7
"230470 GRANJA";23
"230490 GROAIRAS";3
"230495 GUAIUBA";3
"230510 GUARAMIRANGA";2
"230520 HIDROLANDIA";3
"230523 HORIZONTE";3
"230530 IBIAPINA";1
"230535 ICAPUI";33
"230540 ICO";1
"230550 IGUATU";6
"230560 INDEPENDENCIA";2
"230565 IPAPORANGA";1
"230580 IPU";28
"230590 IPUEIRAS";7
"230600 IRACEMA";3
"230610 IRAUCUBA";217
"230620 ITAICABA";13
"230625 ITAITINGA";29
"230630 ITAPAGE";1
"230640 ITAPIPOCA";8
"230650 ITAPIUNA";3
"230655 ITAREMA";6
"230660 ITATIRA";19
"230670 JAGUARETAMA";4
"230680 JAGUARIBARA";6
"230690 JAGUARIBE";13
"230700 JAGUARUANA";11
"230710 JARDIM";1
"230725 JIJOCA DE JERICOACOARA";45
"230730 JUAZEIRO DO NORTE";104
"230740 JUCAS";2
"230750 LAVRAS DA MANGABEIRA";4
"230760 LIMOEIRO DO NORTE";17
"230763 MADALENA";3
"230765 MARACANAU";33
"230770 MARANGUAPE";185
"230780 MARCO";52
"230790 MARTINOPOLE";1
"230800 MASSAPE";221
"230810 MAURITI";36
"230820 MERUOCA";79
"230830 MILAGRES";15
"230837 MIRAIMA";26
"230850 MOMBACA";1
"230860 MONSENHOR TABOSA";1
"230870 MORADA NOVA";33
"230880 MORAUJO";2
"230900 MUCAMBO";1
"230910 MULUNGU";2
"230920 NOVA OLINDA";2
"230945 OCARA";40
"230960 PACAJUS";4
"230970 PACATUBA";49
"230990 PACUJA";3
"231000 PALHANO";102
"231020 PARACURU";171
"231025 PARAIPABA";1
"231050 PEDRA BRANCA";501
"231080 PEREIRO";36
"231085 PINDORETAMA";3
"231090 PIQUET CARNEIRO";1
"231095 PIRES FERREIRA";1
"231110 PORTEIRAS";1
"231120 POTENGI";4
"231123 POTIRETAMA";1
"231126 QUITERIANOPOLIS";1
"231130 QUIXADA";16
"231135 QUIXELO";1
"231140 QUIXERAMOBIM";20
"231150 QUIXERE";278
"231160 REDENCAO";1
"231170 RERIUTABA";71
"231180 RUSSAS";30
"231195 SALITRE";4
"231200 SANTANA DO ACARAU";12
"231210 SANTANA DO CARIRI";1
"231220 SANTA QUITERIA";6
"231240 SAO GONCALO DO AMARANTE";33
"231250 SAO JOAO DO JAGUARIBE";1
"231270 SENADOR POMPEU";3
"231280 SENADOR SA";10
"231290 SOBRAL";969
"231300 SOLONOPOLE";1
"231310 TABULEIRO DO NORTE";9
"231330 TAUA";4
"231335 TEJUCUOCA";8
"231340 TIANGUA";4
"231350 TRAIRI";1
"231355 TURURU";4
"231360 UBAJARA";7
"231380 URUBURETAMA";1
"231390 URUOCA";3
"231395 VARJOTA";26
"231400 VARZEA ALEGRE";10
"231410 VICOSA DO CEARA";2
"240010 ACARI";1
"240020 ACU";199
"240030 AFONSO BEZERRA";65
"240050 ALEXANDRIA";1
"240070 ALTO DO RODRIGUES";9
"240080 ANGICOS";40
"240100 APODI";4
"240110 AREIA BRANCA";16
"240120 ARES";4
"240140 BAIA FORMOSA";87
"240145 BARAUNA";15
"240165 BODO";1
"240170 BOM JESUS";73
"240200 CAICO";9
"240210 CAMPO REDONDO";21
"240220 CANGUARETAMA";26
"240230 CARAUBAS";1
"240240 CARNAUBA DOS DANTAS";3
"240260 CEARA-MIRIM";8
"240270 CERRO CORA";2
"240280 CORONEL EZEQUIEL";140
"240300 CRUZETA";1
"240310 CURRAIS NOVOS";6
"240320 DOUTOR SEVERIANO";1
"240325 PARNAMIRIM";204
"240340 EQUADOR";1
"240350 ESPIRITO SANTO";1
"240360 EXTREMOZ";10
"240375 FERNANDO PEDROZA";2
"240380 FLORANIA";2
"240400 FRUTUOSO GOMES";1
"240410 GALINHOS";6
"240420 GOIANINHA";4
"240440 GROSSOS";1
"240450 GUAMARE";5
"240460 IELMO MARINHO";1
"240470 IPANGUACU";124
"240500 JACANA";108
"240510 JANDAIRA";1
"240520 JANDUIS";3
"240530 JANUARIO CICCO";2
"240540 JAPI";6
"240560 JARDIM DE PIRANHAS";4
"240570 JARDIM DO SERIDO";3
"240580 JOAO CAMARA";11
"240600 JOSE DA PENHA";6
"240610 JUCURUTU";2
"240615 JUNDIA";1
"240640 LAGOA DE VELHOS";1
"240650 LAGOA NOVA";5
"240670 LAJES";7
"240680 LAJES PINTADAS";59
"240700 LUIS GOMES";1
"240710 MACAIBA";113
"240720 MACAU";37
"240750 MAXARANGUAPE";1
"240760 MESSIAS TARGINO";1
"240770 MONTANHAS";4
"240780 MONTE ALEGRE";2
"240800 MOSSORO";391
"240810 NATAL";302
"240820 NISIA FLORESTA";9
"240830 NOVA CRUZ";319
"240850 OURO BRANCO";3
"240870 PARAU";2
"240880 PARAZINHO";8
"240890 PARELHAS";338
"240910 PASSA E FICA";55
"240920 PASSAGEM";1
"240940 PAU DOS FERROS";1
"240960 PEDRA PRETA";2
"240970 PEDRO AVELINO";1
"240980 PEDRO VELHO";16
"240990 PENDENCIAS";4
"241000 PILOES";1
"241020 PORTALEGRE";1
"241030 SERRA CAIADA";8
"241050 RAFAEL FERNANDES";1
"241070 RIACHO DA CRUZ";1
"241090 RIACHUELO";14
"241105 TIBAU";11
"241110 RUY BARBOSA";4
"241120 SANTA CRUZ";2127
"241140 SANTANA DO MATOS";2
"241142 SANTANA DO SERIDO";1
"241150 SANTO ANTONIO";16
"241170 SAO BENTO DO TRAIRI";133
"241200 SAO GONCALO DO AMARANTE";53
"241220 SAO JOSE DE MIPIBU";24
"241230 SAO JOSE DO CAMPESTRE";293
"241255 SAO MIGUEL DO GOSTOSO";2
"241260 SAO PAULO DO POTENGI";51
"241270 SAO PEDRO";3
"241280 SAO RAFAEL";10
"241290 SAO TOME";10
"241300 SAO VICENTE";7
"241330 SERRA DE SAO BENTO";1
"241335 SERRA DO MEL";7
"241340 SERRA NEGRA DO NORTE";2
"241350 SERRINHA";107
"241370 SITIO NOVO";16
"241390 TAIPU";3
"241400 TANGARA";60
"241415 TENENTE LAURENTINO CRUZ";1
"241420 TIBAU DO SUL";3
"241430 TIMBAUBA DOS BATISTAS";1
"241440 TOUROS";2
"241460 UPANEMA";2
"241480 VERA CRUZ";8
"250010 AGUA BRANCA";1
"250020 AGUIAR";2
"250030 ALAGOA GRANDE";173
"250040 ALAGOA NOVA";457
"250050 ALAGOINHA";8
"250053 ALCANTIL";1
"250057 ALGODAO DE JANDAIRA";39
"250060 ALHANDRA";45
"250070 SAO JOAO DO RIO DO PEIXE";1
"250077 APARECIDA";1
"250080 ARACAGI";14
"250090 ARARA";15
"250100 ARARUNA";13
"250110 AREIA";117
"250115 AREIA DE BARAUNAS";2
"250120 AREIAL";1
"250130 AROEIRAS";15
"250135 ASSUNCAO";7
"250140 BAIA DA TRAICAO";7
"250150 BANANEIRAS";41
"250153 BARAUNA";14
"250157 BARRA DE SANTANA";70
"250160 BARRA DE SANTA ROSA";3
"250170 BARRA DE SAO MIGUEL";46
"250180 BAYEUX";125
"250190 BELEM";73
"250200 BELEM DO BREJO DO CRUZ";1
"250210 BOA VENTURA";2
"250215 BOA VISTA";10
"250250 BOQUEIRAO";10
"250270 BORBOREMA";11
"250280 BREJO DO CRUZ";1
"250290 BREJO DOS SANTOS";1
"250300 CAAPORA";443
"250310 CABACEIRAS";16
"250320 CABEDELO";380
"250330 CACHOEIRA DOS INDIOS";12
"250350 CACIMBA DE DENTRO";1
"250370 CAJAZEIRAS";2
"250380 CALDAS BRANDAO";5
"250400 CAMPINA GRANDE";192
"250403 CAPIM";2
"250415 CASSERENGUE";23
"250420 CATINGUEIRA";1
"250430 CATOLE DO ROCHA";21
"250435 CATURITE";38
"250460 CONDE";87
"250470 CONGO";1
"250480 COREMAS";7
"250485 COXIXOLA";3
"250490 CRUZ DO ESPIRITO SANTO";68
"250500 CUBATI";7
"250510 CUITE";79
"250523 CUITE DE MAMANGUAPE";22
"250527 CURRAL DE CIMA";28
"250535 DAMIAO";3
"250540 DESTERRO";2
"250550 VISTA SERRANA";1
"250570 DONA INES";2
"250590 EMAS";2
"250600 ESPERANCA";196
"250610 FAGUNDES";24
"250630 GUARABIRA";10
"250640 GURINHEM";8
"250650 GURJAO";2
"250660 IBIARA";1
"250680 INGA";3
"250690 ITABAIANA";12
"250700 ITAPORANGA";4
"250710 ITAPOROROCA";1237
"250720 ITATUBA";1
"250730 JACARAU";2
"250750 JOAO PESSOA";4330
"250760 JUAREZ TAVORA";20
"250770 JUAZEIRINHO";83
"250780 JUNCO DO SERIDO";3
"250790 JURIPIRANGA";1
"250800 JURU";1
"250830 LAGOA SECA";19
"250855 LOGRADOURO";1
"250860 LUCENA";52
"250870 MAE D'AGUA";6
"250890 MAMANGUAPE";658
"250900 MANAIRA";2
"250905 MARCACAO";8
"250910 MARI";1
"250920 MASSARANDUBA";236
"250930 MATARACA";4
"250939 MATUREIA";1
"250940 MOGEIRO";6
"250950 MONTADAS";11
"250970 MONTEIRO";38
"250980 MULUNGU";1
"250990 NATUBA";19
"251010 NOVA FLORESTA";139
"251030 NOVA PALMEIRA";3
"251050 OLIVEDOS";29
"251080 PATOS";15
"251090 PAULISTA";1
"251100 PEDRA BRANCA";1
"251110 PEDRA LAVRADA";4
"251120 PEDRAS DE FOGO";3
"251140 PICUI";5
"251150 PILAR";75
"251160 PILOES";11
"251180 PIRPIRITUBA";165
"251190 PITIMBU";52
"251200 POCINHOS";2
"251210 POMBAL";1
"251220 PRATA";9
"251230 PRINCESA ISABEL";1
"251240 PUXINANA";3
"251250 QUEIMADAS";934
"251260 QUIXABA";3
"251270 REMIGIO";232
"251272 PEDRO REGIS";39
"251275 RIACHAO DO BACAMARTE";1
"251278 RIACHO DE SANTO ANTONIO";5
"251290 RIO TINTO";32
"251310 SALGADO DE SAO FELIX";12
"251315 SANTA CECILIA";9
"251370 SANTA RITA";392
"251385 SANTO ANDRE";18
"251390 SAO BENTO";1
"251392 SAO BENTINHO";1
"251400 SAO JOAO DO CARIRI";47
"251410 SAO JOAO DO TIGRE";5
"251445 SAO JOSE DOS RAMOS";32
"251470 SAO JOSE DO SABUGI";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";49
"251520 SAO SEBASTIAO DO UMBUZEIRO";2
"251530 SAPE";16
"251540 SAO VICENTE DO SERIDO";10
"251560 SERRA DA RAIZ";2
"251590 SERRARIA";7
"251593 SERTAOZINHO";56
"251600 SOLANEA";28
"251615 SOSSEGO";6
"251620 SOUSA";26
"251630 SUME";8
"251640 TACIMA";3
"251650 TAPEROA";7
"251690 UIRAUNA";5
"251700 UMBUZEIRO";52
"251710 VARZEA";33
"251740 ZABELE";1
"260005 ABREU E LIMA";222
"260010 AFOGADOS DA INGAZEIRA";6
"260020 AFRANIO";3
"260030 AGRESTINA";2
"260040 AGUA PRETA";26
"260050 AGUAS BELAS";1
"260060 ALAGOINHA";1
"260070 ALIANCA";9
"260080 ALTINHO";2
"260090 AMARAJI";701
"260100 ANGELIM";1
"260105 ARACOIABA";64
"260110 ARARIPINA";9
"260120 ARCOVERDE";68
"260130 BARRA DE GUABIRABA";9
"260140 BARREIROS";674
"260160 BELEM DE SAO FRANCISCO";2
"260170 BELO JARDIM";7
"260180 BETANIA";7
"260190 BEZERROS";6
"260210 BOM CONSELHO";1
"260220 BOM JARDIM";98
"260230 BONITO";22
"260250 BREJINHO";7
"260260 BREJO DA MADRE DE DEUS";10
"260270 BUENOS AIRES";19
"260280 BUIQUE";19
"260290 CABO DE SANTO AGOSTINHO";1960
"260300 CABROBO";55
"260310 CACHOEIRINHA";3
"260340 CALUMBI";1
"260345 CAMARAGIBE";1144
"260350 CAMOCIM DE SAO FELIX";1
"260360 CAMUTANGA";4
"260370 CANHOTINHO";66
"260390 CARNAIBA";3
"260392 CARNAUBEIRA DA PENHA";3
"260400 CARPINA";359
"260410 CARUARU";389
"260420 CATENDE";11
"260440 CHA DE ALEGRIA";38
"260450 CHA GRANDE";5
"260460 CONDADO";13
"260480 CORTES";1
"260490 CUMARU";2
"260500 CUPIRA";58
"260510 CUSTODIA";57
"260515 DORMENTES";24
"260520 ESCADA";436
"260530 EXU";57
"260540 FEIRA NOVA";57
"260545 FERNANDO DE NORONHA";377
"260550 FERREIROS";6
"260560 FLORES";1
"260570 FLORESTA";8
"260580 FREI MIGUELINHO";17
"260590 GAMELEIRA";215
"260600 GARANHUNS";22
"260610 GLORIA DO GOITA";15
"260620 GOIANA";678
"260640 GRAVATA";699
"260650 IATI";2
"260660 IBIMIRIM";6
"260680 IGARASSU";270
"260690 IGUARACY";2
"260700 INAJA";7
"260720 IPOJUCA";1889
"260740 ITACURUBA";1
"260760 ILHA DE ITAMARACA";340
"260765 ITAMBE";21
"260770 ITAPETIM";1
"260775 ITAPISSUMA";14
"260780 ITAQUITINGA";22
"260790 JABOATAO DOS GUARARAPES";1586
"260795 JAQUEIRA";1
"260800 JATAUBA";42
"260805 JATOBA";4
"260810 JOAO ALFREDO";106
"260820 JOAQUIM NABUCO";4
"260830 JUPI";2
"260840 JUREMA";4
"260845 LAGOA DO CARRO";224
"260850 LAGOA DE ITAENGA";21
"260870 LAGOA DOS GATOS";5
"260880 LAJEDO";3
"260890 LIMOEIRO";205
"260900 MACAPARANA";23
"260910 MACHADOS";1
"260915 MANARI";27
"260920 MARAIAL";2
"260930 MIRANDIBA";64
"260940 MORENO";178
"260950 NAZARE DA MATA";17
"260960 OLINDA";1362
"260970 OROBO";126
"260980 OROCO";2
"260990 OURICURI";4
"261000 PALMARES";64
"261020 PANELAS";13
"261040 PARNAMIRIM";6
"261050 PASSIRA";103
"261060 PAUDALHO";1484
"261070 PAULISTA";1591
"261080 PEDRA";13
"261090 PESQUEIRA";2
"261100 PETROLANDIA";9
"261110 PETROLINA";151
"261130 POMBOS";5
"261140 PRIMAVERA";89
"261150 QUIPAPA";1
"261160 RECIFE";14391
"261170 RIACHO DAS ALMAS";5
"261180 RIBEIRAO";35
"261190 RIO FORMOSO";118
"261200 SAIRE";5
"261210 SALGADINHO";6
"261220 SALGUEIRO";9
"261240 SANHARO";5
"261245 SANTA CRUZ";1
"261247 SANTA CRUZ DA BAIXA VERDE";1
"261250 SANTA CRUZ DO CAPIBARIBE";522
"261270 SANTA MARIA DO CAMBUCA";3
"261290 SAO BENEDITO DO SUL";5
"261300 SAO BENTO DO UNA";8
"261330 SAO JOAQUIM DO MONTE";5
"261340 SAO JOSE DA COROA GRANDE";64
"261350 SAO JOSE DO BELMONTE";12
"261360 SAO JOSE DO EGITO";2
"261370 SAO LOURENCO DA MATA";144
"261380 SAO VICENTE FERRER";546
"261390 SERRA TALHADA";14
"261400 SERRITA";4
"261410 SERTANIA";9
"261420 SIRINHAEM";213
"261450 SURUBIM";5
"261460 TABIRA";6
"261470 TACAIMBO";1
"261485 TAMANDARE";85
"261500 TAQUARITINGA DO NORTE";3
"261520 TERRA NOVA";3
"261530 TIMBAUBA";380
"261540 TORITAMA";2
"261550 TRACUNHAEM";14
"261560 TRINDADE";2
"261570 TRIUNFO";2
"261580 TUPANATINGA";9
"261590 TUPARETAMA";1
"261600 VENTUROSA";5
"261610 VERDEJANTE";1
"261618 VERTENTE DO LERIO";2
"261630 VICENCIA";316
"261640 VITORIA DE SANTO ANTAO";615
"261650 XEXEU";9
"270020 ANADIA";2
"270030 ARAPIRACA";7
"270040 ATALAIA";10
"270050 BARRA DE SANTO ANTONIO";1
"270060 BARRA DE SAO MIGUEL";5
"270110 BRANQUINHA";6
"270150 CAMPO GRANDE";2
"270170 CAPELA";3
"270190 CHA PRETA";2
"270200 COITE DO NOIA";1
