Zika Vírus - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2022
"Município de residência";"Todos_os_casos"
"150150 BENEVIDES";1
"150180 BREVES";1
"150190 BUJARU";2
"150210 CAMETA";53
"150230 CAPITAO POCO";1
"150240 CASTANHAL";14
"150270 CONCEICAO DO ARAGUAIA";9
"150310 GURUPA";1
"150320 IGARAPE-ACU";1
"150345 IPIXUNA DO PARA";1
"150360 ITAITUBA";1
"150390 JURUTI";8
"150420 MARABA";1
"150442 MARITUBA";34
"150450 MELGACO";1
"150460 MOCAJUBA";9
"150475 MOJUI DOS CAMPOS";1
"150480 MONTE ALEGRE";5
"150497 NOVA IPIXUNA";1
"150520 OEIRAS DO PARA";2
"150548 PACAJA";1
"150550 PARAGOMINAS";9
"150553 PARAUAPEBAS";4
"150565 PLACAS";2
"150600 PRAINHA";4
"150610 PRIMAVERA";1
"150619 RUROPOLIS";1
"150650 SANTA IZABEL DO PARA";24
"150658 SANTA MARIA DAS BARREIRAS";1
"150680 SANTAREM";245
"150700 SANTO ANTONIO DO TAUA";1
"150710 SAO CAETANO DE ODIVELAS";1
"150730 SAO FELIX DO XINGU";1
"150745 SAO GERALDO DO ARAGUAIA";2
"150746 SAO JOAO DA PONTA";1
"150795 TAILANDIA";4
"150800 TOME-ACU";3
"150805 TRAIRAO";1
"150808 TUCUMA";1
"150810 TUCURUI";1
"150815 URUARA";1
"150840 XINGUARA";1
"160015 PEDRA BRANCA DO AMAPARI";1
"160025 ITAUBAL";1
"160030 MACAPA";26
"160040 MAZAGAO";2
"160050 OIAPOQUE";59
"160060 SANTANA";26
"170030 AGUIARNOPOLIS";122
"170100 ANANAS";4
"170110 APARECIDA DO RIO NEGRO";1
"170130 ARAGOMINAS";17
"170190 ARAGUACEMA";1
"170210 ARAGUAINA";190
"170215 ARAGUANA";1
"170220 ARAGUATINS";2
"170230 ARAPOEMA";1
"170240 ARRAIAS";1
"170255 AUGUSTINOPOLIS";1
"170290 AXIXA DO TOCANTINS";1
"170300 BABACULANDIA";3
"170310 BARROLANDIA";2
"170380 BURITI DO TOCANTINS";2
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";14
"170388 CARMOLANDIA";1
"170389 CARRASCO BONITO";1
"170390 CASEARA";1
"170510 CHAPADA DA NATIVIDADE";1
"170550 COLINAS DO TOCANTINS";34
"170555 COMBINADO";10
"170560 CONCEICAO DO TOCANTINS";1
"170650 DARCINOPOLIS";2
"170700 DIANOPOLIS";2
"170710 DIVINOPOLIS DO TOCANTINS";163
"170720 DOIS IRMAOS DO TOCANTINS";5
"170730 DUERE";1
"170740 ESPERANTINA";13
"170755 FATIMA";1
"170820 FORMOSO DO ARAGUAIA";4
"170825 FORTALEZA DO TABOCAO";2
"170900 GOIATINS";2
"170930 GUARAI";18
"170950 GURUPI";37
"171070 ITAGUATINS";1
"171090 ITAPIRATINS";1
"171110 ITAPORA DO TOCANTINS";28
"171190 LAGOA DA CONFUSAO";1
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";2
"171320 MIRACEMA DO TOCANTINS";6
"171330 MIRANORTE";2
"171360 MONTE DO CARMO";1
"171370 MONTE SANTO DO TOCANTINS";1
"171420 NATIVIDADE";1
"171488 NOVA OLINDA";9
"171510 NOVO ACORDO";1
"171515 NOVO ALEGRE";97
"171570 PALMEIRANTE";1
"171610 PARAISO DO TOCANTINS";245
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";3
"171660 PEIXE";5
"171700 PINDORAMA DO TOCANTINS";1
"171780 PONTE ALTA DO BOM JESUS";1
"171790 PONTE ALTA DO TOCANTINS";3
"171800 PORTO ALEGRE DO TOCANTINS";2
"171820 PORTO NACIONAL";134
"171830 PRAIA NORTE";3
"171850 RECURSOLANDIA";1
"171875 RIO SONO";1
"171880 SAMPAIO";2
"171884 SANDOLANDIA";1
"171886 SANTA FE DO ARAGUAIA";2
"171900 SANTA TEREZA DO TOCANTINS";1
"172030 SAO SEBASTIAO DO TOCANTINS";1
"172065 SILVANOPOLIS";2
"172085 SUCUPIRA";1
"172090 TAGUATINGA";1
"172100 PALMAS";913
"172110 TOCANTINIA";33
"172120 TOCANTINOPOLIS";33
"172208 WANDERLANDIA";17
"172210 XAMBIOA";1
"210005 ACAILANDIA";9
"210030 ALDEIAS ALTAS";2
"210060 AMARANTE DO MARANHAO";1
"210083 APICUM-ACU";1
"210100 ARARI";99
"210120 BACABAL";2
"210125 BACABEIRA";1
"210130 BACURI";1
"210140 BALSAS";33
"210160 BARRA DO CORDA";2
"210170 BARREIRINHAS";2
"210190 BEQUIMAO";1
"210197 BOA VISTA DO GURUPI";1
"210200 BOM JARDIM";1
"210210 BREJO";1
"210237 CACHOEIRA GRANDE";2
"210250 CAJARI";1
"210300 CAXIAS";350
"210312 CENTRAL DO MARANHAO";2
"210320 CHAPADINHA";5
"210325 CIDELANDIA";1
"210330 CODO";2
"210360 COROATA";2
"210400 ESPERANTINOPOLIS";1
"210405 ESTREITO";1
"210500 HUMBERTO DE CAMPOS";2
"210510 ICATU";1
"210515 IGARAPE DO MEIO";2
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";46
"210540 ITAPECURU MIRIM";1
"210550 JOAO LISBOA";1
"210570 LAGO DA PEDRA";3
"210637 MARANHAOZINHO";1
"210650 MATINHA";1
"210675 MIRANDA DO NORTE";1
"210690 MONCAO";1
"210710 MORROS";3
"210735 NOVA OLINDA DO MARANHAO";1
"210750 PACO DO LUMIAR";14
"210780 PARNARAMA";1
"210800 PASTOS BONS";1
"210805 PAULINO NEVES";1
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";6
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";3
"210870 PIO XII";1
"210890 POCAO DE PEDRAS";2
"210910 PRESIDENTE DUTRA";1
"210920 PRESIDENTE JUSCELINO";1
"210930 PRESIDENTE VARGAS";2
"210945 RAPOSA";1
"210960 ROSARIO";1
"210980 SANTA HELENA";2
"210990 SANTA INES";24
"211010 SANTA QUITERIA DO MARANHAO";1
"211020 SANTA RITA";4
"211085 SAO FRANCISCO DO BREJAO";3
"211100 SAO JOAO BATISTA";2
"211107 SAO JOAO DO SOTER";1
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";132
"211130 SAO LUIS";496
"211150 SAO MATEUS DO MARANHAO";1
"211190 SUCUPIRA DO NORTE";1
"211220 TIMON";4
"211223 TRIZIDELA DO VALE";15
"211250 TUTOIA";1
"211270 VARGEM GRANDE";2
"211280 VIANA";3
"211290 VITORIA DO MEARIM";1
"211400 ZE DOCA";4
"220050 AMARANTE";2
"220110 AVELINO LOPES";1
"220202 BURITI DOS MONTES";1
"220205 CABECEIRAS DO PIAUI";3
"220220 CAMPO MAIOR";2
"220273 COIVARAS";1
"220410 FRANCISCO AYRES";1
"220420 FRANCISCO SANTOS";1
"220570 LUIS CORREIA";3
"220580 LUZILANDIA";1
"220635 MILTON BRANDAO";3
"220735 PAJEU DO PIAUI";1
"220750 PALMEIRAIS";3
"220760 PARNAGUA";1
"220770 PARNAIBA";15
"220800 PICOS";2
"220840 PIRIPIRI";3
"220955 SAO BRAZ DO PIAUI";1
"221050 SAO PEDRO DO PIAUI";1
"221080 SIMPLICIO MENDES";197
"221100 TERESINA";143
"221110 UNIAO";1
"221130 VALENCA DO PIAUI";1
"230015 ACARAPE";3
"230030 ACOPIARA";6
"230050 ALCANTARAS";20
"230070 ALTO SANTO";1
"230075 AMONTADA";6
"230100 AQUIRAZ";1
"230110 ARACATI";43
"230120 ARACOIABA";9
"230125 ARARENDA";2
"230130 ARARIPE";4
"230140 ARATUBA";67
"230185 BANABUIU";2
"230190 BARBALHA";104
"230195 BARREIRA";26
"230200 BARRO";169
"230210 BATURITE";5
"230220 BEBERIBE";2
"230240 BOA VIAGEM";12
"230250 BREJO SANTO";152
"230260 CAMOCIM";1
"230270 CAMPOS SALES";4
"230280 CANINDE";69
"230290 CAPISTRANO";1
"230300 CARIDADE";101
"230320 CARIRIACU";8
"230330 CARIUS";1
"230340 CARNAUBAL";1
"230350 CASCAVEL";51
"230360 CATARINA";1
"230370 CAUCAIA";142
"230380 CEDRO";19
"230393 CHORO";1
"230410 CRATEUS";1
"230420 CRATO";3
"230425 CRUZ";2
"230428 EUSEBIO";3
"230430 FARIAS BRITO";1
"230440 FORTALEZA";300
"230445 FORTIM";6
"230460 GENERAL SAMPAIO";1
"230470 GRANJA";7
"230480 GRANJEIRO";1
"230490 GROAIRAS";11
"230495 GUAIUBA";1
"230500 GUARACIABA DO NORTE";1
"230510 GUARAMIRANGA";1
"230535 ICAPUI";31
"230540 ICO";5
"230550 IGUATU";1
"230560 INDEPENDENCIA";1
"230570 IPAUMIRIM";5
"230580 IPU";6
"230600 IRACEMA";1
"230620 ITAICABA";11
"230625 ITAITINGA";6
"230630 ITAPAGE";1
"230640 ITAPIPOCA";15
"230650 ITAPIUNA";9
"230660 ITATIRA";2
"230680 JAGUARIBARA";133
"230690 JAGUARIBE";3
"230700 JAGUARUANA";15
"230710 JARDIM";2
"230720 JATI";4
"230730 JUAZEIRO DO NORTE";35
"230740 JUCAS";12
"230750 LAVRAS DA MANGABEIRA";16
"230760 LIMOEIRO DO NORTE";18
"230765 MARACANAU";26
"230770 MARANGUAPE";30
"230800 MASSAPE";142
"230810 MAURITI";38
"230820 MERUOCA";1
"230830 MILAGRES";21
"230835 MILHA";1
"230837 MIRAIMA";2
"230840 MISSAO VELHA";6
"230870 MORADA NOVA";1
"230900 MUCAMBO";29
"230910 MULUNGU";2
"230920 NOVA OLINDA";2
"230970 PACATUBA";61
"230990 PACUJA";1
"231010 PALMACIA";79
"231020 PARACURU";20
"231040 PARAMOTI";1
"231050 PEDRA BRANCA";1
"231060 PENAFORTE";17
"231070 PENTECOSTE";2
"231080 PEREIRO";3
"231085 PINDORETAMA";6
"231095 PIRES FERREIRA";1
"231110 PORTEIRAS";14
"231130 QUIXADA";4
"231135 QUIXELO";1
"231140 QUIXERAMOBIM";2
"231150 QUIXERE";31
"231160 REDENCAO";7
"231170 RERIUTABA";84
"231180 RUSSAS";11
"231195 SALITRE";5
"231210 SANTANA DO CARIRI";6
"231230 SAO BENEDITO";3
"231240 SAO GONCALO DO AMARANTE";2
"231250 SAO JOAO DO JAGUARIBE";5
"231260 SAO LUIS DO CURU";1
"231270 SENADOR POMPEU";2
"231290 SOBRAL";370
"231310 TABULEIRO DO NORTE";2
"231320 TAMBORIL";29
"231330 TAUA";2
"231335 TEJUCUOCA";1
"231340 TIANGUA";4
"231350 TRAIRI";27
"231355 TURURU";10
"231360 UBAJARA";1
"231370 UMARI";1
"231395 VARJOTA";93
"231400 VARZEA ALEGRE";5
"240010 ACARI";6
"240020 ACU";27
"240030 AFONSO BEZERRA";86
"240040 AGUA NOVA";4
"240060 ALMINO AFONSO";2
"240080 ANGICOS";2
"240090 ANTONIO MARTINS";2
"240100 APODI";8
"240110 AREIA BRANCA";9
"240120 ARES";269
"240140 BAIA FORMOSA";258
"240145 BARAUNA";17
"240150 BARCELONA";2
"240160 BENTO FERNANDES";114
"240165 BODO";3
"240170 BOM JESUS";5
"240180 BREJINHO";118
"240185 CAICARA DO NORTE";2
"240190 CAICARA DO RIO DO VENTO";170
"240200 CAICO";26
"240210 CAMPO REDONDO";4
"240220 CANGUARETAMA";35
"240230 CARAUBAS";4
"240240 CARNAUBA DOS DANTAS";9
"240250 CARNAUBAIS";1
"240260 CEARA-MIRIM";85
"240270 CERRO CORA";3
"240280 CORONEL EZEQUIEL";36
"240300 CRUZETA";1
"240310 CURRAIS NOVOS";48
"240320 DOUTOR SEVERIANO";3
"240325 PARNAMIRIM";562
"240340 EQUADOR";1
"240350 ESPIRITO SANTO";6
"240360 EXTREMOZ";292
"240370 FELIPE GUERRA";3
"240375 FERNANDO PEDROZA";2
"240380 FLORANIA";1
"240410 GALINHOS";41
"240420 GOIANINHA";28
"240430 GOVERNADOR DIX-SEPT ROSADO";1
"240450 GUAMARE";34
"240460 IELMO MARINHO";231
"240470 IPANGUACU";3
"240480 IPUEIRA";24
"240490 ITAU";1
"240500 JACANA";5
"240510 JANDAIRA";151
"240530 JANUARIO CICCO";68
"240550 JARDIM DE ANGICOS";111
"240560 JARDIM DE PIRANHAS";16
"240570 JARDIM DO SERIDO";25
"240580 JOAO CAMARA";473
"240600 JOSE DA PENHA";2
"240610 JUCURUTU";4
"240615 JUNDIA";2
"240620 LAGOA D'ANTA";2
"240630 LAGOA DE PEDRAS";1
"240640 LAGOA DE VELHOS";13
"240650 LAGOA NOVA";10
"240670 LAJES";14
"240680 LAJES PINTADAS";27
"240700 LUIS GOMES";12
"240710 MACAIBA";293
"240720 MACAU";59
"240740 MARTINS";1
"240750 MAXARANGUAPE";5
"240760 MESSIAS TARGINO";1
"240770 MONTANHAS";22
"240780 MONTE ALEGRE";3
"240790 MONTE DAS GAMELEIRAS";5
"240800 MOSSORO";328
"240810 NATAL";483
"240820 NISIA FLORESTA";13
"240830 NOVA CRUZ";275
"240840 OLHO-D'AGUA DO BORGES";1
"240850 OURO BRANCO";37
"240880 PARAZINHO";248
"240890 PARELHAS";39
"240895 RIO DO FOGO";143
"240910 PASSA E FICA";7
"240920 PASSAGEM";46
"240930 PATU";1
"240933 SANTA MARIA";7
"240940 PAU DOS FERROS";3
"240950 PEDRA GRANDE";20
"240960 PEDRA PRETA";190
"240970 PEDRO AVELINO";136
"240980 PEDRO VELHO";64
"240990 PENDENCIAS";7
"241000 PILOES";10
"241010 POCO BRANCO";13
"241030 SERRA CAIADA";44
"241040 PUREZA";12
"241090 RIACHUELO";140
"241105 TIBAU";4
"241110 RUY BARBOSA";7
"241120 SANTA CRUZ";23
"241140 SANTANA DO MATOS";4
"241150 SANTO ANTONIO";259
"241160 SAO BENTO DO NORTE";2
"241170 SAO BENTO DO TRAIRI";1
"241180 SAO FERNANDO";3
"241190 SAO FRANCISCO DO OESTE";1
"241200 SAO GONCALO DO AMARANTE";59
"241220 SAO JOSE DE MIPIBU";31
"241230 SAO JOSE DO CAMPESTRE";21
"241250 SAO MIGUEL";58
"241255 SAO MIGUEL DO GOSTOSO";3
"241260 SAO PAULO DO POTENGI";38
"241270 SAO PEDRO";14
"241280 SAO RAFAEL";67
"241290 SAO TOME";160
"241300 SAO VICENTE";37
"241310 SENADOR ELOI DE SOUZA";59
"241320 SENADOR GEORGINO AVELINO";8
"241330 SERRA DE SAO BENTO";2
"241335 SERRA DO MEL";6
"241340 SERRA NEGRA DO NORTE";5
"241350 SERRINHA";13
"241355 SERRINHA DOS PINTOS";1
"241370 SITIO NOVO";75
"241390 TAIPU";28
"241400 TANGARA";13
"241420 TIBAU DO SUL";21
"241430 TIMBAUBA DOS BATISTAS";4
"241440 TOUROS";592
"241445 TRIUNFO POTIGUAR";10
"241450 UMARIZAL";2
"241460 UPANEMA";26
"241470 VARZEA";71
"241475 VENHA-VER";1
"241480 VERA CRUZ";135
"241500 VILA FLOR";20
"250030 ALAGOA GRANDE";141
"250050 ALAGOINHA";3
"250057 ALGODAO DE JANDAIRA";33
"250060 ALHANDRA";1
"250073 AMPARO";1
"250080 ARACAGI";10
"250090 ARARA";4
"250100 ARARUNA";3
"250110 AREIA";115
"250120 AREIAL";1
"250130 AROEIRAS";2
"250135 ASSUNCAO";1
"250140 BAIA DA TRAICAO";1
"250153 BARAUNA";23
"250160 BARRA DE SANTA ROSA";4
"250170 BARRA DE SAO MIGUEL";1
"250180 BAYEUX";7
"250200 BELEM DO BREJO DO CRUZ";1
"250210 BOA VENTURA";2
"250215 BOA VISTA";2
"250240 BONITO DE SANTA FE";1
"250250 BOQUEIRAO";8
"250260 IGARACY";1
"250280 BREJO DO CRUZ";3
"250290 BREJO DOS SANTOS";2
"250310 CABACEIRAS";4
"250320 CABEDELO";21
"250330 CACHOEIRA DOS INDIOS";1
"250350 CACIMBA DE DENTRO";3
"250360 CAICARA";2
"250370 CAJAZEIRAS";2
"250380 CALDAS BRANDAO";1
"250390 CAMALAU";1
"250400 CAMPINA GRANDE";380
"250415 CASSERENGUE";5
"250430 CATOLE DO ROCHA";18
"250435 CATURITE";4
"250460 CONDE";1
"250480 COREMAS";5
"250490 CRUZ DO ESPIRITO SANTO";8
"250500 CUBATI";155
"250510 CUITE";7
"250520 CUITEGI";1
"250523 CUITE DE MAMANGUAPE";1
"250535 DAMIAO";1
"250550 VISTA SERRANA";8
"250570 DONA INES";4
"250580 DUAS ESTRADAS";1
"250600 ESPERANCA";3
"250610 FAGUNDES";2
"250620 FREI MARTINHO";3
"250625 GADO BRAVO";1
"250630 GUARABIRA";32
"250640 GURINHEM";1
"250650 GURJAO";30
"250660 IBIARA";3
"250680 INGA";1
"250690 ITABAIANA";2
"250710 ITAPOROROCA";3
"250720 ITATUBA";1
"250730 JACARAU";4
"250740 JERICO";2
"250750 JOAO PESSOA";351
"250780 JUNCO DO SERIDO";1
"250790 JURIPIRANGA";1
"250800 JURU";2
"250820 LAGOA DE DENTRO";3
"250830 LAGOA SECA";2
"250850 LIVRAMENTO";5
"250860 LUCENA";1
"250890 MAMANGUAPE";1
"250920 MASSARANDUBA";2
"250940 MOGEIRO";1
"250950 MONTADAS";1
"250960 MONTE HOREBE";1
"250970 MONTEIRO";2
"250990 NATUBA";60
"251010 NOVA FLORESTA";22
"251020 NOVA OLINDA";2
"251050 OLIVEDOS";16
"251080 PATOS";4
"251110 PEDRA LAVRADA";1
"251130 PIANCO";2
"251140 PICUI";1
"251150 PILAR";59
"251160 PILOES";2
"251170 PILOEZINHOS";1
"251180 PIRPIRITUBA";1
"251190 PITIMBU";1
"251200 POCINHOS";1
"251240 PUXINANA";1
"251250 QUEIMADAS";740
"251260 QUIXABA";1
"251270 REMIGIO";1
"251272 PEDRO REGIS";1
"251275 RIACHAO DO BACAMARTE";1
"251276 RIACHAO DO POCO";1
"251278 RIACHO DE SANTO ANTONIO";1
"251290 RIO TINTO";3
"251310 SALGADO DE SAO FELIX";1
"251315 SANTA CECILIA";2
"251340 SANTA LUZIA";2
"251370 SANTA RITA";19
"251385 SANTO ANDRE";2
"251390 SAO BENTO";3
"251400 SAO JOAO DO CARIRI";1
"251445 SAO JOSE DOS RAMOS";1
"251450 SAO JOSE DE PIRANHAS";1
"251460 SAO JOSE DO BONFIM";1
"251465 SAO JOSE DO BREJO DO CRUZ";1
"251500 SAO MIGUEL DE TAIPU";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";3
"251520 SAO SEBASTIAO DO UMBUZEIRO";1
"251530 SAPE";1
"251550 SERRA BRANCA";2
"251560 SERRA DA RAIZ";2
"251593 SERTAOZINHO";5
"251600 SOLANEA";2
"251610 SOLEDADE";16
"251620 SOUSA";7
"251630 SUME";2
"251670 TEIXEIRA";1
"251675 TENORIO";9
"251700 UMBUZEIRO";81
"251710 VARZEA";10
"260005 ABREU E LIMA";1
"260020 AFRANIO";21
"260030 AGRESTINA";2
"260060 ALAGOINHA";1
"260080 ALTINHO";6
"260090 AMARAJI";48
"260105 ARACOIABA";1
"260110 ARARIPINA";207
"260120 ARCOVERDE";459
"260130 BARRA DE GUABIRABA";5
"260140 BARREIROS";7
"260160 BELEM DE SAO FRANCISCO";14
"260180 BETANIA";1
"260190 BEZERROS";1
"260220 BOM JARDIM";5
"260230 BONITO";2
"260260 BREJO DA MADRE DE DEUS";29
"260270 BUENOS AIRES";1
"260280 BUIQUE";200
"260290 CABO DE SANTO AGOSTINHO";12
"260300 CABROBO";56
"260340 CALUMBI";2
"260345 CAMARAGIBE";15
"260350 CAMOCIM DE SAO FELIX";4
"260360 CAMUTANGA";1
"260370 CANHOTINHO";15
"260390 CARNAIBA";119
"260400 CARPINA";8
"260410 CARUARU";1512
"260430 CEDRO";105
"260460 CONDADO";1
"260470 CORRENTES";1
"260500 CUPIRA";10
"260510 CUSTODIA";213
"260515 DORMENTES";65
"260520 ESCADA";1
"260540 FEIRA NOVA";7
"260570 FLORESTA";15
"260600 GARANHUNS";25
"260610 GLORIA DO GOITA";1
"260620 GOIANA";2
"260630 GRANITO";3
"260640 GRAVATA";44
"260650 IATI";1
"260660 IBIMIRIM";40
"260670 IBIRAJUBA";1
"260690 IGUARACY";7
"260700 INAJA";72
"260710 INGAZEIRA";3
"260720 IPOJUCA";72
"260770 ITAPETIM";2
"260790 JABOATAO DOS GUARARAPES";4
"260805 JATOBA";23
"260840 JUREMA";1
"260850 LAGOA DE ITAENGA";1
"260860 LAGOA DO OURO";11
"260880 LAJEDO";5
"260890 LIMOEIRO";8
"260900 MACAPARANA";10
"260915 MANARI";10
"260920 MARAIAL";1
"260930 MIRANDIBA";26
"260940 MORENO";71
"260950 NAZARE DA MATA";1
"260960 OLINDA";23
"260970 OROBO";14
"260980 OROCO";1
"260990 OURICURI";95
"261000 PALMARES";2
"261060 PAUDALHO";32
"261070 PAULISTA";20
"261080 PEDRA";35
"261090 PESQUEIRA";16
"261110 PETROLINA";306
"261120 POCAO";1
"261130 POMBOS";2
"261153 QUIXABA";2
"261160 RECIFE";216
"261170 RIACHO DAS ALMAS";11
"261190 RIO FORMOSO";21
"261220 SALGUEIRO";59
"261240 SANHARO";10
"261245 SANTA CRUZ";10
"261250 SANTA CRUZ DO CAPIBARIBE";29
"261255 SANTA FILOMENA";1
"261280 SANTA TEREZINHA";1
"261290 SAO BENEDITO DO SUL";1
"261300 SAO BENTO DO UNA";3
"261310 SAO CAITANO";10
"261330 SAO JOAQUIM DO MONTE";2
"261350 SAO JOSE DO BELMONTE";12
"261360 SAO JOSE DO EGITO";1
"261370 SAO LOURENCO DA MATA";1
"261390 SERRA TALHADA";81
"261400 SERRITA";207
"261410 SERTANIA";19
"261420 SIRINHAEM";1
"261430 MOREILANDIA";3
"261450 SURUBIM";1
"261460 TABIRA";7
"261480 TACARATU";1
"261500 TAQUARITINGA DO NORTE";1
"261520 TERRA NOVA";32
"261530 TIMBAUBA";193
"261560 TRINDADE";19
"261580 TUPANATINGA";8
"261590 TUPARETAMA";1
"261600 VENTUROSA";3
"261610 VERDEJANTE";26
"261640 VITORIA DE SANTO ANTAO";19
"270010 AGUA BRANCA";1
"270030 ARAPIRACA";7
"270040 ATALAIA";34
"270060 BARRA DE SAO MIGUEL";14
"270080 BELEM";1
"270110 BRANQUINHA";20
"270130 CAJUEIRO";1
"270140 CAMPO ALEGRE";25
"270170 CAPELA";17
"270210 COLONIA LEOPOLDINA";74
"270230 CORURIPE";18
"270240 DELMIRO GOUVEIA";3
"270270 FELIZ DESERTO";2
"270280 FLEXEIRAS";2
"270320 IGREJA NOVA";1
"270330 INHAPI";1
"270360 JAPARATINGA";13
"270370 JARAMATAIA";1
"270380 JOAQUIM GOMES";2
"270400 JUNQUEIRO";3
"270420 LIMOEIRO DE ANADIA";5
"270430 MACEIO";141
"270450 MARAGOGI";2
"270470 MARECHAL DEODORO";27
"270510 MATRIZ DE CAMARAGIBE";7
"270520 MESSIAS";99
"270550 MURICI";10
"270600 OLIVENCA";1
"270630 PALMEIRA DOS INDIOS";7
"270670 PENEDO";42
"270680 PIACABUCU";3
"270690 PILAR";7
"270710 PIRANHAS";1
"270730 PORTO CALVO";2
"270760 QUEBRANGULO";83
"270770 RIO LARGO";7
"270800 SANTANA DO IPANEMA";5
"270810 SANTANA DO MUNDAU";4
"270830 SAO JOSE DA LAJE";1
"270840 SAO JOSE DA TAPERA";2
"270850 SAO LUIS DO QUITUNDE";2
"270860 SAO MIGUEL DOS CAMPOS";13
"270870 SAO MIGUEL DOS MILAGRES";13
"270880 SAO SEBASTIAO";5
"270890 SATUBA";2
"270915 TEOTONIO VILELA";73
"270920 TRAIPU";2
"270930 UNIAO DOS PALMARES";458
"270940 VICOSA";24
"280020 AQUIDABA";3
"280030 ARACAJU";101
"280040 ARAUA";1
"280060 BARRA DOS COQUEIROS";126
"280067 BOQUIM";22
"280120 CANINDE DE SAO FRANCISCO";19
"280130 CAPELA";12
"280160 CEDRO DE SAO JOAO";8
"280170 CRISTINAPOLIS";24
"280190 CUMBE";47
"280210 ESTANCIA";5
"280300 ITABAIANINHA";4
"280320 ITAPORANGA D'AJUDA";1
"280340 JAPOATA";10
"280350 LAGARTO";773
"280420 MONTE ALEGRE DE SERGIPE";12
"280440 NEOPOLIS";74
"280460 NOSSA SENHORA DAS DORES";1
"280480 NOSSA SENHORA DO SOCORRO";16
"280520 PINHAO";2
"280540 POCO REDONDO";1
"280580 RIACHAO DO DANTAS";1
"280670 SAO CRISTOVAO";29
"280710 SIMAO DIAS";83
"280720 SIRIRI";2
"280740 TOBIAS BARRETO";8
"280760 UMBAUBA";17
"290020 ABARE";1
"290050 ERICO CARDOSO";5
"290070 ALAGOINHAS";53
"290100 AMARGOSA";1
"290115 AMERICA DOURADA";2
"290120 ANAGE";2
"290140 ANGICAL";6
"290150 ANGUERA";3
"290180 ANTONIO GONCALVES";2
"290200 ARACATU";2
"290205 ARACAS";3
"290210 ARACI";3
"290270 BARRA";1
"290280 BARRA DA ESTIVA";1
