Zika Vírus - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2024
"Município de residência";"Todos_os_casos"
"130165 GUAJARA";4
"130170 HUMAITA";7
"130180 IPIXUNA";3
"130185 IRANDUBA";5
"130190 ITACOATIARA";1
"130230 JUTAI";1
"130240 LABREA";1
"130250 MANACAPURU";1
"130260 MANAUS";123
"130290 MAUES";3
"130320 NOVO AIRAO";1
"130330 NOVO ARIPUANA";1
"130340 PARINTINS";3
"130350 PAUINI";2
"130356 RIO PRETO DA EVA";2
"130370 SANTO ANTONIO DO ICA";28
"130390 SAO PAULO DE OLIVENCA";2
"130406 TABATINGA";22
"130410 TAPAUA";1
"130420 TEFE";1
"140002 AMAJARI";6
"140010 BOA VISTA";58
"140015 BONFIM";1
"140017 CANTA";82
"140020 CARACARAI";76
"140023 CAROEBE";3
"140030 MUCAJAI";9
"140045 PACARAIMA";2
"140047 RORAINOPOLIS";284
"140060 SAO LUIZ";1
"150010 ABAETETUBA";9
"150020 ACARA";8
"150030 AFUA";4
"150040 ALENQUER";4
"150060 ALTAMIRA";11
"150080 ANANINDEUA";22
"150085 ANAPU";1
"150090 AUGUSTO CORREA";1
"150095 AURORA DO PARA";1
"150120 BAIAO";10
"150130 BARCARENA";3
"150140 BELEM";57
"150145 BELTERRA";23
"150150 BENEVIDES";2
"150170 BRAGANCA";27
"150180 BREVES";1
"150190 BUJARU";31
"150210 CAMETA";49
"150230 CAPITAO POCO";6
"150240 CASTANHAL";22
"150270 CONCEICAO DO ARAGUAIA";7
"150275 CONCORDIA DO PARA";1
"150285 CURUA";3
"150290 CURUCA";3
"150293 DOM ELISEU";1
"150310 GURUPA";1
"150340 INHANGAPI";1
"150350 IRITUIA";2
"150380 JACUNDA";1
"150390 JURUTI";9
"150400 LIMOEIRO DO AJURU";15
"150420 MARABA";3
"150442 MARITUBA";46
"150460 MOCAJUBA";13
"150470 MOJU";1
"150480 MONTE ALEGRE";1
"150497 NOVA IPIXUNA";1
"150510 OBIDOS";211
"150520 OEIRAS DO PARA";1
"150530 ORIXIMINA";6
"150548 PACAJA";4
"150553 PARAUAPEBAS";2
"150565 PLACAS";1
"150570 PONTA DE PEDRAS";1
"150580 PORTEL";1
"150600 PRAINHA";14
"150613 REDENCAO";24
"150619 RUROPOLIS";19
"150620 SALINOPOLIS";1
"150650 SANTA IZABEL DO PARA";37
"150680 SANTAREM";127
"150710 SAO CAETANO DE ODIVELAS";2
"150740 SAO FRANCISCO DO PARA";41
"150746 SAO JOAO DA PONTA";1
"150796 TERRA ALTA";1
"150797 TERRA SANTA";1
"150805 TRAIRAO";5
"150810 TUCURUI";2
"150840 XINGUARA";1
"160010 AMAPA";1
"160015 PEDRA BRANCA DO AMAPARI";1
"160020 CALCOENE";3
"160021 CUTIAS";2
"160023 FERREIRA GOMES";2
"160025 ITAUBAL";1
"160027 LARANJAL DO JARI";5
"160030 MACAPA";328
"160040 MAZAGAO";6
"160050 OIAPOQUE";1
"160053 PORTO GRANDE";8
"160060 SANTANA";50
"160070 TARTARUGALZINHO";7
"170025 ABREULANDIA";2
"170030 AGUIARNOPOLIS";76
"170035 ALIANCA DO TOCANTINS";4
"170130 ARAGOMINAS";4
"170190 ARAGUACEMA";1
"170200 ARAGUACU";1
"170210 ARAGUAINA";163
"170220 ARAGUATINS";3
"170230 ARAPOEMA";1
"170240 ARRAIAS";2
"170255 AUGUSTINOPOLIS";1
"170270 AURORA DO TOCANTINS";1
"170290 AXIXA DO TOCANTINS";1
"170300 BABACULANDIA";2
"170310 BARROLANDIA";1
"170360 BRASILANDIA DO TOCANTINS";1
"170370 BREJINHO DE NAZARE";6
"170380 BURITI DO TOCANTINS";3
"170388 CARMOLANDIA";82
"170389 CARRASCO BONITO";1
"170410 CENTENARIO";8
"170460 CHAPADA DE AREIA";2
"170550 COLINAS DO TOCANTINS";598
"170555 COMBINADO";1
"170560 CONCEICAO DO TOCANTINS";1
"170610 CRISTALANDIA";1
"170700 DIANOPOLIS";1
"170710 DIVINOPOLIS DO TOCANTINS";1
"170770 FILADELFIA";1
"170830 GOIANORTE";1
"170930 GUARAI";107
"170950 GURUPI";12
"171050 ITACAJA";6
"171110 ITAPORA DO TOCANTINS";12
"171180 JUARINA";20
"171190 LAGOA DA CONFUSAO";1
"171215 LAVANDEIRA";1
"171320 MIRACEMA DO TOCANTINS";1
"171330 MIRANORTE";2
"171380 PALMEIRAS DO TOCANTINS";1
"171395 MURICILANDIA";1
"171420 NATIVIDADE";3
"171430 NAZARE";1
"171488 NOVA OLINDA";1
"171510 NOVO ACORDO";2
"171515 NOVO ALEGRE";1
"171610 PARAISO DO TOCANTINS";89
"171620 PARANA";1
"171650 PEDRO AFONSO";1
"171660 PEIXE";1
"171700 PINDORAMA DO TOCANTINS";3
"171750 PIUM";1
"171790 PONTE ALTA DO TOCANTINS";1
"171820 PORTO NACIONAL";130
"171845 PUGMIL";1
"171865 RIO DA CONCEICAO";1
"171880 SAMPAIO";32
"171889 SANTA RITA DO TOCANTINS";1
"171890 SANTA ROSA DO TOCANTINS";1
"171900 SANTA TEREZA DO TOCANTINS";1
"172015 SAO FELIX DO TOCANTINS";1
"172065 SILVANOPOLIS";3
"172085 SUCUPIRA";19
"172090 TAGUATINGA";48
"172100 PALMAS";458
"172110 TOCANTINIA";2
"172120 TOCANTINOPOLIS";3
"172130 TUPIRATINS";1
"172208 WANDERLANDIA";30
"210005 ACAILANDIA";15
"210020 ALCANTARA";1
"210030 ALDEIAS ALTAS";1
"210040 ALTAMIRA DO MARANHAO";1
"210043 ALTO ALEGRE DO MARANHAO";3
"210047 ALTO ALEGRE DO PINDARE";3
"210080 ANAPURUS";1
"210083 APICUM-ACU";1
"210087 ARAGUANA";1
"210095 ARAME";1
"210100 ARARI";10
"210125 BACABEIRA";35
"210130 BACURI";2
"210140 BALSAS";17
"210160 BARRA DO CORDA";8
"210170 BARREIRINHAS";3
"210173 BELAGUA";3
"210177 BELA VISTA DO MARANHAO";2
"210200 BOM JARDIM";1
"210203 BOM JESUS DAS SELVAS";1
"210210 BREJO";2
"210215 BREJO DE AREIA";1
"210220 BURITI";1
"210230 BURITI BRAVO";2
"210232 BURITICUPU";1
"210270 CANTANHEDE";1
"210280 CAROLINA";1
"210300 CAXIAS";64
"210320 CHAPADINHA";45
"210330 CODO";1
"210340 COELHO NETO";3
"210350 COLINAS";1
"210360 COROATA";1
"210370 CURURUPU";1
"210375 DAVINOPOLIS";1
"210420 FORTUNA";1
"210440 GONCALVES DIAS";2
"210450 GOVERNADOR ARCHER";1
"210465 GOVERNADOR NEWTON BELLO";1
"210500 HUMBERTO DE CAMPOS";1
"210510 ICATU";1
"210530 IMPERATRIZ";287
"210540 ITAPECURU MIRIM";8
"210547 JENIPAPO DOS VIEIRAS";1
"210550 JOAO LISBOA";1
"210570 LAGO DA PEDRA";4
"210580 LAGO DO JUNCO";1
"210590 LAGO VERDE";1
"210596 LAGOA GRANDE DO MARANHAO";1
"210598 LAJEADO NOVO";1
"210600 LIMA CAMPOS";1
"210650 MATINHA";1
"210663 MATOES DO NORTE";2
"210667 MILAGRES DO MARANHAO";2
"210690 MONCAO";2
"210710 MORROS";1
"210735 NOVA OLINDA DO MARANHAO";1
"210745 OLINDA NOVA DO MARANHAO";2
"210750 PACO DO LUMIAR";38
"210760 PALMEIRANDIA";1
"210770 PARAIBANO";2
"210790 PASSAGEM FRANCA";1
"210800 PASTOS BONS";8
"210820 PEDREIRAS";6
"210845 PERITORO";3
"210850 PINDARE-MIRIM";7
"210860 PINHEIRO";9
"210870 PIO XII";3
"210880 PIRAPEMAS";2
"210890 POCAO DE PEDRAS";2
"210910 PRESIDENTE DUTRA";1
"210927 PRESIDENTE SARNEY";1
"210930 PRESIDENTE VARGAS";1
"210940 PRIMEIRA CRUZ";1
"210945 RAPOSA";106
"210960 ROSARIO";6
"210980 SANTA HELENA";1
"210990 SANTA INES";348
"211003 SANTA LUZIA DO PARUA";2
"211010 SANTA QUITERIA DO MARANHAO";2
"211020 SANTA RITA";5
"211027 SANTO AMARO DO MARANHAO";1
"211040 SAO BENEDITO DO RIO PRETO";1
"211050 SAO BENTO";5
"211085 SAO FRANCISCO DO BREJAO";1
"211102 SAO JOAO DO CARU";1
"211107 SAO JOAO DO SOTER";1
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";211
"211130 SAO LUIS";460
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211150 SAO MATEUS DO MARANHAO";2
"211157 SAO PEDRO DOS CRENTES";2
"211170 SAO VICENTE FERRER";3
"211210 TIMBIRAS";1
"211223 TRIZIDELA DO VALE";17
"211240 TURIACU";1
"211250 TUTOIA";5
"211260 URBANO SANTOS";3
"211270 VARGEM GRANDE";1
"211280 VIANA";6
"211285 VILA NOVA DOS MARTIRIOS";1
"211290 VITORIA DO MEARIM";3
"211300 VITORINO FREIRE";1
"211400 ZE DOCA";1
"220005 ACAUA";2
"220040 ALTOS";2
"220045 ALVORADA DO GURGUEIA";1
"220090 AROAZES";1
"220100 ARRAIAL";1
"220209 CALDEIRAO GRANDE DO PIAUI";1
"220220 CAMPO MAIOR";1
"220225 CANAVIEIRA";1
"220260 CASTELO DO PIAUI";1
"220270 COCAL";1
"220290 CORRENTE";2
"220330 DEMERVAL LOBAO";1
"220370 ESPERANTINA";1
"220390 FLORIANO";1
"220620 MIGUEL ALVES";1
"220770 PARNAIBA";3
"220795 NOVA SANTA RITA";1
"220820 PIO IX";3
"220840 PIRIPIRI";1
"221080 SIMPLICIO MENDES";1
"221100 TERESINA";66
"230010 ABAIARA";1
"230015 ACARAPE";1
"230030 ACOPIARA";49
"230050 ALCANTARAS";1
"230060 ALTANEIRA";3
"230070 ALTO SANTO";2
"230075 AMONTADA";9
"230080 ANTONINA DO NORTE";1
"230100 AQUIRAZ";1
"230110 ARACATI";16
"230120 ARACOIABA";5
"230140 ARATUBA";78
"230185 BANABUIU";7
"230190 BARBALHA";18
"230195 BARREIRA";11
"230200 BARRO";64
"230210 BATURITE";19
"230220 BEBERIBE";3
"230250 BREJO SANTO";47
"230280 CANINDE";55
"230290 CAPISTRANO";2
"230300 CARIDADE";6
"230330 CARIUS";1
"230350 CASCAVEL";47
"230360 CATARINA";47
"230370 CAUCAIA";52
"230380 CEDRO";5
"230395 CHOROZINHO";1
"230400 COREAU";1
"230410 CRATEUS";2
"230420 CRATO";1
"230425 CRUZ";1
"230427 ERERE";1
"230428 EUSEBIO";3
"230440 FORTALEZA";158
"230445 FORTIM";55
"230450 FRECHEIRINHA";1
"230465 GRACA";1
"230470 GRANJA";13
"230480 GRANJEIRO";8
"230495 GUAIUBA";1
"230523 HORIZONTE";3
"230535 ICAPUI";5
"230540 ICO";25
"230550 IGUATU";51
"230560 INDEPENDENCIA";4
"230580 IPU";1
"230590 IPUEIRAS";1
"230600 IRACEMA";5
"230620 ITAICABA";16
"230625 ITAITINGA";8
"230630 ITAPAGE";4
"230640 ITAPIPOCA";58
"230650 ITAPIUNA";2
"230670 JAGUARETAMA";1
"230680 JAGUARIBARA";1
"230690 JAGUARIBE";1
"230700 JAGUARUANA";5
"230720 JATI";1
"230730 JUAZEIRO DO NORTE";62
"230740 JUCAS";22
"230750 LAVRAS DA MANGABEIRA";1
"230760 LIMOEIRO DO NORTE";41
"230765 MARACANAU";30
"230770 MARANGUAPE";155
"230780 MARCO";1
"230790 MARTINOPOLE";1
"230800 MASSAPE";42
"230810 MAURITI";12
"230830 MILAGRES";29
"230835 MILHA";1
"230837 MIRAIMA";2
"230850 MOMBACA";3
"230870 MORADA NOVA";37
"230880 MORAUJO";1
"230900 MUCAMBO";32
"230910 MULUNGU";6
"230940 NOVO ORIENTE";1
"230970 PACATUBA";4
"230980 PACOTI";10
"231000 PALHANO";19
"231010 PALMACIA";177
"231020 PARACURU";2
"231025 PARAIPABA";5
"231040 PARAMOTI";3
"231060 PENAFORTE";52
"231070 PENTECOSTE";1
"231080 PEREIRO";1
"231085 PINDORETAMA";7
"231090 PIQUET CARNEIRO";53
"231095 PIRES FERREIRA";1
"231110 PORTEIRAS";31
"231126 QUITERIANOPOLIS";1
"231135 QUIXELO";5
"231140 QUIXERAMOBIM";3
"231150 QUIXERE";30
"231160 REDENCAO";6
"231170 RERIUTABA";52
"231180 RUSSAS";22
"231210 SANTANA DO CARIRI";3
"231230 SAO BENEDITO";28
"231240 SAO GONCALO DO AMARANTE";1
"231250 SAO JOAO DO JAGUARIBE";2
"231270 SENADOR POMPEU";1
"231290 SOBRAL";173
"231310 TABULEIRO DO NORTE";1
"231320 TAMBORIL";1
"231330 TAUA";10
"231335 TEJUCUOCA";1
"231340 TIANGUA";3
"231350 TRAIRI";3
"231355 TURURU";1
"231375 UMIRIM";1
"231380 URUBURETAMA";1
"231395 VARJOTA";64
"231400 VARZEA ALEGRE";3
"240010 ACARI";1
"240020 ACU";16
"240030 AFONSO BEZERRA";13
"240040 AGUA NOVA";2
"240080 ANGICOS";11
"240100 APODI";3
"240110 AREIA BRANCA";5
"240120 ARES";105
"240140 BAIA FORMOSA";198
"240145 BARAUNA";5
"240150 BARCELONA";1
"240160 BENTO FERNANDES";1
"240165 BODO";3
"240180 BREJINHO";27
"240185 CAICARA DO NORTE";3
"240190 CAICARA DO RIO DO VENTO";22
"240200 CAICO";121
"240210 CAMPO REDONDO";2
"240220 CANGUARETAMA";3
"240230 CARAUBAS";3
"240240 CARNAUBA DOS DANTAS";9
"240250 CARNAUBAIS";1
"240260 CEARA-MIRIM";305
"240270 CERRO CORA";9
"240280 CORONEL EZEQUIEL";3
"240300 CRUZETA";2
"240310 CURRAIS NOVOS";1
"240320 DOUTOR SEVERIANO";4
"240325 PARNAMIRIM";74
"240340 EQUADOR";25
"240360 EXTREMOZ";93
"240370 FELIPE GUERRA";3
"240380 FLORANIA";13
"240410 GALINHOS";4
"240420 GOIANINHA";12
"240430 GOVERNADOR DIX-SEPT ROSADO";1
"240450 GUAMARE";43
"240460 IELMO MARINHO";5
"240470 IPANGUACU";1
"240480 IPUEIRA";7
"240490 ITAU";2
"240500 JACANA";2
"240510 JANDAIRA";100
"240520 JANDUIS";4
"240530 JANUARIO CICCO";6
"240550 JARDIM DE ANGICOS";1
"240560 JARDIM DE PIRANHAS";5
"240570 JARDIM DO SERIDO";10
"240580 JOAO CAMARA";196
"240590 JOAO DIAS";1
"240610 JUCURUTU";29
"240630 LAGOA DE PEDRAS";4
"240640 LAGOA DE VELHOS";1
"240650 LAGOA NOVA";12
"240660 LAGOA SALGADA";1
"240670 LAJES";8
"240680 LAJES PINTADAS";5
"240690 LUCRECIA";1
"240700 LUIS GOMES";1
"240710 MACAIBA";41
"240720 MACAU";64
"240740 MARTINS";1
"240750 MAXARANGUAPE";1
"240760 MESSIAS TARGINO";6
"240770 MONTANHAS";2
"240780 MONTE ALEGRE";6
"240800 MOSSORO";56
"240810 NATAL";301
"240830 NOVA CRUZ";64
"240850 OURO BRANCO";1
"240880 PARAZINHO";70
"240890 PARELHAS";45
"240895 RIO DO FOGO";19
"240930 PATU";5
"240933 SANTA MARIA";1
"240940 PAU DOS FERROS";4
"240950 PEDRA GRANDE";89
"240960 PEDRA PRETA";61
"240970 PEDRO AVELINO";51
"240980 PEDRO VELHO";4
"240990 PENDENCIAS";1
"241000 PILOES";2
"241010 POCO BRANCO";58
"241020 PORTALEGRE";1
"241025 PORTO DO MANGUE";1
"241030 SERRA CAIADA";19
"241050 RAFAEL FERNANDES";1
"241090 RIACHUELO";22
"241100 RODOLFO FERNANDES";2
"241120 SANTA CRUZ";40
"241140 SANTANA DO MATOS";3
"241142 SANTANA DO SERIDO";2
"241150 SANTO ANTONIO";30
"241160 SAO BENTO DO NORTE";2
"241170 SAO BENTO DO TRAIRI";3
"241200 SAO GONCALO DO AMARANTE";12
"241210 SAO JOAO DO SABUGI";3
"241220 SAO JOSE DE MIPIBU";18
"241230 SAO JOSE DO CAMPESTRE";32
"241240 SAO JOSE DO SERIDO";14
"241250 SAO MIGUEL";17
"241255 SAO MIGUEL DO GOSTOSO";16
"241260 SAO PAULO DO POTENGI";56
"241270 SAO PEDRO";3
"241280 SAO RAFAEL";73
"241290 SAO TOME";50
"241300 SAO VICENTE";18
"241310 SENADOR ELOI DE SOUZA";1
"241320 SENADOR GEORGINO AVELINO";2
"241330 SERRA DE SAO BENTO";2
"241335 SERRA DO MEL";7
"241340 SERRA NEGRA DO NORTE";2
"241350 SERRINHA";4
"241355 SERRINHA DOS PINTOS";3
"241360 SEVERIANO MELO";14
"241370 SITIO NOVO";5
"241390 TAIPU";30
"241400 TANGARA";7
"241410 TENENTE ANANIAS";1
"241415 TENENTE LAURENTINO CRUZ";2
"241420 TIBAU DO SUL";7
"241430 TIMBAUBA DOS BATISTAS";4
"241440 TOUROS";41
"241445 TRIUNFO POTIGUAR";7
"241450 UMARIZAL";1
"241460 UPANEMA";2
"241475 VENHA-VER";1
"241480 VERA CRUZ";2
"241500 VILA FLOR";2
"250030 ALAGOA GRANDE";156
"250040 ALAGOA NOVA";3
"250050 ALAGOINHA";3
"250053 ALCANTIL";1
"250090 ARARA";1
"250110 AREIA";22
"250130 AROEIRAS";22
"250150 BANANEIRAS";2
"250160 BARRA DE SANTA ROSA";2
"250180 BAYEUX";5
"250240 BONITO DE SANTA FE";2
"250250 BOQUEIRAO";2
"250260 IGARACY";1
"250280 BREJO DO CRUZ";1
"250310 CABACEIRAS";1
"250320 CABEDELO";3
"250350 CACIMBA DE DENTRO";1
"250370 CAJAZEIRAS";4
"250390 CAMALAU";1
"250400 CAMPINA GRANDE";1677
"250407 CARAUBAS";1
"250430 CATOLE DO ROCHA";1
"250435 CATURITE";3
"250460 CONDE";2
"250510 CUITE";1
"250527 CURRAL DE CIMA";3
"250570 DONA INES";1
"250600 ESPERANCA";1
"250610 FAGUNDES";2
"250630 GUARABIRA";3
"250650 GURJAO";2
"250690 ITABAIANA";1
"250750 JOAO PESSOA";121
"250770 JUAZEIRINHO";2
"250830 LAGOA SECA";5
"250920 MASSARANDUBA";3
"250933 MATINHAS";1
"250970 MONTEIRO";2
"250980 MULUNGU";1
"250990 NATUBA";29
"251010 NOVA FLORESTA";9
"251050 OLIVEDOS";2
"251065 PARARI";1
"251080 PATOS";3
"251140 PICUI";1
"251180 PIRPIRITUBA";1
"251190 PITIMBU";3
"251200 POCINHOS";2
"251240 PUXINANA";14
"251250 QUEIMADAS";8
"251270 REMIGIO";2
"251275 RIACHAO DO BACAMARTE";1
"251340 SANTA LUZIA";1
"251370 SANTA RITA";8
"251450 SAO JOSE DE PIRANHAS";2
"251490 SAO MAMEDE";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";3
"251520 SAO SEBASTIAO DO UMBUZEIRO";2
"251530 SAPE";4
"251540 SAO VICENTE DO SERIDO";1
"251550 SERRA BRANCA";1
"251580 SERRA REDONDA";1
"251593 SERTAOZINHO";1
"251610 SOLEDADE";2
"251620 SOUSA";2
"251630 SUME";1
"251650 TAPEROA";1
"251670 TEIXEIRA";1
"251675 TENORIO";1
"251700 UMBUZEIRO";4
"260005 ABREU E LIMA";3
"260020 AFRANIO";14
"260030 AGRESTINA";3
"260040 AGUA PRETA";1
"260070 ALIANCA";44
"260090 AMARAJI";49
"260105 ARACOIABA";1
"260110 ARARIPINA";83
"260120 ARCOVERDE";7
"260130 BARRA DE GUABIRABA";11
"260140 BARREIROS";8
"260160 BELEM DE SAO FRANCISCO";10
"260190 BEZERROS";3
"260220 BOM JARDIM";3
"260230 BONITO";1
"260260 BREJO DA MADRE DE DEUS";1
"260280 BUIQUE";231
"260290 CABO DE SANTO AGOSTINHO";13
"260300 CABROBO";24
"260310 CACHOEIRINHA";6
"260345 CAMARAGIBE";23
"260350 CAMOCIM DE SAO FELIX";4
"260400 CARPINA";2
"260410 CARUARU";838
"260450 CHA GRANDE";1
"260470 CORRENTES";2
"260500 CUPIRA";9
"260510 CUSTODIA";4
"260515 DORMENTES";7
"260520 ESCADA";1
"260540 FEIRA NOVA";1
"260550 FERREIROS";29
"260570 FLORESTA";6
"260600 GARANHUNS";253
"260610 GLORIA DO GOITA";1
"260620 GOIANA";4
"260630 GRANITO";3
"260640 GRAVATA";7
"260650 IATI";1
"260660 IBIMIRIM";1
"260680 IGARASSU";5
"260690 IGUARACY";2
"260700 INAJA";2
"260720 IPOJUCA";190
"260760 ILHA DE ITAMARACA";1
"260775 ITAPISSUMA";2
"260790 JABOATAO DOS GUARARAPES";32
"260795 JAQUEIRA";1
"260800 JATAUBA";1
"260805 JATOBA";36
"260825 JUCATI";1
"260860 LAGOA DO OURO";17
"260875 LAGOA GRANDE";2
"260890 LIMOEIRO";33
"260900 MACAPARANA";33
"260915 MANARI";1
"260940 MORENO";145
"260950 NAZARE DA MATA";1
"260960 OLINDA";34
"260980 OROCO";5
"260990 OURICURI";1
"261000 PALMARES";7
"261050 PASSIRA";5
"261060 PAUDALHO";13
"261070 PAULISTA";20
"261080 PEDRA";8
"261090 PESQUEIRA";2
"261110 PETROLINA";59
"261130 POMBOS";1
"261140 PRIMAVERA";1
"261150 QUIPAPA";1
"261160 RECIFE";494
"261170 RIACHO DAS ALMAS";1
"261190 RIO FORMOSO";68
"261220 SALGUEIRO";6
"261240 SANHARO";12
"261250 SANTA CRUZ DO CAPIBARIBE";27
"261300 SAO BENTO DO UNA";1
"261310 SAO CAITANO";53
"261320 SAO JOAO";77
"261330 SAO JOAQUIM DO MONTE";1
"261340 SAO JOSE DA COROA GRANDE";1
"261370 SAO LOURENCO DA MATA";13
"261380 SAO VICENTE FERRER";17
"261390 SERRA TALHADA";6
"261400 SERRITA";8
"261410 SERTANIA";14
"261420 SIRINHAEM";9
"261450 SURUBIM";1
"261460 TABIRA";2
"261480 TACARATU";8
"261485 TAMANDARE";1
"261510 TEREZINHA";1
"261520 TERRA NOVA";3
"261530 TIMBAUBA";312
"261580 TUPANATINGA";2
"261610 VERDEJANTE";10
"261640 VITORIA DE SANTO ANTAO";18
"270020 ANADIA";2
"270030 ARAPIRACA";3
"270040 ATALAIA";3
"270050 BARRA DE SANTO ANTONIO";2
"270060 BARRA DE SAO MIGUEL";1
"270100 BOCA DA MATA";2
"270110 BRANQUINHA";1
"270170 CAPELA";9
"270200 COITE DO NOIA";1
"270220 COQUEIRO SECO";1
"270230 CORURIPE";1
"270270 FELIZ DESERTO";1
"270280 FLEXEIRAS";2
"270300 IBATEGUARA";1
"270360 JAPARATINGA";1
"270400 JUNQUEIRO";1
"270420 LIMOEIRO DE ANADIA";1
"270430 MACEIO";75
"270470 MARECHAL DEODORO";9
"270510 MATRIZ DE CAMARAGIBE";2
"270550 MURICI";1
"270560 NOVO LINO";3
"270580 OLHO D'AGUA DO CASADO";2
"270600 OLIVENCA";2
"270630 PALMEIRA DOS INDIOS";2
"270640 PAO DE ACUCAR";1
"270670 PENEDO";2
"270680 PIACABUCU";2
"270690 PILAR";4
"270720 POCO DAS TRINCHEIRAS";2
"270760 QUEBRANGULO";2
"270770 RIO LARGO";7
"270790 SANTA LUZIA DO NORTE";1
"270800 SANTANA DO IPANEMA";10
"270820 SAO BRAS";1
"270830 SAO JOSE DA LAJE";2
"270840 SAO JOSE DA TAPERA";7
"270850 SAO LUIS DO QUITUNDE";1
"270860 SAO MIGUEL DOS CAMPOS";6
"270870 SAO MIGUEL DOS MILAGRES";1
"270880 SAO SEBASTIAO";29
"270915 TEOTONIO VILELA";14
"270930 UNIAO DOS PALMARES";10
"280030 ARACAJU";188
"280060 BARRA DOS COQUEIROS";139
"280067 BOQUIM";12
"280120 CANINDE DE SAO FRANCISCO";9
"280130 CAPELA";8
"280170 CRISTINAPOLIS";21
"280200 DIVINA PASTORA";3
"280210 ESTANCIA";3
"280290 ITABAIANA";1
"280300 ITABAIANINHA";2
"280320 ITAPORANGA D'AJUDA";23
"280330 JAPARATUBA";1
"280340 JAPOATA";28
"280350 LAGARTO";306
"280380 MALHADA DOS BOIS";4
"280440 NEOPOLIS";39
"280450 NOSSA SENHORA DA GLORIA";3
"280460 NOSSA SENHORA DAS DORES";1
"280480 NOSSA SENHORA DO SOCORRO";4
"280550 POCO VERDE";1
"280670 SAO CRISTOVAO";1
"280710 SIMAO DIAS";1
"280740 TOBIAS BARRETO";112
"290020 ABARE";1
"290030 ACAJUTIBA";1
"290040 AGUA FRIA";1
"290050 ERICO CARDOSO";1
"290070 ALAGOINHAS";45
"290100 AMARGOSA";1
"290120 ANAGE";7
"290135 ANDORINHA";4
"290150 ANGUERA";1
"290180 ANTONIO GONCALVES";1
"290200 ARACATU";2
"290210 ARACI";7
"290260 BAIXA GRANDE";1
"290270 BARRA";11
"290280 BARRA DA ESTIVA";1
"290290 BARRA DO CHOCA";9
"290310 BARRA DO ROCHA";4
"290320 BARREIRAS";6
"290350 BELO CAMPO";1
"290370 BOA NOVA";1
"290390 BOM JESUS DA LAPA";1
"290400 BONINAL";5
"290410 BOQUIRA";2
"290420 BOTUPORA";2
"290450 BROTAS DE MACAUBAS";1
"290460 BRUMADO";2
"290470 BUERAREMA";1
"290475 BURITIRAMA";2
"290485 CABACEIRAS DO PARAGUACU";1
"290490 CACHOEIRA";1
"290515 CAETANOS";7
"290520 CAETITE";1
"290530 CAFARNAUM";1
"290560 CAMACAN";30
"290570 CAMACARI";14
"290580 CAMAMU";3
"290590 CAMPO ALEGRE DE LOURDES";8
