DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2025
"Município de residência";"Casos_Prováveis"
"313862 LIMEIRA DO OESTE";1
"314000 MARIANA";1
"314310 MONTE CARMELO";1
"314320 MONTE SANTO DE MINAS";2
"314800 PATOS DE MINAS";5
"315210 PONTE NOVA";3
"315460 RIBEIRAO DAS NEVES";1
"315770 SANTA JULIANA";1
"316720 SETE LAGOAS";1
"317010 UBERABA";15
"317020 UBERLANDIA";20
"317043 UNIAO DE MINAS";1
"317130 VICOSA";2
"330045 BELFORD ROXO";1
"330070 CABO FRIO";1
"330370 PARAIBA DO SUL";2
"330380 PARATY";1
"330455 RIO DE JANEIRO";2
"330490 SAO GONCALO";2
"350040 AGUAS DA PRATA";1
"350080 ALFREDO MARCONDES";2
"350110 ALTO ALEGRE";1
"350120 ALVARES FLORENCE";1
"350130 ALVARES MACHADO";2
"350160 AMERICANA";26
"350170 AMERICO BRASILIENSE";2
"350190 AMPARO";16
"350240 ANHUMAS";2
"350280 ARACATUBA";9
"350320 ARARAQUARA";6
"350330 ARARAS";9
"350370 ARIRANHA";1
"350380 ARTUR NOGUEIRA";2
"350400 ASSIS";8
"350450 AVARE";1
"350460 BADY BASSITT";1
"350480 BALSAMO";1
"350550 BARRETOS";4
"350560 BARRINHA";1
"350600 BAURU";10
"350635 BERTIOGA";2
"350650 BIRIGUI";4
"350740 BORBOREMA";4
"350760 BRAGANCA PAULISTA";1
"350790 BROTAS";3
"350800 BURI";1
"350870 CACONDE";1
"350900 CAIEIRAS";1
"350925 CAJATI";1
"350930 CAJOBI";1
"350940 CAJURU";1
"350950 CAMPINAS";3
"350960 CAMPO LIMPO PAULISTA";1
"350980 CAMPOS NOVOS PAULISTA";3
"351000 CANDIDO MOTA";6
"351015 CANITAR";1
"351070 CARDOSO";1
"351080 CASA BRANCA";2
"351110 CATANDUVA";8
"351120 CATIGUA";1
"351130 CEDRAL";2
"351210 COLOMBIA";1
"351230 CONCHAS";7
"351240 CORDEIROPOLIS";2
"351250 COROADOS";1
"351300 COTIA";1
"351340 CRUZEIRO";1
"351350 CUBATAO";1
"351370 DESCALVADO";9
"351380 DIADEMA";3
"351400 DOBRADA";1
"351470 ECHAPORA";3
"351495 EMBAUBA";1
"351518 ESPIRITO SANTO DO PINHAL";3
"351520 ESTRELA D'OESTE";2
"351550 FERNANDOPOLIS";5
"351620 FRANCA";2
"351670 GARCA";2
"351685 GAVIAO PEIXOTO";1
"351710 GLICERIO";2
"351740 GUAIRA";5
"351750 GUAPIACU";3
"351780 GUARACAI";2
"351820 GUARARAPES";1
"351840 GUARATINGUETA";1
"351880 GUARULHOS";2
"351900 HERCULANDIA";1
"351905 HOLAMBRA";1
"351907 HORTOLANDIA";3
"351910 IACANGA";1
"351930 IBATE";2
"351950 IBIRAREMA";1
"351960 IBITINGA";4
"351970 IBIUNA";1
"352030 IGUAPE";1
"352050 INDAIATUBA";12
"352070 INDIAPORA";2
"352090 IPAUSSU";1
"352130 IPUA";1
"352140 IRACEMAPOLIS";1
"352150 IRAPUA";1
"352190 ITAJOBI";2
"352220 ITAPECERICA DA SERRA";1
"352230 ITAPETININGA";1
"352250 ITAPEVI";1
"352270 ITAPOLIS";2
"352370 ITIRAPUA";1
"352380 ITOBI";1
"352390 ITU";8
"352410 ITUVERAVA";2
"352430 JABOTICABAL";13
"352440 JACAREI";5
"352470 JAGUARIUNA";3
"352480 JALES";4
"352530 JAU";4
"352570 JOSE BONIFACIO";3
"352590 JUNDIAI";2
"352650 LAVINIA";3
"352670 LEME";8
"352690 LIMEIRA";2
"352710 LINS";7
"352800 MACATUBA";1
"352820 MACEDONIA";1
"352850 MAIRIPORA";1
"352900 MARILIA";24
"352930 MATAO";2
"352950 MENDONCA";1
"353000 MIRA ESTRELA";2
"353010 MIRANDOPOLIS";1
"353020 MIRANTE DO PARANAPANEMA";1
"353030 MIRASSOL";7
"353040 MIRASSOLANDIA";1
"353050 MOCOCA";1
"353070 MOGI GUACU";20
"353080 MOGI MIRIM";12
"353100 MONCOES";2
"353140 MONTE APRAZIVEL";3
"353180 MONTE MOR";2
"353190 MORRO AGUDO";1
"353210 MURUTINGA DO SUL";1
"353280 NOVA ALIANCA";2
"353284 NOVA CANAA PAULISTA";2
"353290 NOVA EUROPA";1
"353300 NOVA GRANADA";1
"353340 NOVA ODESSA";2
"353350 NOVO HORIZONTE";4
"353370 OCAUCU";1
"353390 OLIMPIA";1
"353400 ONDA VERDE";1
"353430 ORLANDIA";1
"353440 OSASCO";5
"353450 OSCAR BRESSANE";1
"353470 OURINHOS";11
"353520 PALMEIRA D'OESTE";2
"353530 PALMITAL";1
"353650 PAULINIA";1
"353670 PEDERNEIRAS";2
"353720 PEDRO DE TOLEDO";1
"353730 PENAPOLIS";2
"353760 PERUIBE";1
"353810 PINDORAMA";1
"353870 PIRACICABA";3
"353880 PIRAJU";1
"353890 PIRAJUI";1
"353900 PIRANGI";3
"353920 PIRAPOZINHO";2
"353930 PIRASSUNUNGA";4
"353950 PITANGUEIRAS";1
"354000 POMPEIA";1
"354020 PONTAL";4
"354025 PONTALINDA";1
"354070 PORTO FERREIRA";6
"354080 POTIRENDABA";5
"354090 PRADOPOLIS";3
"354100 PRAIA GRANDE";1
"354120 PRESIDENTE BERNARDES";2
"354140 PRESIDENTE PRUDENTE";22
"354160 PROMISSAO";8
"354220 RANCHARIA";1
"354240 REGENTE FEIJO";4
"354290 RIBEIRAO BONITO";1
"354330 RIBEIRAO PIRES";1
"354340 RIBEIRAO PRETO";8
"354370 RINCAO";1
"354390 RIO CLARO";8
"354420 RIOLANDIA";1
"354480 SALES";1
"354490 SALES OLIVEIRA";2
"354520 SALTO";7
"354530 SALTO DE PIRAPORA";2
"354540 SALTO GRANDE";1
"354580 SANTA BARBARA D'OESTE";18
"354625 SANTA CRUZ DA ESPERANCA";1
"354660 SANTA FE DO SUL";4
"354670 SANTA GERTRUDES";1
"354750 SANTA RITA DO PASSA QUATRO";3
"354780 SANTO ANDRE";1
"354800 SANTO ANTONIO DE POSSE";1
"354870 SAO BERNARDO DO CAMPO";2
"354890 SAO CARLOS";13
"354910 SAO JOAO DA BOA VISTA";1
"354980 SAO JOSE DO RIO PRETO";39
"354990 SAO JOSE DOS CAMPOS";2
"355010 SAO MANUEL";2
"355030 SAO PAULO";16
"355040 SAO PEDRO";1
"355060 SAO ROQUE";3
"355070 SAO SEBASTIAO";1
"355080 SAO SEBASTIAO DA GRAMA";1
"355100 SAO VICENTE";2
"355170 SERTAOZINHO";13
"355220 SOROCABA";18
"355230 SUD MENNUCCI";2
"355240 SUMARE";12
"355260 TABAPUA";1
"355270 TABATINGA";1
"355280 TABOAO DA SERRA";3
"355290 TACIBA";1
"355330 TAMBAU";1
"355340 TANABI";5
"355395 TARUMA";2
"355400 TATUI";1
"355430 TEODORO SAMPAIO";1
"355450 TIETE";1
"355490 TRES FRONTEIRAS";1
"355500 TUPA";1
"355530 TURMALINA";1
"355560 UCHOA";2
"355580 URANIA";3
"355610 VALENTIM GENTIL";2
"355620 VALINHOS";1
"355630 VALPARAISO";1
"355650 VARZEA PAULISTA";5
"355660 VERA CRUZ";5
"355670 VINHEDO";1
"355710 VOTUPORANGA";4
"355730 ESTIVA GERBI";1
"410060 ALTO PARANA";1
"410080 ALVORADA DO SUL";3
"410110 ANDIRA";2
"410140 APUCARANA";3
"410150 ARAPONGAS";1
"410190 ASSAI";1
"410240 BANDEIRANTES";1
"410370 CAMBE";5
"410470 CARLOPOLIS";1
"410550 CIANORTE";2
"410640 CORNELIO PROCOPIO";2
"410700 CURIUVA";2
"410752 ESPERANCA NOVA";1
"410800 FLORESTOPOLIS";4
"410840 FRANCISCO BELTRAO";1
"410980 IBIPORA";2
"411000 IGUARACU";1
"411110 ITAMBE";1
"411130 ITAUNA DO SUL";1
"411180 JACAREZINHO";1
"411190 JAGUAPITA";1
"411270 JATAIZINHO";1
"411350 LOANDA";1
"411370 LONDRINA";5
"411410 MANDAGUACU";4
"411520 MARINGA";7
"411570 MATINHOS";1
"411660 NOVA AMERICA DA COLINA";1
"411690 NOVA ESPERANCA";3
"411700 NOVA FATIMA";2
"411710 NOVA LONDRINA";2
"411720 NOVA OLIMPIA";1
"411725 NOVA PRATA DO IGUACU";2
"411740 OURIZONA";1
"411750 PAICANDU";1
"411780 PALMITAL";2
"411810 PARANACITY";1
"412000 PORECATU";4
"412050 PRIMEIRO DE MAIO";1
"412065 QUARTO CENTENARIO";1
"412100 QUERENCIA DO NORTE";2
"412130 RANCHO ALEGRE";1
"412190 RIBEIRAO DO PINHAL";1
"412240 ROLANDIA";1
"412260 RONDON";1
"412350 SANTA HELENA";1
"412530 SAO JORGE DO IVAI";1
"412535 SAO JORGE DO PATROCINIO";1
"412570 SAO MIGUEL DO IGUACU";1
"412650 SERTANOPOLIS";1
"412710 TELEMACO BORBA";1
"412770 TOLEDO";1
"420130 ARAQUARI";1
"420207 BALNEARIO GAIVOTA";1
"420470 CUNHA PORA";1
"420490 DESCANSO";1
"420820 ITAJAI";2
"420830 ITAPEMA";2
"420845 ITAPOA";1
"421720 SAO MIGUEL DO OESTE";1
"430060 ALVORADA";2
"430090 ARATIBA";1
"430300 CACHOEIRA DO SUL";4
"430310 CACHOEIRINHA";1
"430460 CANOAS";1
"430700 ERECHIM";1
"430780 ESTRELA";1
"431280 NOVA ARACA";1
"431340 NOVO HAMBURGO";1
"431490 PORTO ALEGRE";11
"432000 SAPUCAIA DO SUL";2
"432300 VIAMAO";3
"500020 AGUA CLARA";1
"500110 AQUIDAUANA";1
"500330 COXIM";1
"500370 DOURADOS";1
"500430 IGUATEMI";1
"500440 INOCENCIA";1
"500460 ITAQUIRAI";1
"500570 NAVIRAI";1
"500620 NOVA ANDRADINA";1
"500635 PARANHOS";1
"500660 PONTA PORA";1
"500830 TRES LAGOAS";1
"510080 APIACAS";1
"510250 CACERES";2
"510350 DIAMANTINO";1
"510515 JUINA";2
"510517 JURUENA";1
"510523 LAMBARI D'OESTE";1
"510525 LUCAS DO RIO VERDE";1
"510624 NOVA UBIRATA";1
"510840 VARZEA GRANDE";3
"520055 ALTO HORIZONTE";1
"520085 AMERICANO DO BRASIL";1
"520110 ANAPOLIS";2
"520140 APARECIDA DE GOIANIA";4
"520540 CERES";1
"520753 FAINA";1
"520860 GOIANESIA";1
"520870 GOIANIA";8
"520890 GOIAS";1
"520960 HEITORAI";1
"520995 INDIARA";1
"521000 INHUMAS";1
"521020 IPORA";1
"521120 ITAPURANGA";1
"521310 MINEIROS";1
"521370 MONTES CLAROS DE GOIAS";2
"521400 MOZARLANDIA";2
"521450 NEROPOLIS";1
"521483 NOVA CRIXAS";1
"521523 NOVO GAMA";2
"521525 NOVO PLANALTO";1
"521630 PARANAIGUARA";2
"522040 SAO SIMAO";1
"522140 TRINDADE";1
"Total";1098
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 26/05/2025 às 10:00 horas, sujeitos à revisão.
 Dados de 2025 atualizados em 02/06/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em junho de 2025.
 
